Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cat Lai,3070,415,63090.3,79157.6,2006.7,2006.0,2008.1,2008.0,804.0,1176.3,1071.2,1074.1,67.0,117.7,121.0,123.2,14.0,28.9,20.9,21.1,11400.9,878887.1,895761.7,71383538.2,262768742.7,295988655.1,23252.0,90762.9,109053.4
Nam Hai Dinh Vu Port,2404,535,26148.8,31087.4,2004.1,2005.0,2004.5,2004.5,532.0,1100.2,811.1,788.7,52.0,122.4,149.4,164.3,11.0,44.4,33.4,35.4,5025.5,385858.3,393266.8,32164873.4,105625941.0,122100203.2,13379.7,49205.0,59546.4
Cai Mep,1919,1146,142006.5,171993.0,2008.2,2008.3,2009.8,2010.0,945.7,1512.3,1483.9,1524.5,80.0,163.5,261.7,281.5,20.0,66.6,60.4,64.4,15312.7,1183598.6,1206323.7,92789405.6,250831649.6,292105264.3,48353.0,163108.5,194088.1
Hai Phong,829,343,6926.1,8936.3,2005.2,2005.8,2006.4,2006.1,543.8,1282.7,924.5,915.2,54.0,146.0,188.6,196.7,12.0,58.7,51.2,55.0,1422.7,109126.0,111221.2,10335182.9,28712399.5,36359441.4,12467.0,45175.1,56582.1
Da Nang,732,286,13324.8,14152.5,2003.6,2004.4,2003.9,2003.7,707.2,1484.8,907.9,1045.7,74.0,215.1,158.5,177.7,14.0,70.9,50.8,52.5,2454.8,188969.7,192597.9,14140560.8,43965990.4,52282447.1,19317.7,70379.9,85522.1
Hon Gai,649,442,30665.8,48750.3,2007.0,2007.7,2010.0,2010.2,1457.2,1939.3,1952.3,2213.4,139.0,213.0,378.4,415.1,49.0,93.5,100.0,108.1,3072.1,237191.1,241745.1,19890051.3,54147986.3,66627747.8,30647.2,117198.0,143901.2
Cam Pha,603,482,24291.5,41545.9,2006.4,2007.5,2007.8,2007.9,1283.9,1648.6,1644.5,1643.6,134.0,209.0,386.6,386.1,42.0,76.4,104.3,104.1,2293.6,177308.8,180713.1,17170710.4,39206222.1,50722412.9,28475.5,103397.6,124911.6
Phu My,576,440,15113.1,23899.8,2006.3,2007.0,2009.5,2009.8,866.4,1493.3,1733.5,1765.8,87.0,153.5,330.3,338.6,31.0,70.3,104.0,110.2,1904.4,146678.0,149494.2,10619049.5,29106212.1,37802191.7,18435.8,74642.6,93673.9
Lotus Port,535,355,7868.5,11868.9,2006.9,2007.0,2006.9,2006.8,806.1,1343.3,1339.3,1350.0,84.0,155.7,281.3,287.3,30.0,76.9,78.9,82.2,1472.0,112941.3,115109.8,8110412.6,23369309.4,30308481.6,15159.6,59707.9,74855.4
Hiep Phuoc,497,269,9696.1,11261.6,2007.6,2007.0,2009.0,2009.0,891.6,1378.8,1318.1,1337.4,80.0,160.5,235.6,268.0,20.0,98.5,79.0,96.6,1476.6,113536.3,115716.2,9179301.3,30268079.8,37166634.0,18469.4,72397.3,89063.4
