Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2935,170,19532.9,24811.0,2001.0,2004.4,2002.3,2002.1,657.3,649.9,601.4,601.0,59.0,57.3,108.9,111.2,16.0,29.4,41.9,42.3,4475.2,343249.9,349840.3,35155251.3,107315155.8,121363977.8,11977.9,38098.9,44594.2
General cargo,1730,346,9365.7,14381.4,2006.2,2005.7,2004.9,2005.3,832.0,1094.2,1344.2,1384.2,89.5,138.1,506.3,513.2,40.0,99.0,194.8,202.0,2178.4,165824.4,169008.2,24656145.7,72633125.8,102553387.2,14252.1,53882.0,72225.7
Bulk carrier,1273,339,22743.5,37486.2,2006.7,2007.6,2004.4,2004.4,854.1,1115.0,1456.2,1439.1,83.0,126.2,581.6,571.8,56.0,108.1,211.6,210.2,2927.5,225214.3,229538.4,21564195.9,53152187.0,72254348.6,16939.7,64218.9,80917.0
Chemical tanker,700,93,6304.8,9957.6,2004.9,2006.3,2003.4,2003.3,863.9,873.2,1473.4,1486.4,74.0,91.2,308.7,310.9,33.0,47.6,158.9,158.6,2059.9,157436.4,160459.2,13303308.9,40867063.0,50818452.5,19004.7,65197.3,81723.8
Oil tanker,600,68,10050.8,17418.5,2006.3,2007.7,2006.8,2006.9,945.8,1441.1,2515.2,2546.7,86.0,180.1,705.4,710.8,40.0,72.1,416.1,420.0,2069.8,157792.5,160822.1,22862974.0,22141317.3,25049584.3,38105.0,101030.8,127950.8
Liquefied gas tanker,545,42,1527.2,1604.8,1993.6,1997.2,1995.2,1995.0,712.4,902.4,1141.5,1083.7,75.0,86.7,292.1,289.6,23.0,35.0,101.9,100.3,941.4,71423.3,72794.6,1211407.9,3509646.2,3875773.4,2222.8,12169.6,16003.3
Service - tug,298,85,525.7,505.0,2006.2,2007.4,2001.8,2001.5,315.7,1595.1,2054.1,2240.1,88.0,599.0,1714.4,1792.3,37.5,312.6,590.0,572.6,465.8,35007.0,35679.1,12916809.1,30544365.1,40897254.0,43345.0,111924.6,151117.1
Cruise,85,22,1861.7,198.8,2002.7,2003.0,2006.2,2005.5,289.0,411.2,351.4,357.8,21.0,30.0,33.1,34.6,12.0,16.1,15.9,16.3,419.0,32396.2,33018.2,648794.0,3683795.4,4412525.5,7632.9,37983.2,42324.3
Vehicle,25,10,945.9,302.6,2005.6,2004.7,2005.8,2005.7,787.5,815.6,798.4,798.6,53.0,56.6,56.6,56.6,24.0,23.6,31.3,30.7,61.4,4758.8,4850.2,306409.6,1350937.7,1564523.6,12256.4,46586.5,50137.3
Service - other,20,13,154.4,144.6,2006.2,2006.4,2006.1,2007.1,534.3,3293.0,3137.5,7625.4,189.0,1194.5,3325.9,4191.0,448.5,565.7,213.6,187.7,94.1,7082.3,7218.3,1009203.9,2070664.8,2231266.7,50460.2,112282.4,126782.7
Ro-Ro,9,2,11.0,19.0,2006.6,2001.5,2007.1,2007.4,824.9,517.0,996.3,1305.6,114.0,213.0,721.5,741.3,65.0,65.0,96.9,98.3,54.4,4083.4,4161.8,66579.5,507932.0,240859.1,7397.7,18044.4,25636.0
Miscellaneous - fishing,7,3,31.4,11.7,2011.1,2003.3,2014.1,2014.6,7996.3,5680.7,7106.7,6299.1,1262.0,1983.0,3982.1,2990.0,70.0,114.7,144.3,269.8,27.1,2031.5,2070.5,82021.8,181940.2,206847.6,11717.4,27576.4,32690.1
Refrigerated bulk,5,3,11.0,13.4,1987.2,1987.0,1988.6,1988.5,341.1,464.9,485.8,479.3,28.0,32.3,44.2,43.7,24.0,62.0,57.5,57.7,8.9,677.5,690.5,39703.8,86754.7,97721.0,7940.8,16921.7,18270.3
Ferry-pax only,1,1,0.1,0.0,2018.0,2018.0,2018.0,2018.0,264.8,264.8,264.8,264.8,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,2.7,2.8,1198.2,2440.3,3074.0,1198.2,2786.4,3673.4
Ferry-RoPax,1,1,1.0,0.3,2018.0,2018.0,2018.0,2018.0,1282.5,1282.5,1282.5,1282.5,71.0,71.0,71.0,71.0,33.0,33.0,33.0,33.0,1.3,97.3,99.2,10226.5,22124.4,29415.6,10226.5,22830.8,32535.3
