Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Matosinhos,541,154,2285.7,2483.1,2004.0,2004.9,2004.0,2004.1,241.5,321.3,291.6,312.1,24.0,92.4,55.4,62.2,26.0,36.6,32.4,34.0,767.8,59011.3,60144.3,2932876.7,8643129.8,10289286.3,5421.2,18153.7,21578.0
Lisboa,537,137,2263.4,1517.4,2000.3,1999.4,2002.8,2002.4,274.6,592.9,392.9,402.1,35.0,43.6,42.7,46.2,21.0,52.9,36.5,34.1,737.0,56593.0,57679.5,3404714.1,10362735.8,13017395.4,6340.2,21253.3,25811.6
Sines,504,102,1560.1,2168.1,2004.6,2003.9,2004.8,2005.2,231.0,294.7,260.6,261.5,27.0,108.8,67.6,67.0,20.0,61.6,41.9,44.2,679.3,52067.3,53066.9,1761908.4,5373793.0,6164473.6,3495.8,12968.9,15728.5
Ponta Delgada,497,69,2363.1,1743.3,2000.9,2001.2,2002.5,2001.5,232.0,525.3,512.0,501.1,33.0,111.1,57.1,67.1,15.0,55.6,27.8,40.6,681.6,52449.8,53456.9,3025597.9,9182366.6,11350450.9,6087.7,20957.9,25239.8
Leixoes,414,170,948.7,1174.2,2004.1,2003.9,2003.9,2004.0,216.7,278.8,257.0,256.3,19.0,43.6,53.8,57.6,27.0,49.6,39.5,40.3,306.4,23412.2,23861.7,1844627.3,5406158.1,6459653.4,4455.6,14163.6,17218.7
Praia Da Vitoria,410,45,467.0,337.7,1986.1,1999.5,2000.7,2001.5,86.4,279.9,214.5,172.3,10.0,28.8,37.3,39.5,8.0,68.5,45.2,53.0,165.1,12681.8,12925.3,573888.8,1826092.5,2228868.2,1399.7,4830.9,5718.6
Setubal,326,170,509.8,686.6,2001.5,2003.3,2005.0,2005.3,212.9,242.9,205.3,198.4,24.0,87.1,60.1,63.1,25.0,46.4,38.8,36.9,226.3,17321.1,17653.7,1088358.8,2934199.9,3535461.0,3338.5,10296.6,12953.8
Canical,223,34,917.4,1152.2,2001.8,2001.1,2002.9,2002.5,546.7,1001.6,624.4,630.4,45.0,210.5,81.3,84.5,37.0,85.9,65.8,66.6,327.8,25117.3,25599.5,2121854.7,5702628.7,6934433.8,9515.0,29717.6,35569.5
Aveiro,205,138,183.7,247.2,1998.9,2000.9,2000.1,2001.4,201.7,383.8,245.2,228.0,22.0,66.3,275.4,185.8,34.0,62.1,54.7,47.0,107.5,8151.7,8308.2,522647.7,1391599.6,1791316.0,2549.5,7941.0,10257.0
Horta,204,33,254.5,122.6,1993.8,1994.8,1998.2,2001.7,154.3,825.4,223.3,173.8,12.5,169.5,53.9,54.8,16.0,133.2,44.6,49.6,129.8,9865.1,10054.5,377070.2,931513.0,1128400.4,1848.4,5676.5,6723.8
Banatica,193,38,176.1,242.8,2003.6,2003.8,2006.4,2006.8,79.4,397.4,193.6,184.9,21.0,42.9,73.0,71.8,22.0,50.5,39.6,36.2,158.6,12000.8,12231.3,418084.1,849179.6,1074018.1,2166.2,7141.1,9034.9
Trafaria,129,40,123.2,145.9,1996.1,2002.0,2003.1,2003.9,106.8,793.9,359.6,324.2,47.0,177.0,100.6,76.4,24.0,90.0,82.1,54.6,99.5,7547.7,7692.6,386260.6,947999.1,1218234.4,2994.3,9369.4,11890.3
Figueira Da Foz,127,52,54.0,66.4,1999.3,1999.4,2000.3,2001.1,92.2,240.3,113.9,107.3,16.0,69.0,91.6,63.5,20.0,79.5,41.7,35.2,47.2,3553.1,3621.3,189979.3,487216.8,600496.2,1495.9,4125.3,5149.9
Praia,98,12,39.6,44.5,1986.6,1993.8,1998.0,1998.3,57.7,276.7,168.1,168.4,8.0,165.8,38.6,38.9,38.5,85.5,34.9,34.2,32.0,2423.6,2470.2,109921.3,232711.7,294656.2,1121.6,3351.1,4116.7
Funchal,97,34,1176.8,181.9,1999.3,1994.9,1998.9,1995.1,511.0,532.7,522.4,550.2,39.0,49.8,41.5,48.1,7.0,28.7,32.8,60.2,326.2,25070.8,25552.2,856979.6,3453790.8,4170954.7,8834.8,31547.0,34059.9
Almada,92,41,189.4,190.1,1997.6,2001.3,2001.6,2002.6,263.6,419.1,306.6,271.9,40.0,64.3,131.0,55.5,18.0,53.8,27.1,31.4,93.5,7115.3,7251.9,662890.6,1607119.4,1943535.8,7205.3,19369.2,24207.8
Portimao,88,34,213.0,43.5,1995.4,1995.4,2004.1,2002.3,198.6,272.3,318.4,290.7,25.0,45.8,37.4,65.9,9.0,124.9,15.7,33.9,103.7,7944.3,8096.8,226252.9,727477.7,1005900.4,2571.1,7629.1,9165.3
Cais Do Pico,83,10,30.1,35.4,1982.3,1993.8,1997.2,1997.9,76.1,211.3,164.1,162.5,10.0,14.2,24.6,23.1,25.0,29.3,28.9,28.1,19.9,1515.4,1544.5,94686.0,209396.8,269936.8,1140.8,3473.2,4349.2
Velas,75,12,43.7,48.8,1995.9,1994.9,2001.0,2001.6,148.0,161.2,150.2,147.4,12.0,14.0,17.0,17.0,12.0,16.1,17.3,18.2,26.9,2047.3,2086.6,106464.3,247918.0,345046.9,1419.5,5059.2,6445.1
Vila Do Porto,68,11,51.5,39.8,2001.4,1997.3,1998.4,1999.2,168.5,392.3,207.0,173.1,16.0,81.7,43.9,40.5,16.0,86.1,32.8,27.0,37.7,2848.4,2903.1,103338.8,217220.8,311075.0,1519.7,4998.7,6447.1
Barreiro,63,54,53.6,61.4,2002.5,2002.6,2002.7,2003.0,192.2,427.8,211.4,164.5,24.0,60.9,452.1,57.9,45.0,52.2,47.4,54.3,29.9,2262.8,2306.3,223877.1,573892.7,773693.4,3553.6,10641.2,14368.7
Cova Da Piedade,59,9,11.4,6.4,1990.9,1995.0,1996.6,2002.3,108.8,1220.5,303.5,132.7,101.0,175.7,221.6,236.8,15.0,78.6,169.4,90.4,32.0,2402.6,2448.8,141298.3,277222.1,353778.6,2394.9,5774.1,7581.8
Porto Santo,57,15,284.7,130.7,2003.8,2001.8,2004.1,2005.9,498.8,400.0,712.6,607.7,44.0,39.4,213.6,120.3,27.0,24.1,63.4,45.6,162.4,12229.1,12463.9,418044.1,1014857.0,1279843.0,7334.1,19291.9,21156.7
Gafanha Da Encarnaca,56,25,45.8,61.3,1998.1,2004.0,2008.4,2009.2,251.6,260.1,240.0,232.4,68.0,57.0,92.1,83.3,36.5,54.4,73.5,61.6,36.8,2785.5,2839.0,57652.9,177999.9,214781.1,1029.5,3861.4,4826.7
Peniche,49,22,26.1,27.7,1998.0,1998.0,2002.4,2003.5,388.5,2375.2,413.0,351.9,40.0,259.5,596.8,449.2,54.0,298.0,690.7,762.0,46.7,3510.3,3577.7,106238.5,251869.8,299165.9,2168.1,5716.9,7018.7
Cascais,48,42,119.8,183.1,2004.0,2003.5,2006.3,2006.4,112.4,204.5,204.3,210.2,43.5,83.6,302.1,327.7,38.0,64.2,75.3,69.9,71.8,5532.8,5639.1,131315.6,478313.4,610342.6,2735.7,11974.6,15343.0
Calheta (Island Sao),42,4,1.6,1.6,1971.7,1985.8,1971.2,1971.0,56.7,130.9,61.4,60.6,8.0,35.0,17.0,16.4,24.5,25.5,47.0,46.0,3.2,241.2,245.8,5251.6,14642.1,20608.0,125.0,393.5,556.7
Alges,38,23,86.8,57.9,1994.2,1999.2,2003.3,1999.8,190.4,465.4,428.3,435.5,33.5,92.2,55.0,68.4,12.0,44.9,23.7,24.8,32.2,2471.0,2518.4,186986.3,481685.7,565299.1,4920.7,13985.1,16334.6
Olhao,37,10,13.8,8.7,1992.0,1992.9,1997.1,2001.2,192.7,171.8,81.9,116.5,42.0,28.8,28.0,28.4,37.0,28.4,39.4,74.3,12.4,942.7,960.8,15459.9,46641.3,54967.7,417.8,1308.2,1558.6
Viana Do Castelo,34,27,60.2,51.9,1998.1,1999.6,1998.5,2001.1,243.1,382.6,356.1,302.6,22.0,163.5,241.2,251.4,40.0,73.7,32.1,26.3,70.2,5297.8,5399.6,97543.0,263904.4,325404.4,2868.9,9526.9,11811.1
Sesimbra,34,23,106.7,131.0,2002.1,2002.1,2008.2,2007.7,170.7,188.3,155.5,154.8,27.0,31.8,38.1,37.8,25.5,44.8,40.8,34.7,24.6,1891.3,1927.6,94205.5,283381.1,329293.4,2770.8,9753.9,11630.2
Lajes Das Flores,33,14,47.5,38.0,1998.5,1997.3,1996.6,1997.2,210.4,499.5,334.0,287.5,19.0,77.6,127.4,87.0,10.0,32.4,10.8,12.0,16.2,1234.0,1257.7,129313.5,287657.8,349201.5,3918.6,10629.9,12741.8
