Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2352,1015,16215.2,21892.4,2003.9,2003.9,2005.9,2005.9,956.4,1193.7,1455.3,1407.1,105.0,129.1,227.1,223.7,36.0,50.0,58.4,59.4,3705.6,283124.7,288560.7,28995982.5,87187891.2,124202305.9,12328.2,48340.6,65696.7
Container,1975,397,151704.2,173766.0,2005.4,2005.9,2009.4,2009.4,889.9,1520.9,1944.6,1934.1,64.0,106.7,200.3,200.6,15.0,23.0,26.9,27.1,18277.9,1410687.5,1437772.7,105089068.3,296182620.2,337352906.9,53209.7,174967.9,205022.6
Chemical tanker,793,395,12229.8,19428.9,2007.0,2007.9,2009.4,2009.4,920.1,1279.5,1342.3,1357.4,89.0,136.7,218.6,220.8,29.0,42.8,53.1,53.1,2686.3,205980.8,209935.6,9521962.3,40746635.4,48646938.9,12007.5,59149.3,73099.3
Cruise,634,157,32763.4,3229.0,1999.9,1999.0,2004.9,2002.9,534.9,765.9,737.0,747.2,38.0,54.5,78.3,80.3,9.0,14.4,13.2,13.7,6727.0,519311.4,529282.2,9904177.5,57890355.0,68705311.2,15621.7,80051.4,88764.5
Bulk carrier,604,443,27420.7,47462.4,2005.5,2008.6,2009.5,2009.7,1048.3,1609.8,1817.6,1843.0,111.0,171.1,292.2,293.7,51.0,97.4,124.6,126.2,2329.6,179444.6,182890.0,15877016.6,37269520.7,47250653.4,26286.5,96256.9,117021.4
Liquefied gas tanker,347,132,18090.5,14999.7,2009.0,2008.5,2010.3,2010.4,1018.2,1699.0,2438.1,2280.1,96.0,145.7,310.9,304.1,29.0,40.7,34.6,35.7,2339.4,156337.3,159338.9,5111774.8,27490596.4,24680691.1,14731.3,109069.2,160650.1
Vehicle,276,89,12879.5,4059.0,2005.9,2006.7,2006.5,2006.0,953.0,1019.4,1016.0,1010.6,68.0,71.9,80.4,79.7,13.0,17.3,23.2,21.6,939.0,72289.6,73677.6,4110260.8,18121843.0,20986941.1,14892.2,56605.4,60919.9
Oil tanker,216,172,21441.6,39807.4,2007.7,2008.5,2008.7,2008.6,1064.5,1764.7,1888.1,1905.1,134.5,189.2,318.7,322.0,28.0,43.9,49.0,48.9,2037.3,157128.3,160145.2,17928863.2,35736583.8,40061192.1,83004.0,219467.4,267150.4
Ro-Ro,194,30,4298.8,2249.5,2006.6,2005.4,2006.4,2006.1,897.0,1083.9,754.5,771.2,60.0,84.8,109.2,112.7,10.0,54.0,36.2,36.0,645.0,49635.6,50588.6,2451248.7,4819954.6,5343346.3,12635.3,29721.6,31786.6
Miscellaneous - fishing,82,38,252.9,182.1,1993.5,1993.0,1986.7,1983.5,645.1,4467.4,6344.1,6196.4,112.5,599.5,1405.2,1446.7,21.5,360.5,862.2,859.0,166.5,12502.4,12742.5,1280836.1,2841141.3,3230090.0,15620.0,36760.8,43577.7
Service - other,76,48,444.2,348.0,1997.1,1997.4,1992.2,1990.4,927.3,1566.9,1648.2,1342.9,121.5,511.1,620.5,461.7,56.0,277.8,98.4,94.6,211.3,15956.3,16262.7,2428111.3,4981951.4,5368354.3,31948.8,71091.5,80272.4
Service - tug,48,39,78.6,60.9,1999.6,1999.8,2007.4,2006.9,1142.1,1306.8,1650.9,1729.3,212.0,281.5,334.1,348.4,18.5,138.5,46.6,47.0,93.9,7061.1,7196.7,1557875.7,3683907.1,4932552.4,32455.7,83806.6,113153.1
Ferry-RoPax,20,6,196.3,36.7,2006.2,2004.5,2004.6,2002.7,493.8,1039.3,583.3,670.3,22.5,96.7,76.4,115.9,15.0,95.5,29.9,26.0,66.0,5063.8,5161.1,228312.7,564599.3,692767.0,11415.6,24367.8,22194.0
Refrigerated bulk,17,17,417.0,451.2,1995.3,1995.3,1992.7,1992.5,1681.7,2748.0,2823.6,2879.0,113.0,243.3,595.0,622.0,30.0,72.5,65.2,61.1,194.2,14743.1,15026.2,1338559.4,2924817.3,3294531.6,78738.8,167791.5,181164.4
Ferry-pax only,7,6,2.4,0.9,1976.3,1983.8,1976.4,1947.9,511.8,945.7,1067.7,957.6,63.0,140.7,267.2,243.1,42.0,63.7,99.9,102.1,2.9,217.7,221.9,72928.1,148524.8,187095.4,10418.3,24227.3,31939.5
Other liquids tankers,3,3,274.2,352.3,1996.3,1996.3,1998.4,1998.5,4440.0,4439.2,4446.7,4446.9,257.0,282.0,269.5,268.8,75.0,84.7,97.3,97.7,65.2,5047.6,5144.5,180703.8,515964.6,1112419.6,60234.6,208675.5,337197.7
