Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sines,1558,688,177389.5,212914.2,2007.0,2007.6,2009.9,2009.9,1147.6,1787.0,2255.0,2233.4,97.0,156.2,228.8,230.9,22.0,42.1,32.9,35.8,19710.4,1498276.2,1527043.1,107170331.9,305773052.7,344364707.0,68787.1,239204.6,289008.2
Setubal,947,516,24303.6,21782.0,2004.2,2005.4,2006.3,2006.5,999.9,1163.4,1257.4,1481.5,80.0,127.3,172.5,234.6,23.0,54.3,63.2,92.6,2852.5,219322.1,223533.1,17496230.8,53925620.9,66384122.6,18475.4,65168.1,79046.0
Aveiro,847,526,6015.3,8550.8,2004.3,2004.1,2006.2,2006.2,947.4,1168.0,1258.8,1228.2,95.0,129.5,234.9,213.5,29.0,52.0,61.4,60.2,1450.7,110635.1,112759.3,10085064.4,29691348.0,40618782.1,11906.8,45025.6,59750.9
Leixoes,809,400,8626.0,11286.4,2004.8,2004.6,2007.4,2007.5,828.4,991.5,1037.0,1041.3,65.0,103.8,202.5,204.0,21.0,44.1,46.0,47.4,1658.6,127225.1,129667.8,10256882.7,30949216.1,40181456.1,12678.5,47880.4,61503.1
Matosinhos,663,294,9740.6,8306.5,2005.0,2004.5,2005.3,2005.9,856.5,891.3,810.4,938.2,63.0,90.0,99.6,128.6,15.0,36.9,33.3,40.8,2127.4,163324.4,166460.3,7974439.2,25804930.2,30875090.6,12027.8,43566.5,52143.8
Lisboa,626,302,18183.1,8773.3,2003.9,2003.1,2005.3,2005.9,839.0,1062.6,796.0,1241.1,62.0,106.9,107.0,188.2,12.0,73.9,27.2,54.9,3710.6,285390.9,290870.4,11126682.9,44307984.1,53814842.6,17774.3,73253.2,87769.7
Figueira Da Foz,368,205,1317.6,1891.8,2002.6,2002.6,2004.2,2004.2,968.0,1077.1,1028.1,1034.5,107.0,125.2,146.9,147.4,29.0,42.1,43.9,44.8,371.4,28211.8,28753.5,4720816.4,13369310.2,18494457.1,12828.3,43130.5,58866.5
Banatica,298,281,11866.2,19794.4,2007.2,2007.5,2009.9,2010.2,1003.7,1556.0,1779.1,1843.7,95.0,149.2,335.0,349.2,49.0,83.0,102.3,106.6,1351.5,103894.7,105889.5,8393781.1,23003371.5,28081426.1,28167.1,104649.6,128935.0
Funchal,257,88,12760.5,1447.4,2003.0,2002.2,2005.4,2005.4,376.8,982.5,681.7,788.1,33.0,70.9,90.6,120.5,10.0,25.6,11.7,13.7,2645.3,204695.2,208625.4,4394859.8,22947564.3,26310903.2,17100.6,78681.9,84147.4
Almada,204,84,3925.6,5141.9,2004.7,2006.2,2007.1,2007.6,439.9,967.9,721.4,753.0,37.0,89.8,146.6,165.4,16.0,45.2,53.9,59.0,597.3,46099.8,46984.9,3956193.2,11135154.4,12762800.0,19393.1,61552.1,72254.3
Viana Do Castelo,130,108,652.0,841.1,2004.7,2004.6,2007.3,2007.1,941.4,1088.9,1120.4,1147.1,103.5,117.3,174.5,163.5,32.0,48.2,66.1,70.9,182.9,13882.4,14148.9,1417929.8,3877579.9,5354026.0,10907.2,39613.7,53398.1
Ponta Delgada,129,106,7307.9,3763.7,2002.8,2003.9,2007.5,2008.1,1366.0,1841.0,1744.1,1816.7,114.0,237.6,169.7,238.3,20.0,50.7,34.3,68.2,1300.6,100086.6,102008.3,3898587.8,14613524.9,17332573.1,30221.6,120167.8,139684.3
Barreiro,117,87,399.7,598.7,2004.6,2004.7,2004.4,2004.4,543.7,717.7,690.8,697.1,49.0,87.8,94.4,96.9,30.0,43.0,43.5,44.4,133.9,10249.7,10446.5,1086324.9,3156664.3,4176682.3,9284.8,32296.0,42632.2
Cascais,105,90,1470.9,2082.0,2004.0,2003.4,2006.0,2005.9,820.2,978.5,1143.0,1099.7,103.0,146.2,219.9,206.2,37.0,70.4,67.8,75.0,281.7,21582.5,21996.9,1705016.8,4662170.1,5852644.0,16238.3,56850.4,70557.7
Trafaria,76,73,3199.4,5579.7,2007.5,2007.6,2006.9,2007.0,1032.5,1622.3,1944.0,2078.5,128.0,179.6,348.8,361.4,42.5,65.4,80.8,82.2,310.9,23901.0,24359.9,1865252.5,5049277.7,6401282.6,24542.8,99351.6,122997.2
Portimao,53,29,270.9,87.2,1991.9,1993.8,1992.6,1999.0,207.3,762.5,248.1,460.5,16.0,127.7,74.7,153.7,11.0,60.1,34.3,78.9,78.8,6032.4,6148.2,227306.3,996630.8,1481672.0,4288.8,19048.6,26524.0
Leca Da Palmeira,35,33,3151.2,6019.6,2006.7,2007.0,2006.5,2006.5,851.7,1264.8,1423.1,1438.4,82.0,156.1,340.2,343.7,12.0,27.8,37.5,37.7,287.2,22161.5,22587.0,2374326.4,4620315.3,5190158.0,67837.9,176809.6,215276.6
Canical,26,16,62.2,86.1,1991.8,2000.8,1999.7,1998.7,585.2,946.5,682.4,651.2,56.0,354.8,121.3,127.5,52.0,150.7,69.6,73.2,36.0,2735.4,2787.9,147526.8,377070.5,476442.0,5674.1,20539.5,26452.1
Faro,26,8,148.8,128.4,2000.7,1996.6,1998.5,2001.8,959.4,854.3,990.7,988.0,109.5,95.6,115.8,119.9,40.5,53.9,47.4,43.0,27.6,2118.4,2159.0,256067.0,637018.5,777334.9,9848.7,30509.7,38074.2
Horta,24,20,352.0,80.0,1986.6,1984.9,1988.8,1986.8,2049.1,5289.8,2058.2,2848.2,290.0,546.3,283.9,478.5,13.5,433.3,503.2,1547.0,143.2,10908.8,11118.2,472058.6,1687116.0,2139058.3,19669.1,66892.0,81244.7
Praia Da Vitoria,24,21,1153.2,579.3,2001.8,2002.3,2005.6,2007.8,1350.4,1583.8,1811.9,1734.9,128.0,159.1,151.0,196.2,23.0,34.7,26.1,43.6,225.7,17421.0,17755.5,716028.6,2685839.6,3081152.3,29834.5,115305.3,129001.5
Sesimbra,22,21,870.9,1285.5,2004.9,2005.6,2010.7,2011.5,479.3,885.6,1232.4,1388.0,63.5,82.5,195.8,222.2,18.0,58.2,72.7,83.5,93.6,7209.0,7347.4,593285.8,1307948.5,1540832.9,26967.5,80592.5,97457.6
Gafanha Da Encarnaca,22,21,102.5,143.1,2005.1,2004.6,2008.7,2009.2,886.6,964.4,944.8,910.1,93.0,113.3,120.0,108.7,30.0,60.9,47.4,36.6,29.8,2271.7,2315.3,264719.0,720460.1,910617.0,12032.7,38336.4,49189.0
Peniche,20,16,215.1,374.5,1997.6,1998.6,2007.1,2007.5,1574.7,1530.1,1245.6,1244.2,189.5,194.4,174.8,170.9,21.0,41.6,33.2,32.9,33.9,2574.2,2623.6,327491.2,808274.6,1012882.8,16374.6,49535.9,62712.0
Sagres,18,17,382.9,464.6,2003.7,2004.2,2005.7,2007.2,670.3,931.6,900.9,819.4,77.5,117.3,123.5,119.5,13.5,33.0,25.3,29.3,51.6,3672.7,3743.2,242600.3,796959.6,901662.4,13477.8,55477.5,72633.3
Alges,16,16,349.9,375.1,1997.9,1997.9,2003.8,2005.1,840.6,1252.2,1396.2,2457.9,72.0,200.9,227.8,271.1,22.0,27.4,29.5,36.0,72.1,5547.5,5654.0,332639.3,1231937.9,1506265.5,20790.0,85376.6,105722.2
Olhao,13,13,295.3,246.9,2001.2,2001.2,2006.5,2007.8,1286.7,1371.2,1097.0,1006.8,96.0,364.8,136.7,143.3,31.0,85.8,65.2,94.2,45.6,3474.9,3541.7,198691.9,580801.1,755550.6,15284.0,58698.4,73155.0
Vilarinho,12,12,108.4,113.4,2002.8,2002.8,2003.2,2003.1,590.0,653.2,572.2,679.8,71.0,68.9,54.7,60.3,24.0,46.3,15.1,14.5,20.3,1437.8,1465.4,109331.7,392569.1,464363.7,9111.0,36133.9,49536.9
Povoacao,11,8,579.1,758.1,2003.1,2003.5,2006.6,2009.1,1249.1,1590.9,1925.5,2042.8,107.0,125.3,167.5,182.7,20.0,115.0,136.4,194.0,58.7,4511.3,4597.9,359675.6,1101348.8,1250177.0,32697.8,115792.1,135599.2
Santa Luzia,10,10,111.1,174.4,2000.7,2000.7,2008.3,2010.4,416.9,857.4,648.4,578.0,63.5,88.8,114.8,92.7,60.5,105.8,49.3,41.2,38.3,2917.9,2973.9,150248.1,338776.4,390428.6,15024.8,41245.7,49359.8
Almograve,9,9,425.2,522.2,2001.9,2001.9,2002.6,2003.0,1002.2,1449.7,1520.9,1490.2,121.0,130.0,182.2,181.2,18.0,28.4,22.1,24.0,70.9,5475.5,5580.6,403691.7,1131267.3,1271138.6,44854.6,140706.5,163496.8
Oeiras,9,9,159.0,245.5,2006.8,2006.8,2007.9,2008.5,868.7,1132.0,913.2,929.2,83.0,103.0,107.7,106.3,39.0,40.1,54.6,58.4,31.8,2420.4,2466.9,439086.4,1078820.6,1393590.1,48787.4,139875.6,180751.1
Vila Real De S Antonio,9,8,116.4,108.2,2005.8,2004.9,2003.1,2004.4,254.4,739.3,440.3,315.6,95.0,84.5,111.2,116.0,15.0,48.5,75.2,81.6,21.6,1644.2,1675.8,128792.9,317469.9,369121.8,14310.3,37465.9,42144.5
