Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,260,65,2650.2,258.9,2000.8,1999.7,2007.0,2006.5,131.4,196.4,150.2,151.6,14.0,18.3,17.2,18.3,10.0,11.7,11.6,11.4,688.8,53276.8,54299.7,627848.7,4262418.0,5198003.2,2414.8,14447.9,16643.6
Container,226,41,2467.0,3028.8,2006.8,2007.1,2007.8,2007.7,196.4,535.5,520.0,518.8,19.5,38.7,103.6,103.3,13.0,14.7,17.2,17.3,497.9,38407.4,39144.8,2609020.8,9577592.6,10542075.5,11544.3,43369.4,51278.8
Chemical tanker,146,15,427.1,683.4,2006.1,2006.6,2006.2,2006.2,289.5,801.1,439.5,438.5,29.0,85.3,115.8,115.1,23.0,55.0,35.4,34.9,193.2,14669.7,14951.4,725596.4,2198015.8,2631983.5,4969.8,16714.8,20008.6
General cargo,104,43,645.6,801.0,2004.5,2005.4,2007.1,2006.9,118.5,1162.5,851.8,772.0,19.0,98.8,196.2,195.4,21.0,56.3,60.8,56.6,161.5,12403.7,12641.8,518686.1,1697433.3,2446052.8,4987.4,24142.9,32470.9
Service - tug,89,16,9.1,6.5,1978.3,1991.2,1988.2,1987.5,223.0,642.8,339.5,357.8,47.0,278.8,485.0,538.7,28.0,77.3,62.7,63.6,31.5,2364.5,2409.9,166083.4,392737.3,525854.1,1866.1,4818.6,6506.0
Refrigerated bulk,70,17,332.8,362.2,1999.8,1999.2,2004.7,2004.4,136.0,424.8,368.1,363.7,12.0,29.6,79.6,76.5,6.0,9.0,31.8,32.6,146.0,11137.1,11350.9,1074455.2,2347736.7,2644504.6,15349.4,32709.3,35316.2
Ro-Ro,58,3,48.2,35.5,1992.1,1998.0,1995.4,1994.1,116.4,126.1,120.7,119.5,12.0,13.7,13.2,13.0,9.0,18.0,9.0,9.3,18.1,1380.3,1406.8,116009.4,863106.2,414110.7,2000.2,4873.0,6867.9
Vehicle,46,19,806.3,231.8,2004.6,2005.5,2008.9,2008.6,114.1,179.5,419.2,384.2,15.0,19.3,109.6,105.4,8.5,8.1,10.4,10.4,55.3,4279.4,4361.6,234720.5,1034865.8,1198480.1,5102.6,19395.1,20873.3
Oil tanker,37,14,605.0,1034.8,2004.9,2008.6,2010.3,2010.8,554.0,869.6,1105.3,1143.4,71.0,148.6,354.3,367.9,33.0,32.0,33.5,33.5,133.0,10254.0,10450.9,784809.2,1287355.2,1459872.1,21211.1,57529.0,73774.7
Ferry-RoPax,37,2,21.2,2.1,2005.9,2005.5,2003.3,2003.4,299.1,389.4,688.9,682.4,8.0,10.2,16.0,16.1,12.0,25.5,152.2,150.2,34.6,2594.7,2644.6,72661.4,157198.9,209004.4,1963.8,4384.3,6247.9
Liquefied gas tanker,16,3,11.3,11.5,2010.0,2007.0,2009.9,2010.0,183.6,173.7,184.9,185.1,16.0,15.7,20.4,20.4,8.0,14.8,11.7,11.7,7.5,569.0,579.9,8656.4,25079.0,27695.2,541.0,2962.1,3895.2
Ferry-pax only,11,3,1.5,0.1,2008.7,2004.7,2007.5,2007.8,202.5,267.9,195.7,199.5,7.0,8.5,10.5,11.0,13.0,29.8,24.5,25.6,1.8,135.8,138.4,10735.6,21864.1,27542.0,976.0,2269.6,2992.0
Bulk carrier,6,6,70.5,105.0,2011.8,2011.8,2012.0,2012.0,529.6,760.8,774.0,817.8,70.5,86.3,155.6,158.5,72.5,66.5,76.9,82.5,9.6,740.3,754.5,43047.5,119503.0,185731.3,7174.6,33800.9,43808.4
Service - other,5,3,28.7,11.8,2002.8,2008.0,2004.0,2005.1,479.1,730.1,598.3,622.2,43.0,443.3,415.2,460.0,72.0,51.0,62.4,59.4,9.0,688.6,701.8,82338.2,168940.0,182043.1,16467.6,36643.3,41375.5
