Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,256,64,4373.0,425.6,2000.8,1999.5,2007.0,2006.5,176.4,229.8,250.3,251.4,15.0,20.6,33.6,33.8,9.0,9.8,9.8,9.7,974.5,75385.0,76832.4,1032330.0,6936835.7,8407777.0,4032.5,23930.2,27475.4
Container,230,43,2754.3,3377.7,2006.8,2007.3,2008.3,2008.3,143.5,406.3,567.7,565.0,15.0,35.3,154.6,153.3,13.0,25.9,17.2,17.2,582.2,44944.9,45807.8,2935717.4,10818005.8,11954958.7,12764.0,48420.7,57445.8
Chemical tanker,145,15,318.7,511.5,2006.1,2006.6,2006.3,2006.3,285.1,572.3,329.6,329.6,25.0,56.5,72.0,71.2,38.0,103.1,72.6,71.9,200.9,15206.0,15498.0,601514.5,1795917.6,2170931.8,4148.4,13726.2,16582.6
General cargo,107,44,831.3,1023.5,2004.5,2004.9,2003.2,2003.7,189.3,1225.4,1057.1,946.9,24.0,110.9,223.5,207.1,24.0,56.0,52.7,57.7,180.5,13858.1,14124.1,618775.0,2048900.6,2965011.0,5782.9,28553.2,38613.7
Service - tug,89,16,7.9,5.8,1978.3,1991.2,1982.1,1981.7,221.3,405.6,293.5,321.8,43.0,310.7,624.3,731.1,24.0,113.2,100.2,99.6,28.3,2125.9,2166.7,149400.5,353287.2,473032.4,1678.7,4334.6,5852.4
Refrigerated bulk,71,18,2610.4,2869.0,1999.8,1999.2,1998.9,1999.0,3692.5,3047.3,2851.8,2851.1,205.0,174.7,206.8,206.9,6.0,9.4,7.0,7.0,950.0,72774.0,74171.2,8511245.2,18597484.0,20948316.7,119876.7,255455.9,275815.6
Ro-Ro,58,3,66.3,46.1,1992.1,1998.0,1998.0,1996.1,115.9,484.6,166.0,155.4,12.0,17.0,20.9,20.6,35.0,54.3,34.5,34.7,31.8,2419.9,2466.4,139624.4,1008034.5,490595.9,2407.3,5856.8,8177.0
Vehicle,46,19,2150.0,678.8,2004.6,2005.5,2007.4,2007.2,117.9,843.1,1117.7,1125.1,15.0,64.4,223.2,224.4,9.0,9.6,9.8,9.6,136.8,10588.8,10792.1,687378.0,3030599.9,3509743.5,14943.0,56798.3,61127.5
Ferry-RoPax,37,2,12.6,1.3,2005.9,2005.5,2004.7,2004.9,223.7,183.1,408.1,407.2,12.0,19.2,151.8,148.7,0.0,0.8,15.7,16.2,29.7,2226.7,2269.5,43353.1,93792.0,124701.6,1171.7,2615.9,3727.8
Oil tanker,36,14,1452.1,2587.0,2005.0,2008.6,2011.9,2012.2,893.8,1973.9,2683.5,2884.3,120.5,185.5,337.9,343.6,43.0,88.3,143.2,145.0,212.6,16369.7,16684.0,1580401.1,3004454.0,3268817.6,43900.0,115716.9,146766.9
Liquefied gas tanker,16,3,29.6,30.1,2010.0,2007.0,2010.5,2010.5,451.1,378.3,484.6,486.3,24.5,27.0,46.9,46.9,26.0,24.5,33.7,33.7,20.7,1576.7,1607.0,22746.9,65901.6,72776.5,1421.7,7783.7,10235.7
Ferry-pax only,11,3,6.7,0.7,2008.7,2004.7,2005.8,2005.7,196.3,1460.0,903.2,1092.2,11.0,228.8,756.2,787.3,0.0,6.5,21.4,22.1,9.0,678.9,691.9,58765.9,119682.2,150762.5,5342.4,12423.4,16378.1
Bulk carrier,6,6,48.4,76.5,2011.8,2011.8,2011.7,2011.7,168.3,473.2,531.5,595.4,44.5,50.0,89.0,91.3,123.5,126.0,134.4,135.0,6.8,524.3,534.4,31339.7,87001.4,135217.3,5223.3,24607.9,31893.7
Service - other,4,2,19.9,7.3,1999.8,2004.5,1996.0,1996.2,357.7,299.2,435.2,420.5,29.5,26.5,53.4,52.9,45.5,48.0,21.8,22.4,5.5,424.9,433.1,51243.4,105140.2,113294.9,12810.8,28506.3,32187.6
