,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,440,Lithuania,428,Latvia,628046147.623,1371433.29923
1,578,Norway,428,Latvia,17373803.784,735280.5810000001
2,246,Finland,428,Latvia,252706100.64900002,456008.52681
3,643,Russian Federation,428,Latvia,232517435.64200002,394365.715
4,233,Estonia,428,Latvia,191927528.133,117390.810987
5,156,China,428,Latvia,322135987.419,86780.384453
6,356,India,428,Latvia,71547535.566,57128.214
7,208,Denmark,428,Latvia,15775694.424999999,46384.965034
8,862,Venezuela (Bolivarian Rep. of),428,Latvia,27610136.817,42182.082151
9,752,Sweden,428,Latvia,17181475.303,38157.378039
10,792,Türkiye,428,Latvia,36784025.070999995,33942.663864
11,484,Mexico,428,Latvia,21170724.981,19994.159127
12,032,Argentina,428,Latvia,9088214.239,19560.548269
13,504,Morocco,428,Latvia,1478242.817,18669.062
14,528,Netherlands (Kingdom of the),428,Latvia,16218417.807,17567.11089
15,398,Kazakhstan,428,Latvia,7776521.255,17521.38
16,442,Luxembourg,428,Latvia,5643997.664,15443.227325
17,826,United Kingdom,428,Latvia,120675838.216,15022.260402
18,112,Belarus,428,Latvia,811691.504,14767.4
19,840,United States of America,428,Latvia,89595595.99,13126.407598
20,276,Germany,428,Latvia,53689578.839,12799.789176
21,056,Belgium,428,Latvia,10649183.237000002,11963.681497000001
22,616,Poland,428,Latvia,2080328.7300000002,9316.598
23,380,Italy,428,Latvia,16227235.884,6825.18
24,704,Viet Nam,428,Latvia,14794965.859,5744.771704
25,040,Austria,428,Latvia,5159178.522,5375.020608
26,372,Ireland,428,Latvia,42803744.602000006,5210.110913
27,410,"Korea, Republic of",428,Latvia,15251078.915000001,5148.916123
28,818,Egypt,428,Latvia,3601315.073,5030.821
29,724,Spain,428,Latvia,15941305.409999998,4951.267403999999
30,458,Malaysia,428,Latvia,8523655.558,3994.297
31,764,Thailand,428,Latvia,9958788.939000001,3708.724
32,158,"China, Taiwan Province of",428,Latvia,22499824.384,3708.030876
33,234,Faroe Islands,428,Latvia,4581099.857,3352.859981
