Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Richards Bay,1342,1036,275250.6,499985.1,2010.4,2010.5,2010.0,2009.9,4547.7,4612.6,4778.7,4835.7,449.0,480.9,579.8,582.9,61.0,99.9,111.9,113.8,21150.8,1637541.7,1668982.5,131732276.2,319986500.3,377948542.9,98161.2,356940.6,426429.5
Island View,1191,964,210055.2,323230.2,2008.4,2008.7,2009.4,2009.5,4122.9,4158.9,4206.8,4682.3,353.0,391.2,629.8,707.3,40.0,96.3,91.9,104.1,17739.0,1371646.5,1397982.1,110592401.3,304021503.9,355681224.6,92856.8,340898.8,413576.2
Port Elizabeth,913,823,162275.7,249863.7,2009.8,2009.9,2010.1,2010.3,4838.6,4637.2,4567.9,4584.7,420.0,419.2,454.6,474.3,38.0,79.8,76.0,85.5,14171.9,1093725.8,1114725.3,86218231.7,243032898.1,283942363.9,94434.0,363717.2,443914.2
Cape Town,723,528,175286.3,280384.3,2006.3,2007.2,2009.2,2009.2,4452.1,4703.4,4738.3,4892.1,359.0,459.8,506.8,526.1,31.0,79.7,72.6,77.7,16218.0,1217347.4,1240720.5,108727567.1,271902826.0,300525593.6,150383.9,485932.6,607945.6
Durban,621,407,94740.2,115121.1,2007.3,2007.5,2009.8,2009.9,3648.9,3794.6,3415.7,3492.2,252.0,342.1,359.1,396.1,24.0,99.7,48.3,53.2,9277.3,717388.0,731161.8,65457407.6,177336582.7,207788493.9,105406.5,341266.9,404101.0
Saldanha,459,392,196262.3,374809.0,2010.2,2010.4,2010.3,2010.3,5756.0,5551.8,6193.7,6260.0,547.0,538.2,662.1,666.6,27.0,56.5,61.2,61.1,11487.6,888293.8,905349.1,84815100.6,185600213.9,214999070.0,184782.4,567996.6,675129.8
Port Of Ngqura,287,209,83704.2,111517.9,2009.5,2008.9,2010.6,2010.4,5030.0,4252.6,4547.8,4538.1,350.0,363.9,365.4,379.1,24.0,62.9,40.7,46.7,7596.4,588294.5,599589.7,47550063.4,131894196.5,153565686.1,165679.7,587461.9,701361.9
Salt River,286,139,68829.1,79284.5,2007.4,2006.5,2009.8,2010.0,4428.9,4609.0,4202.5,4161.6,258.0,483.4,287.7,285.6,20.0,76.1,28.0,24.6,7961.5,616109.6,627938.9,48723471.7,133204921.5,153476739.2,170361.8,549234.2,644265.1
Congella,241,173,16936.7,27020.0,2004.1,2006.3,2008.6,2009.0,2489.4,4005.4,3557.9,3580.1,290.0,476.1,561.4,560.6,51.0,102.2,98.8,101.1,1778.2,137222.4,139857.1,11569001.8,28358956.3,37094344.6,48004.2,180857.0,222183.4
East London,63,47,11031.7,5416.2,2004.3,2007.0,2006.7,2006.3,4161.4,4134.2,4384.5,3789.0,257.0,291.4,364.1,391.8,12.0,44.8,34.3,72.2,746.4,57771.8,58881.0,4125523.0,17306272.2,20337794.0,65484.5,259292.7,290565.0
Mossel Bay,27,24,2900.0,4971.3,2009.2,2009.8,2008.8,2008.7,4386.9,3519.0,3776.9,3791.3,411.0,354.9,454.1,456.2,26.0,102.3,61.8,61.0,326.2,25252.2,25737.1,1253904.1,6152429.8,7217207.8,46440.9,283048.5,346453.0
Laaiplek,14,14,7738.4,14843.5,2012.0,2012.0,2012.7,2012.7,5856.0,5874.1,6309.5,6324.7,561.5,601.8,732.1,734.0,96.5,115.8,95.0,94.6,394.6,30540.5,31126.9,2411967.9,6564819.8,7352151.6,172283.4,581884.1,719423.3
