Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Elizabeth,560,291,9363.1,12522.2,2005.2,2007.6,2008.8,2009.2,439.4,716.2,509.1,584.4,47.0,122.1,255.8,315.7,46.0,92.8,111.8,91.0,1477.1,113242.7,115417.0,6952163.6,19277390.0,22383116.3,12414.6,42150.3,49951.4
Island View,420,244,5610.2,7626.1,2008.6,2008.0,2008.6,2008.9,401.9,543.5,503.4,506.7,64.0,133.3,113.1,122.4,35.0,83.7,61.9,70.5,1094.7,84344.5,85963.9,3961297.1,13293389.1,15923498.5,9431.7,39086.9,47902.0
Durban,418,224,12807.1,14952.9,2007.8,2006.9,2008.7,2008.9,410.3,618.2,486.2,514.9,34.0,81.6,99.8,126.9,31.0,56.7,48.6,51.8,1558.9,120540.9,122855.2,8596446.4,23453146.7,26889025.6,20565.7,65894.8,76843.9
Port Of Ngqura,284,102,7831.6,9163.5,2006.8,2006.1,2010.1,2009.9,432.9,408.5,458.0,456.6,44.0,65.1,67.5,67.5,59.0,79.8,72.3,72.2,1063.9,82193.7,83771.9,5076662.9,14933420.2,17064122.7,17875.6,62403.0,73567.9
Cape Town,282,183,4870.6,6427.7,2005.2,2005.8,2008.6,2009.3,583.5,985.2,584.2,591.3,68.5,198.9,157.4,153.5,41.0,66.1,63.6,68.6,915.2,70352.2,71703.0,4051800.3,12113188.6,14648019.1,14368.1,52657.9,64586.6
East London,239,105,2059.7,1770.4,2007.0,2007.4,2008.2,2009.0,257.2,299.4,270.7,286.9,24.0,58.1,45.9,58.6,22.0,50.5,41.7,60.5,363.5,27976.7,28513.9,1233386.8,4827370.6,5588236.0,5160.6,21047.5,24465.8
Richards Bay,227,137,4110.1,6930.0,2009.4,2009.5,2011.8,2012.3,301.5,830.4,745.7,824.5,76.0,168.7,575.3,602.0,44.0,103.1,71.4,69.9,638.1,49085.2,50027.6,2530079.4,6876610.5,8433768.5,11145.7,44258.5,54415.7
Salt River,177,84,4336.1,5196.6,2006.3,2005.6,2008.8,2009.0,485.4,1026.8,546.9,552.7,51.0,169.4,75.1,72.3,34.0,45.0,38.7,39.9,617.7,47673.4,48588.8,3538407.6,10006873.1,11423613.6,19991.0,64892.8,76033.4
Congella,131,91,1455.6,2280.4,2006.0,2009.3,2008.5,2009.5,420.1,1373.0,503.4,495.5,62.0,258.1,186.6,127.6,62.0,148.6,102.8,99.8,291.0,22270.6,22698.2,1153533.6,3311125.2,4053211.5,8805.6,33945.9,41628.6
Saldanha,80,61,1721.4,2850.0,2003.5,2005.9,2005.6,2006.1,880.8,1097.3,1059.1,1040.7,87.5,178.3,412.3,370.8,39.0,108.6,45.5,37.8,216.7,16597.7,16916.4,1576078.6,3490758.4,4183683.8,19701.0,61418.7,74920.6
Mossel Bay,56,23,446.8,599.0,2004.7,2001.8,2005.1,2007.0,338.4,834.5,429.6,450.2,36.0,160.7,106.7,88.8,31.0,56.5,53.5,55.1,142.6,10994.4,11205.5,417717.9,1529014.5,1796868.0,7459.2,30375.3,36561.9
