Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,6673,1791,1668871.4,3162741.5,2005.9,2007.5,2008.0,2008.1,1438.3,2632.5,2898.1,2914.3,180.0,275.4,472.1,473.2,32.0,73.8,64.2,63.9,99340.3,7691812.7,7839495.5,984517865.3,1762738503.4,1925055691.8,147537.5,388697.5,483833.3
Container,4159,624,516725.9,556699.1,2005.3,2007.2,2009.9,2009.7,908.9,2194.1,2102.7,2034.9,69.0,145.3,227.7,223.8,21.0,24.3,29.8,29.9,50979.9,3946274.0,4022042.5,290074605.9,841363550.0,938677471.7,69746.2,234547.1,277088.7
Bulk carrier,3973,1834,217528.2,388999.7,2007.3,2009.4,2008.7,2008.7,618.1,1678.0,1610.7,1624.5,72.0,175.8,458.2,464.3,23.0,46.4,60.8,61.2,17935.5,1388702.4,1415365.5,116862258.9,278581594.3,342264484.7,29414.1,110837.3,133372.6
Chemical tanker,2932,896,89806.1,146160.2,2007.7,2008.4,2008.7,2008.7,802.7,1519.9,1558.4,1562.0,86.0,162.4,339.8,340.8,20.0,46.0,55.9,56.0,13964.5,1077989.8,1098687.2,48953127.0,248742547.2,289699324.7,16696.2,98265.0,119624.9
Service - tug,2158,450,754.4,653.0,2005.1,2006.0,2006.3,2005.5,258.6,789.0,413.1,412.2,61.0,373.7,784.3,764.7,23.0,232.7,287.9,284.4,1026.3,77125.1,78605.9,16703269.9,39498205.1,52885961.8,7740.2,19986.5,26985.1
General cargo,2048,567,26513.7,35305.2,1999.4,2002.3,2005.0,2005.3,522.1,1524.5,1438.8,1400.1,62.0,158.7,375.2,370.8,30.0,68.1,66.3,63.9,4658.0,357507.4,364371.5,21305609.2,70560032.1,102045903.3,10403.1,51477.8,69503.9
Liquefied gas tanker,1297,377,185378.9,175395.9,2005.7,2008.0,2005.0,2005.8,1765.5,2864.4,3353.9,3185.3,162.0,243.2,406.1,398.3,24.0,63.8,76.9,76.4,21797.8,1502760.1,1531613.1,48951145.4,312200291.7,268479934.0,37741.8,308754.5,467915.9
Ro-Ro,1130,100,3370.7,2245.6,2006.3,2004.6,2001.7,2001.8,137.6,622.5,825.8,704.1,19.0,147.6,197.5,206.5,15.0,87.1,167.8,182.1,1561.3,118500.8,120776.0,3295411.9,13444000.5,8951723.5,2916.3,6954.5,8370.1
Vehicle,415,212,22445.7,7624.4,2006.5,2007.6,2007.7,2007.2,449.6,925.8,969.9,978.9,35.0,64.4,143.1,143.3,13.0,14.1,23.3,28.7,1407.5,108913.3,111004.4,7720692.3,34039974.7,39421760.0,18604.1,70714.1,76103.9
Ferry-RoPax,276,12,390.0,75.4,1995.3,1999.4,1994.4,1992.6,182.2,1406.8,375.3,290.9,14.0,132.3,220.9,168.8,11.0,51.7,85.9,72.9,370.1,27843.6,28378.2,939545.9,2145545.9,2760114.3,3404.2,7470.4,9194.9
Service - other,142,73,669.0,709.9,2004.8,2005.6,2004.8,2005.9,353.1,1708.3,1813.9,2310.8,76.5,548.4,889.2,1038.6,57.0,425.7,653.7,683.9,407.0,30778.1,31369.0,4953608.4,10163717.0,10952020.6,34884.6,77624.0,87648.5
Cruise,116,35,5467.5,557.0,2008.3,2003.9,2007.7,2006.8,342.7,685.3,534.3,571.8,23.0,42.8,74.9,78.8,30.0,31.2,39.7,38.6,1410.2,109236.9,111334.2,1513742.5,9283733.4,10812291.7,13049.5,70462.9,77589.1
Refrigerated bulk,55,10,1359.0,1281.3,2005.2,1998.9,2006.4,2006.3,514.6,1107.3,1873.4,1856.8,46.0,169.8,218.8,218.7,8.0,61.6,7.8,7.9,479.5,36664.2,37368.1,3801097.3,8305582.1,9355457.1,69110.9,147274.5,159012.2
Miscellaneous - fishing,21,8,15.5,13.3,1981.2,1983.2,1996.9,1996.9,53.7,886.5,642.4,525.0,28.0,220.9,554.9,557.6,19.0,594.1,163.0,142.8,19.1,1435.4,1463.0,93262.3,206873.7,235194.4,4441.1,10451.8,12390.0
Ferry-pax only,20,3,2.1,0.2,2002.9,1997.3,1997.4,1994.0,165.0,237.4,204.3,224.2,13.5,33.0,44.0,47.3,54.5,515.7,429.9,593.5,5.2,393.8,401.3,18004.3,36667.5,46189.7,900.2,2093.4,2759.8
Other liquids tankers,5,2,0.3,0.6,1964.0,1969.0,1965.6,1961.5,127.4,148.8,136.2,132.3,20.0,23.5,24.5,23.4,41.0,95.2,111.0,99.1,3.8,293.0,298.7,306.5,875.0,1886.5,61.3,212.3,343.1
