Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Fujairah,1955,1221,52951.3,96271.6,2006.4,2007.7,2006.3,2006.4,351.0,565.8,645.8,655.5,44.0,128.3,422.0,425.8,34.0,78.7,88.8,83.2,7877.6,606752.3,618402.0,37629981.0,78028560.6,88430862.9,19248.1,56298.6,69694.1
Musaffah,1889,190,953.6,1167.3,2009.1,2007.8,2007.3,2006.3,133.1,612.3,329.5,354.4,21.0,326.2,1096.9,1105.0,19.0,77.3,80.1,66.4,1019.3,76585.3,78055.7,12695233.7,31697055.7,38666346.5,6720.6,17056.4,22617.4
Mina Zayed/Abu Dhabi,1510,414,3486.2,2753.0,2008.9,2007.8,2009.7,2009.5,152.5,407.9,310.3,297.6,23.0,197.3,177.9,162.3,34.5,119.6,56.3,66.7,1843.8,140021.1,142709.5,6970935.3,20928255.2,23839046.6,4616.5,13317.1,17198.8
Khor Fakkan,1137,547,22213.3,28251.4,2003.2,2004.7,2004.3,2005.3,289.2,508.9,476.6,456.3,34.0,105.6,161.7,154.6,29.0,121.6,104.6,104.5,4476.0,333981.0,340393.4,13518932.2,39716621.8,41595107.7,11890.0,45043.8,59299.3
Jebel Ali,1115,494,6980.5,10149.4,2006.1,2007.3,2007.3,2007.2,224.3,365.5,336.2,345.2,30.0,93.3,197.0,195.4,19.0,52.4,45.7,48.0,1451.3,111555.8,113697.7,7970410.0,21227869.6,24551394.0,7148.3,23069.1,28425.5
Zirku,1108,151,1077.0,1230.6,2008.8,2008.2,2007.3,2007.0,166.1,426.9,363.4,334.7,29.0,149.1,141.3,122.1,33.5,145.2,74.6,68.3,857.5,64644.8,65886.0,5599644.3,15941058.0,18083930.4,5053.8,13451.5,17972.2
Jebel Ali Free Zone,994,359,3586.3,4929.9,2005.2,2006.9,2006.1,2006.2,203.1,323.1,281.3,287.2,23.0,93.2,102.2,98.9,15.0,100.3,44.0,41.0,924.3,70709.1,72066.7,5181987.2,13710792.8,16623183.6,5213.3,16341.5,20240.7
Ruwais,936,385,11047.4,15992.1,2009.2,2009.6,2009.6,2008.8,284.8,504.8,452.5,444.0,28.0,105.9,295.6,247.8,16.0,41.5,42.8,44.7,1866.9,143843.6,146605.4,8458560.1,25809807.9,28507463.2,9036.9,34245.8,44717.6
Mina Saqr,914,437,2035.6,3319.2,2006.3,2007.8,2008.5,2008.7,131.4,250.3,175.4,171.6,22.0,59.0,63.6,60.6,13.0,62.5,50.2,42.6,421.8,32155.9,32773.3,2380977.1,5428887.9,6774712.0,2605.0,8193.0,10175.7
Abu Al Bukhoosh,727,141,559.6,751.0,2008.8,2007.2,2010.0,2010.3,180.4,319.2,336.9,372.1,47.0,86.1,122.8,106.4,20.0,76.1,71.4,67.9,251.5,18984.4,19348.9,5199961.0,12141766.9,16198650.8,7152.6,18846.0,25260.0
