Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Fujairah,1891,1244,32396.8,58247.4,2006.3,2007.6,2005.0,2005.0,237.6,417.4,571.6,595.1,33.0,76.7,469.5,484.9,16.0,46.4,73.6,71.9,4286.4,329954.8,336290.0,23707115.0,51286713.8,58688533.3,12536.8,37777.6,46436.5
Musaffah,1874,189,1245.5,1731.2,2009.1,2007.7,2004.9,2003.4,173.5,765.3,459.2,577.0,33.0,346.2,356.4,285.3,27.0,245.2,116.4,105.1,1220.5,91763.9,93525.8,12317622.3,31615065.1,38628274.8,6572.9,16939.6,22816.3
Mina Zayed/Abu Dhabi,1467,388,3506.8,2752.0,2008.8,2007.9,2009.9,2007.9,182.1,552.3,352.0,361.6,37.0,240.9,416.2,397.7,37.0,169.0,76.0,106.0,2003.3,152016.8,154935.5,8814376.0,24963697.5,28464040.3,6008.4,16599.4,21262.6
Jebel Ali,1157,512,7515.4,11166.1,2005.8,2007.3,2007.2,2007.5,247.7,346.4,369.0,380.1,29.0,94.8,98.8,101.7,26.0,55.1,57.7,61.3,1689.5,129870.8,132364.4,9006972.4,23142028.4,27283373.5,7784.8,24376.1,29874.0
Jebel Ali Free Zone,1139,418,6065.3,7388.1,2005.5,2007.3,2006.5,2007.0,204.7,301.1,271.8,272.3,29.0,84.5,84.8,74.3,23.0,69.2,49.0,49.8,1227.3,94206.9,96015.7,6972445.8,18426180.2,21971681.6,6121.6,19063.5,23293.9
Zirku,1115,154,1336.5,1733.6,2008.9,2008.2,2008.2,2008.2,119.4,494.1,378.2,394.3,18.0,167.7,209.3,169.1,23.0,37.8,38.3,39.1,669.9,50593.1,51564.5,5467578.0,15234846.2,17643335.0,4903.7,13241.9,17635.1
Ruwais,1093,495,20360.8,33837.2,2009.2,2009.4,2008.2,2007.7,386.4,528.8,582.1,618.8,39.0,111.1,324.4,354.7,29.0,63.5,39.4,37.1,2693.3,207466.2,211449.5,14922896.6,37896069.2,42092362.3,13653.2,44351.0,56856.2
Khor Fakkan,884,456,17073.8,24845.2,2003.2,2004.2,2004.3,2004.3,273.5,759.6,651.3,646.5,39.0,238.1,521.8,529.1,16.0,72.6,131.3,153.3,3152.2,238431.9,243009.8,13190796.5,34158352.8,36344178.4,14921.7,52618.2,68365.7
Abu Al Bukhoosh,805,159,853.4,1126.3,2008.6,2007.1,2004.0,2004.7,115.6,217.3,432.5,483.4,19.0,72.0,106.7,103.7,14.0,27.6,45.0,50.2,227.7,16977.4,17303.3,4327699.5,10266187.8,13488868.2,5376.0,14262.2,19022.8
Mina Saqr,777,330,2492.1,3857.1,2005.5,2006.6,2004.1,2004.2,157.6,328.7,292.8,310.3,34.0,102.4,185.4,180.8,35.0,66.7,52.8,51.3,468.8,35852.3,36540.7,2544817.3,6539118.1,8281214.0,3275.2,11132.1,14071.7
Das Island,741,193,15439.3,24905.8,2008.3,2006.7,2006.5,2008.2,157.4,472.7,667.4,740.1,22.0,89.3,432.1,512.4,34.0,52.2,28.0,26.2,1895.8,138405.0,141062.3,7955473.5,19138365.1,19488439.3,10736.1,33842.8,44999.9
Zirkuh Petroleum Port,636,207,7046.7,13202.1,2007.9,2007.3,2006.8,2006.9,201.5,402.5,388.0,388.8,31.5,119.4,63.5,57.9,19.0,35.1,29.4,29.0,859.7,66077.7,67346.4,7079705.7,14774637.7,17951669.2,11131.6,29345.0,38073.5
Fateh Oil Terminal,533,198,5712.6,8198.9,2007.0,2005.8,2004.3,2006.3,92.1,456.2,1037.2,969.8,21.0,110.6,529.9,564.9,10.0,35.4,111.2,59.1,612.9,44154.8,45002.6,3851252.0,9889955.4,11219074.0,7225.6,23505.4,31280.5
Sharjah,518,286,2064.0,3040.1,2003.4,2002.9,2002.3,2002.0,173.6,323.6,319.7,349.8,37.0,143.9,323.6,329.8,38.0,191.5,162.4,155.7,1033.3,78952.7,80468.5,2835255.8,7550757.5,8947423.7,5473.5,18164.3,22614.9
Mina Khalifa/Abu Dhabi,463,114,2074.3,2640.4,2008.0,2006.5,2008.3,2007.5,169.1,438.7,286.8,315.1,16.0,129.4,111.4,110.4,15.0,63.8,53.9,65.7,410.1,31365.4,31967.7,2328610.2,7195972.5,8466852.6,5029.4,17981.9,21981.0
Hulaylah Oil Terminal,446,253,1672.1,2653.1,2002.9,2003.3,2004.7,2004.8,166.3,388.7,289.4,282.2,31.0,94.9,115.2,110.0,14.0,65.8,73.4,67.4,377.7,28701.4,29252.5,2399896.7,5360064.1,6145062.5,5380.9,16437.3,20844.1
Free Port,422,279,4455.4,6937.3,2005.3,2005.5,2004.4,2004.7,227.2,417.9,454.6,422.5,30.0,173.8,157.9,112.1,38.0,252.9,389.9,356.3,2468.3,190362.3,194017.2,3598240.2,8362736.4,9544734.4,8526.6,25838.5,32149.9
