Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,19,5,38.3,48.8,2011.1,2009.0,2009.2,2009.8,146.0,314.8,303.1,319.9,18.0,63.1,852.7,905.4,15.0,83.4,220.8,231.9,19.0,1428.3,1455.7,101070.9,295441.7,425171.7,5319.5,18406.5,26232.8
Ro-Ro,15,2,6.1,4.2,1983.0,1994.0,1980.3,1981.4,113.1,135.4,117.5,118.8,22.0,32.0,49.1,49.0,32.0,736.8,126.5,181.5,28.2,2117.1,2157.8,15309.0,118026.8,55695.7,1020.6,2490.7,3550.6
Service - other,13,2,3.1,0.9,1988.7,1986.5,1993.0,1989.2,201.9,278.9,365.4,278.4,52.0,52.2,414.3,333.1,14.0,20.8,290.3,227.2,8.7,652.2,664.8,6119.6,12556.0,13529.9,470.7,1047.5,1182.7
Bulk carrier,8,2,19.4,30.3,2015.0,2015.0,2015.0,2015.0,592.6,719.1,841.1,841.1,48.0,74.5,1835.7,1835.7,61.5,105.2,2158.2,2158.2,40.0,3004.2,3061.9,63970.2,145097.7,174797.1,7996.3,24111.2,30094.5
Oil tanker,5,3,126.4,221.2,2004.6,2003.3,2004.9,2005.0,468.0,574.7,898.0,901.3,127.0,103.3,164.5,164.4,32.0,64.2,156.1,155.9,16.6,1287.3,1312.0,179793.8,312014.4,402214.7,35958.8,88545.1,109405.2
Container,4,4,25.1,28.3,2006.2,2006.2,2003.3,2003.5,107.8,211.1,198.1,190.5,18.0,17.0,20.8,20.6,32.5,34.5,54.0,53.3,5.1,394.8,402.4,23434.2,79683.3,87007.0,5858.6,20297.9,23654.4
Chemical tanker,3,2,64.8,107.6,2012.0,2010.0,2014.4,2014.5,832.4,614.8,723.6,737.3,244.0,159.5,252.0,254.6,62.0,58.2,51.5,51.3,8.7,675.3,688.2,20759.9,152031.1,175289.0,6920.0,59757.3,73459.4
Vehicle,1,1,20.0,6.3,2004.0,2004.0,2004.0,2004.0,331.9,331.9,331.9,331.9,27.0,27.0,27.0,27.0,8.0,8.0,8.0,8.0,1.0,73.8,75.2,6412.6,28272.8,32742.8,6412.6,24374.4,26232.2
Liquefied gas tanker,1,1,2.6,3.2,2002.0,2002.0,2002.0,2002.0,448.5,448.5,448.5,448.5,208.0,208.0,208.0,208.0,13.0,13.0,13.0,13.0,1.2,88.9,90.6,2422.4,7018.0,7750.1,2422.4,13262.4,17440.4
Service - tug,1,1,0.0,0.0,1981.0,1981.0,1981.0,1981.0,185.8,185.8,185.8,185.8,31.0,31.0,31.0,31.0,171.0,171.0,171.0,171.0,0.2,18.0,18.4,285.2,674.3,902.9,285.2,736.4,994.2
