Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,791,273,21998.1,19577.8,1995.7,2003.0,2009.6,2010.8,1263.4,1711.5,1412.6,1610.7,130.0,195.2,148.1,193.2,30.0,71.1,34.2,44.0,4176.9,302914.0,308730.0,17286177.2,57774582.8,69578946.4,21853.6,79883.9,98163.7
Virgin Islands (U.S.),615,92,3381.1,984.9,1997.9,2000.3,2005.1,2004.9,102.6,252.9,188.0,208.4,11.0,46.9,54.7,68.8,8.0,30.1,13.1,30.1,781.8,59021.0,60154.2,1554015.9,7766615.7,7980069.6,2526.9,10498.8,12661.3
Dominican Republic,420,82,3574.4,1859.6,2000.2,2005.3,2003.7,2005.4,253.4,407.7,328.1,323.1,19.5,49.5,43.1,50.2,12.0,29.3,16.3,23.9,764.6,58414.4,59535.9,3140743.7,9723542.6,11943474.2,7478.0,22720.5,25432.4
Colombia,136,48,2585.3,3250.9,2001.6,2004.4,2004.5,2004.9,839.8,848.2,871.6,887.3,55.0,151.1,68.1,70.5,19.5,41.4,64.7,81.5,517.1,39665.3,40426.9,3095519.3,8623330.8,9744846.3,22761.2,66997.5,77287.0
Jamaica,77,25,803.0,983.1,2008.1,2007.5,2007.7,2008.0,689.2,753.2,773.0,775.2,56.0,75.9,74.2,78.2,24.0,52.8,47.7,51.1,172.5,13225.1,13479.1,1039600.1,3304473.2,3780519.9,13501.3,47793.6,57293.2
Haiti,64,15,5996.2,577.3,2010.7,2004.3,2011.9,2010.8,376.1,549.0,507.2,518.9,21.0,32.6,43.4,45.8,7.0,14.4,14.9,17.2,835.8,64398.5,65635.0,-170592.5,5772457.7,8365857.2,-2665.5,80342.0,114116.5
Sint Maarten (Dutch part),58,18,991.0,90.0,2004.1,2004.6,2006.7,2006.1,189.1,274.1,191.4,193.7,14.0,16.6,13.1,14.9,8.0,32.0,8.4,11.2,189.8,14497.1,14775.4,74354.8,1103447.7,1471002.1,1282.0,16934.5,22347.3
Canada,52,13,1272.4,1462.6,2008.2,2008.2,2008.4,2008.3,1646.3,1639.0,1673.9,1672.6,129.5,127.4,130.5,129.9,12.0,15.5,15.7,15.8,249.7,19097.1,19463.7,1354631.8,5254889.9,5996185.3,26050.6,109078.6,133100.1
Virgin Islands (British),49,16,47.6,30.9,1987.4,1996.4,2005.2,2004.6,106.8,175.1,120.8,134.8,13.0,36.3,35.3,70.9,9.0,11.2,8.2,5.5,18.7,1418.0,1445.2,58988.5,264593.2,240696.6,1203.8,3915.2,5069.6
Belgium,47,7,1954.4,1912.6,1994.2,1995.3,1994.2,1994.2,3878.8,3862.7,3895.5,3895.8,217.0,220.6,224.1,224.1,0.0,0.3,19.6,19.7,842.1,64376.9,65613.0,5673959.1,12397876.1,13965041.5,120722.5,257258.4,277761.7
