Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2609,928,5011.9,6710.3,1990.3,1994.6,1996.4,1996.9,304.6,437.9,495.3,482.6,45.0,73.1,170.5,173.0,31.0,79.3,83.2,81.4,1449.5,110065.6,112178.9,11043619.5,32656127.6,46385010.7,4232.9,15892.0,21621.4
Bulk carrier,661,508,15336.1,26287.5,2003.7,2006.0,2008.3,2008.4,302.6,966.9,971.4,971.6,54.0,140.7,298.8,298.9,22.0,79.0,113.7,113.7,1682.7,129909.6,132403.9,9552485.9,22555059.3,29450365.1,14451.6,54857.4,66891.4
Container,556,97,4493.2,5425.3,2004.2,2003.2,2005.2,2005.0,222.4,310.0,260.5,261.3,27.0,53.9,44.9,45.5,18.5,31.7,40.7,40.2,852.6,65522.3,66780.3,4356626.8,14019853.4,15750577.5,7835.7,27323.5,32250.9
Chemical tanker,472,232,2303.5,3610.6,2006.4,2007.3,2007.4,2007.4,307.4,452.1,488.8,492.5,44.0,99.0,184.1,186.9,22.0,66.1,81.0,84.2,943.3,72308.2,73696.5,2220823.6,8738400.0,10592442.2,4705.1,21179.8,26431.2
Oil tanker,227,128,4259.6,7746.1,2006.2,2007.4,2007.9,2007.9,459.8,531.1,582.7,583.2,76.0,133.1,221.2,221.2,27.0,52.8,40.6,40.3,789.9,60839.1,62007.2,4437049.0,8274838.5,9101782.6,19546.5,50934.2,63831.1
Vehicle,87,17,915.7,290.2,2002.4,2006.2,2005.7,2005.2,250.3,470.2,356.3,362.4,32.0,58.4,73.4,77.1,11.0,12.4,15.0,15.3,91.6,7063.6,7199.2,293844.9,1295540.9,1500368.4,3377.5,12838.0,13816.5
Service - tug,68,40,44.8,38.5,1996.0,1998.1,1996.4,1992.7,373.9,770.9,1027.9,1204.7,72.0,306.2,557.5,505.8,18.0,188.6,131.9,69.4,70.5,5310.3,5412.2,984168.6,2327262.5,3116078.6,14473.1,37372.1,50458.6
Liquefied gas tanker,55,20,297.9,329.3,2005.0,2008.0,2010.0,2009.8,384.7,774.2,746.9,751.7,32.0,123.6,195.7,196.8,25.0,73.9,103.9,100.7,128.5,9762.8,9950.2,248589.2,720203.5,795335.3,4519.8,24745.7,32541.3
Service - other,9,8,16.1,5.2,2008.8,2007.6,2011.0,1995.4,1223.5,976.1,996.8,875.3,152.0,220.2,198.7,366.4,41.0,299.0,135.4,360.9,15.3,1150.9,1172.9,36023.6,73912.4,79645.1,4002.6,8906.5,10056.7
Ro-Ro,6,5,116.5,67.2,1995.5,1995.6,1999.6,1999.6,574.7,1175.4,1347.2,1339.3,74.5,130.4,201.7,203.5,27.5,123.9,32.4,39.9,32.6,2513.0,2561.2,86539.1,279594.3,216426.8,14423.2,34207.1,39343.1
Miscellaneous - fishing,5,2,7.3,6.6,1994.0,2003.0,2003.2,1993.0,474.0,797.1,614.2,463.6,50.0,76.8,91.8,82.7,33.0,35.5,35.2,37.3,4.6,348.3,355.0,46184.6,102446.3,116471.1,9236.9,21738.7,25769.9
Other liquids tankers,1,1,204.0,283.2,2014.0,2014.0,2014.0,2014.0,7223.5,7223.5,7223.5,7223.5,654.0,654.0,654.0,654.0,215.0,215.0,215.0,215.0,19.9,1528.0,1557.3,145253.9,414744.1,894188.2,145253.9,503214.4,813141.5
Ferry-RoPax,1,1,16.5,5.5,1988.0,1988.0,1988.0,1988.0,684.0,684.0,684.0,684.0,65.0,65.0,65.0,65.0,39.0,39.0,39.0,39.0,3.4,261.4,266.4,34017.7,84123.0,103219.5,34017.7,72614.2,66136.3
