Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Constanta,2806,1463,26149.4,40197.8,1999.3,2001.6,2006.8,2007.1,265.4,631.4,573.5,627.7,43.0,105.0,221.0,235.5,21.0,61.8,86.2,90.7,4221.0,324426.9,330655.9,22297252.6,61720172.5,79136249.4,7946.3,29529.5,37053.9
Midia,580,284,3468.2,5411.0,1995.6,1998.6,2003.1,2004.5,460.3,488.8,505.4,488.4,59.5,116.1,129.6,125.7,24.0,73.0,85.1,81.8,838.4,64083.9,65314.4,4343660.0,11891348.8,15004049.1,7489.1,25408.0,33396.6
Sulina,408,221,497.7,793.2,1990.8,1993.3,2000.2,2001.5,87.6,233.3,300.0,325.5,12.0,33.0,293.8,322.2,112.0,203.1,172.2,169.0,217.2,16411.8,16726.9,1019981.8,2697812.4,3679590.7,2500.0,8701.5,11321.5
Tulcea,277,193,420.4,607.2,1992.6,1992.9,1992.5,1992.3,329.2,490.7,476.4,470.4,49.0,66.4,106.7,99.7,22.0,67.8,81.7,78.9,166.1,12601.8,12843.8,1804338.8,4896679.9,6745168.9,6513.9,21364.9,28593.6
Agigea,252,201,808.5,1170.3,1995.1,1995.8,2004.9,2005.4,234.7,432.0,811.9,841.3,42.5,71.4,342.7,377.9,21.0,58.2,38.1,36.7,173.8,13271.7,13526.5,1262292.3,3094984.1,4184243.8,5009.1,16893.5,21816.6
Galati,179,112,333.4,419.6,1991.0,1993.9,1998.6,1997.2,367.6,445.1,562.2,529.5,54.0,76.9,83.4,84.1,25.0,48.6,52.2,53.4,110.0,8366.5,8527.1,851014.9,2393088.6,3251486.5,4754.3,15875.9,21239.8
Mangalia,75,62,1021.8,1708.3,1999.5,1999.8,2007.1,2007.5,376.4,644.4,947.0,1011.3,57.0,191.1,533.4,555.1,28.0,78.7,51.6,51.6,236.2,18168.0,18516.8,941288.8,2363316.1,2741384.4,12550.5,42103.0,52466.3
Braila,60,52,105.7,157.6,1990.7,1990.8,1992.5,1992.2,363.3,538.8,535.4,536.6,55.5,122.4,149.0,145.6,13.0,115.2,106.3,92.6,53.6,4068.5,4146.6,526164.7,1393513.6,1900536.6,8769.4,28240.5,37179.6
Sfantu Gheorghe,55,45,93.0,141.4,1989.7,1990.5,1999.2,2000.8,186.9,274.3,330.7,357.6,28.0,53.1,72.7,72.8,38.0,106.5,106.4,108.9,24.4,1850.2,1885.7,159579.8,410636.3,556152.3,2901.5,9746.0,12827.3
Isaccea,25,21,48.2,70.3,1988.0,1987.9,1995.7,1995.9,352.8,557.0,606.7,630.0,54.0,103.9,188.6,192.7,20.0,56.4,74.0,78.2,19.7,1490.7,1519.3,143362.1,336438.7,448059.7,5734.5,20375.7,26999.6
Bechet,13,5,6.9,8.5,1968.8,1973.4,1965.8,1965.9,180.4,213.4,294.6,280.4,19.0,21.4,35.3,34.6,19.0,36.6,146.3,139.8,1.3,99.3,101.2,26476.5,75956.3,109154.9,2036.7,6638.6,9548.0
Chiscani,12,5,7.8,10.4,1965.8,1967.2,1964.5,1964.4,252.5,248.6,391.9,397.4,71.0,71.1,361.3,332.6,10.5,898.3,58.8,52.7,5.5,410.0,417.8,33235.0,94990.4,136345.0,2769.6,8987.9,12913.5
Fetesti,5,4,2.9,3.7,1965.0,1964.5,1964.6,1964.5,272.9,340.7,321.5,312.3,65.0,79.2,92.0,89.6,3.0,10.6,13.7,12.4,0.6,48.4,49.3,11569.5,33190.8,47697.6,2313.9,7542.3,10847.7
Eforie Sud,3,3,55.7,101.6,2001.3,2001.3,2005.0,2005.0,84.8,372.5,888.0,934.2,25.0,82.0,213.4,214.5,77.0,74.3,138.4,138.7,14.3,1107.6,1128.8,53673.5,113393.8,125342.5,17891.2,44027.2,55070.1
Harsova,3,2,2.1,2.9,1982.3,1990.0,1995.0,1996.7,281.4,264.7,267.3,268.6,27.0,38.5,39.5,38.3,116.0,95.2,106.5,107.4,2.0,152.2,155.1,6518.7,12763.2,16589.1,2172.9,7244.4,10010.2
Orsova,2,2,0.6,0.7,1965.5,1965.5,1965.2,1965.2,172.8,172.8,174.6,173.3,40.0,40.0,38.2,38.5,22.0,22.0,20.4,20.7,0.2,12.4,12.6,2278.1,6535.5,9392.1,1139.1,3712.8,5340.0
Cernavoda,1,1,0.2,0.3,1967.0,1967.0,1967.0,1967.0,124.3,124.3,124.3,124.3,15.0,15.0,15.0,15.0,5.0,5.0,5.0,5.0,0.1,3.9,4.0,805.5,2310.9,3320.9,805.5,2625.6,3776.3
Bazias,1,1,0.5,0.6,1964.0,1964.0,1964.0,1964.0,260.0,260.0,260.0,260.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,0.1,9.4,9.6,1733.8,4973.8,7147.8,1733.8,5651.3,8127.9
