Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Skagen,3882,2099,95874.2,148666.3,2004.3,2005.9,2009.3,2009.7,575.2,1079.1,1287.2,1284.2,58.0,119.1,354.3,362.1,8.0,30.3,25.8,24.6,13496.1,1015615.1,1035114.9,69531817.7,187249905.1,221538786.2,17911.3,63824.9,79467.0
Aarhus,1594,512,10660.0,13462.1,2001.9,2001.7,2008.6,2009.0,278.1,771.0,424.0,539.4,34.0,79.1,198.4,262.8,14.5,37.2,67.7,89.1,2235.4,168733.2,171972.8,10748015.8,33048760.7,40335661.0,6742.8,24341.7,30266.2
Esbjerg,1097,367,8110.8,5839.0,2002.1,2000.9,2007.0,2008.3,334.2,716.5,569.6,626.4,33.0,105.1,194.7,230.8,11.0,60.8,56.8,59.2,1878.3,141409.0,144124.1,11682288.4,28778494.3,36350168.0,10649.3,30199.1,37374.9
Hirtshals,843,205,9840.1,3209.6,2002.3,1997.3,2008.3,2004.5,361.0,593.6,586.8,679.0,23.0,116.5,166.6,162.4,6.0,59.2,34.9,27.8,2331.6,166681.8,169882.1,9679283.1,28232217.5,30732478.3,11481.9,27557.2,29165.0
Aalborg,816,376,4106.4,4745.9,1995.3,1998.7,2003.7,2004.5,430.8,677.1,943.9,1033.4,49.0,73.4,199.5,227.9,19.0,40.3,75.4,71.6,1019.0,77241.5,78724.5,6697246.8,17799005.4,23099820.6,8207.4,26353.5,33453.5
Nordhavn,735,111,8780.8,1583.2,1995.8,1998.5,1999.0,2000.2,275.6,383.1,340.9,368.5,19.0,41.9,29.8,35.6,5.0,14.1,7.7,8.0,2013.0,151177.1,154079.7,4496598.6,15687348.5,18666031.2,6117.8,19708.8,20977.0
Copenhagen,728,335,10496.6,5577.2,2001.8,2001.0,2008.8,2007.5,395.5,535.6,616.4,696.1,40.0,61.3,89.2,172.8,12.0,25.7,19.7,41.7,2352.1,176744.4,180137.9,6048989.1,24474362.2,29705780.5,8309.1,35130.2,42795.9
Frederikshavn,698,259,6934.5,6601.4,1995.0,1999.6,1997.1,2007.0,270.5,696.9,620.5,834.1,21.5,132.8,128.0,180.2,15.0,129.1,77.6,77.7,1481.0,111398.8,113537.7,7257147.1,18043321.5,22113447.0,10397.1,27675.3,31767.6
Fredericia,656,316,4718.8,7172.7,2003.2,2003.3,2006.7,2007.2,354.6,657.4,671.5,714.3,41.5,74.6,211.4,232.0,19.5,41.1,57.5,61.2,1131.6,85095.7,86729.6,5650597.0,15670521.4,19252022.5,8613.7,28607.0,36106.4
Hanstholm,573,180,733.5,826.9,1994.2,1997.8,2004.8,2005.9,219.1,718.0,503.1,436.1,32.0,97.0,157.7,123.3,15.0,47.7,92.6,53.9,389.5,29247.4,29808.9,2314216.8,5586709.4,6618945.6,4038.8,10625.1,13098.8
Roenne,554,198,938.3,378.7,1991.7,1993.7,2002.1,1999.5,182.7,316.2,382.8,306.0,19.0,61.1,38.2,59.1,13.0,26.6,93.5,45.6,356.9,26801.5,27316.1,1479494.2,4115995.8,5438095.4,2670.6,7628.3,9347.1
Kalundborg,515,316,8917.4,14334.4,2003.1,2003.2,2005.7,2006.2,518.8,1006.2,1371.8,1382.9,50.0,108.5,340.8,339.1,18.0,36.1,39.9,39.7,1643.1,124607.9,127000.4,11382892.0,27325974.0,32246587.2,22102.7,61538.1,74758.8
Thyboron,506,212,826.9,982.4,1991.8,1995.1,2002.2,2003.0,321.7,818.0,648.9,629.5,41.5,125.2,242.1,257.8,13.0,79.2,70.4,58.1,457.0,34346.6,35006.1,3443873.2,8073138.8,9493982.4,6806.1,17518.5,21280.2
Koege,365,171,458.2,602.5,1994.6,1996.9,2000.3,1999.3,349.0,532.7,463.6,509.5,44.0,69.7,91.8,91.7,17.0,32.6,37.8,36.3,165.4,12424.3,12662.8,1813480.2,5146145.0,7307636.6,4968.4,16223.5,22742.2
Randers,352,171,444.5,645.5,1992.1,1994.3,1996.4,1996.5,419.3,556.6,529.7,527.2,48.5,66.6,97.6,96.1,15.0,28.2,35.4,34.9,145.8,10970.6,11181.2,1823233.1,5219388.4,7437275.5,5179.6,17323.0,24373.9
