Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7118,1400,21655.4,29848.2,1996.7,2001.3,2004.8,2004.8,366.2,850.6,872.1,865.2,41.0,88.0,250.2,247.8,25.0,51.6,93.5,94.1,5565.3,421196.0,429283.0,42018184.9,125723917.3,179056492.8,5903.1,22811.1,31064.7
Chemical tanker,2137,584,16178.3,25855.5,2003.2,2006.9,2008.1,2008.3,394.0,885.8,856.8,878.8,43.0,99.4,208.0,211.0,19.0,42.3,55.2,55.5,4139.8,312540.3,318541.0,15106318.7,58915127.6,70265512.9,7068.9,31641.4,38787.9
Miscellaneous - fishing,1478,340,1714.2,1215.8,1992.8,1992.6,1998.1,2001.8,443.3,1119.2,1201.9,1018.2,61.0,173.4,451.5,375.6,20.0,175.6,271.9,192.3,1329.6,99906.3,101824.5,8549853.0,18965222.1,21561537.1,5784.7,13614.1,16138.7
Bulk carrier,1388,820,84763.3,146865.4,2005.3,2009.5,2010.6,2010.6,837.4,2534.4,2440.0,2451.3,84.0,247.0,472.1,474.7,63.0,122.8,141.6,142.1,8607.1,659512.4,672175.0,46624157.9,114352698.4,145392139.5,33590.9,131725.8,160535.0
Ferry-RoPax,1183,40,19177.8,2638.1,1998.2,1994.2,1998.0,1998.3,278.6,1435.0,518.9,600.3,19.0,162.2,193.1,220.3,5.0,118.5,178.9,220.4,4712.2,346506.3,353159.2,16398778.0,40549646.1,49756994.9,13862.0,29590.8,26961.1
Container,1126,156,12277.1,12986.3,2005.4,2006.4,2009.5,2009.2,351.0,561.9,512.3,497.7,36.0,52.1,81.8,81.1,12.0,34.9,51.6,57.6,2261.0,170333.5,173603.9,10473441.3,35431619.7,39145656.0,9301.5,32914.2,39197.4
Oil tanker,1111,352,60690.0,109342.6,2003.8,2007.2,2009.0,2009.0,457.0,1762.3,1655.3,1695.0,53.0,182.9,487.3,498.5,26.0,57.8,65.5,62.9,6814.3,518356.5,528308.9,52379929.8,102396989.9,115434833.9,47146.7,120172.0,148301.9
Service - tug,839,169,321.9,242.4,1993.3,1996.7,2001.3,2000.9,194.8,646.6,478.7,509.1,39.0,131.7,309.9,324.7,19.0,213.9,442.4,493.5,474.0,35607.0,36290.7,6201095.2,14663723.3,19633932.9,7391.1,19085.0,25768.0
Ro-Ro,733,55,5861.9,3666.1,2001.1,2001.6,2004.7,2003.8,324.5,501.5,407.3,420.9,22.0,51.8,63.6,56.1,8.0,24.6,28.1,31.1,1485.3,111661.1,113805.0,4630282.7,14320804.9,11417714.6,6316.9,14968.2,17084.8
Service - other,474,136,814.5,838.5,1990.8,1991.8,2001.3,2001.3,298.6,1109.8,697.8,630.9,44.0,363.8,741.5,539.3,24.0,213.3,186.0,176.3,572.2,42964.2,43789.1,5851251.6,12005483.7,12936635.7,12344.4,27468.4,31015.7
Cruise,473,94,14374.5,1452.8,1993.4,1993.5,2007.4,2006.2,304.1,407.5,491.4,475.5,33.0,34.6,43.2,43.0,9.0,22.2,22.0,18.6,3594.5,269862.7,275044.1,4021968.5,24830980.7,29731821.6,8503.1,46254.1,52171.5
Liquefied gas tanker,228,88,7420.0,5527.8,2005.9,2008.6,2008.3,2008.7,358.7,593.3,1225.1,1125.1,34.5,65.0,288.7,278.6,25.0,36.6,42.2,41.4,1002.0,67866.5,69169.6,1866582.4,10129213.1,9003498.1,8186.8,57982.0,84937.2
Refrigerated bulk,204,76,2047.5,2144.3,1992.8,1993.1,1992.9,1992.9,696.0,1105.5,1540.3,1605.5,55.5,93.6,294.6,296.9,32.5,116.4,90.0,90.3,1212.9,91641.4,93400.9,6361232.8,13899602.5,15656595.0,31182.5,66449.6,71745.6
Vehicle,130,30,1167.2,376.1,2003.0,2002.4,2002.9,2002.3,312.4,317.3,310.6,308.7,25.0,26.0,27.4,26.8,10.0,18.9,18.1,18.7,141.7,10627.4,10831.4,380841.7,1679103.6,1944573.1,2929.6,11135.2,11983.9
Ferry-pax only,114,15,20.7,3.7,1962.7,1966.8,1980.8,1970.8,167.4,562.4,531.8,330.0,26.5,73.4,324.9,333.7,23.5,406.9,137.6,110.8,45.7,3432.4,3498.3,302469.8,616008.1,775979.8,2653.2,6170.0,8134.1
Other liquids tankers,8,1,7.6,13.3,1988.0,1988.0,1988.0,1988.0,507.7,507.7,503.7,503.7,72.5,72.5,71.0,71.0,22.0,22.0,27.2,27.2,10.6,795.4,810.7,6814.2,19456.7,41948.6,851.8,2950.9,4768.3
