Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7103,1403,17908.6,24691.7,1996.7,2001.3,2004.0,2003.9,388.8,705.7,722.9,717.8,46.0,78.1,168.9,168.6,16.0,30.5,36.0,33.4,4675.1,352679.2,359450.7,38540761.7,114446114.0,163054072.6,5426.0,20446.3,27993.4
Chemical tanker,2128,588,15656.5,25041.9,2003.3,2006.9,2008.2,2008.4,429.5,847.2,832.7,855.5,44.0,86.2,239.6,241.4,14.0,30.4,34.7,34.4,3836.7,289318.0,294872.9,15139950.2,58040259.4,69224320.0,7114.6,31248.5,38246.4
Miscellaneous - fishing,1499,337,1470.1,1210.7,1992.8,1992.5,2001.8,2004.2,470.5,983.7,1031.1,1002.8,74.0,202.7,301.3,271.6,16.0,139.2,329.8,263.9,1399.2,105075.6,107093.1,8513952.1,18885587.1,21471000.1,5679.8,13367.0,15845.8
Bulk carrier,1389,828,55291.2,96841.6,2005.4,2009.5,2010.9,2011.0,650.3,1440.4,1581.2,1605.6,69.0,145.1,434.8,444.1,8.0,22.9,25.4,25.2,4982.3,379747.3,387038.5,29635621.7,72024581.1,89659762.6,21335.9,82015.2,99439.6
Ferry-RoPax,1181,41,16852.6,2249.9,1998.2,1995.0,1998.6,1999.2,280.6,2021.6,455.7,512.1,18.0,398.0,218.9,275.1,5.0,126.2,68.7,82.6,3996.0,292664.0,298283.1,14034234.4,34684371.6,42573130.0,11883.3,25371.9,23175.0
Container,1124,156,7929.3,8562.4,2005.4,2006.4,2006.6,2006.7,258.0,499.2,331.6,328.7,29.0,42.3,61.7,55.9,9.0,28.9,38.8,31.8,1769.2,133404.5,135965.9,8943734.5,28852486.8,32306205.1,7957.1,26869.8,31793.0
Oil tanker,1113,354,33860.2,60253.7,2003.8,2007.1,2008.3,2008.3,402.8,987.3,926.2,936.3,44.0,104.6,216.8,217.4,13.0,52.0,60.4,59.1,5681.5,428564.1,436792.6,32589532.1,64376852.9,72935875.3,29280.8,74387.3,91919.3
Service - tug,834,170,394.9,299.6,1993.2,1996.6,2004.5,2003.9,215.5,464.4,589.6,632.5,45.0,203.4,565.9,646.5,19.0,106.2,268.6,305.2,460.6,34607.8,35272.3,7664096.5,18123280.9,24266093.6,9189.6,23729.1,32038.3
Ro-Ro,727,55,6261.2,4001.0,2001.1,2001.6,2005.4,2005.1,325.3,499.4,439.4,463.7,23.0,76.6,166.9,188.2,4.0,126.9,27.0,27.2,1615.8,121353.1,123683.1,4803807.6,13091038.1,11397094.3,6607.7,15620.1,17463.9
Service - other,483,148,1394.8,2819.5,1991.9,1993.8,2008.2,2010.8,293.6,608.6,878.7,1170.1,45.0,193.4,241.9,236.8,19.0,200.6,131.2,129.9,521.6,39225.3,39978.4,19674832.4,40368436.7,43499435.2,40734.6,90641.4,102347.0
Cruise,473,94,15123.3,1550.9,1993.4,1993.5,2007.9,2006.6,292.9,438.1,517.0,507.6,34.0,45.6,87.0,85.0,9.0,15.7,10.1,10.7,3608.2,269952.8,275135.9,4104139.3,26049826.9,31522432.0,8676.8,48658.7,55626.5
Liquefied gas tanker,224,87,13958.6,11394.3,2006.0,2008.6,2008.9,2009.1,486.5,1516.9,2361.3,2375.9,43.0,128.5,421.5,425.9,19.0,37.2,33.1,31.7,1779.7,127850.7,130305.4,4420320.4,21440484.8,19290770.3,19733.6,115234.9,161424.0
Refrigerated bulk,200,73,3078.9,3211.7,1992.8,1993.1,1993.3,1993.2,622.6,1906.8,2398.3,2504.1,55.0,153.2,351.8,354.3,5.0,13.6,9.6,9.4,1232.6,93712.4,95511.7,9527958.5,20819052.0,23450704.1,47639.8,101519.9,109611.0
Vehicle,130,30,2219.0,744.8,2003.0,2002.4,2001.8,2001.4,373.9,465.6,590.5,611.3,33.0,34.9,47.7,48.7,7.0,8.4,13.6,14.0,229.4,17269.4,17601.0,754201.3,3325218.9,3850942.4,5801.5,22051.7,23732.4
Ferry-pax only,113,15,14.0,2.7,1962.7,1966.8,1982.4,1966.6,139.8,445.4,362.0,241.8,30.0,89.2,98.6,110.1,16.0,106.5,53.2,38.8,25.4,1904.8,1941.4,221219.3,450533.8,567533.4,1957.7,4552.5,6001.7
Other liquids tankers,8,1,7.1,12.4,1988.0,1988.0,1988.0,1988.0,449.1,449.1,469.4,469.4,51.5,51.5,55.9,55.9,24.0,24.0,53.4,53.4,14.3,1074.0,1094.6,6351.3,18134.9,39098.8,793.9,2750.4,4444.4
