Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Norway,3960,992,22246.7,11402.3,1996.4,2000.1,2002.7,2004.5,279.8,447.5,426.2,443.6,27.0,73.3,74.6,92.6,10.0,51.9,40.3,58.9,6003.6,442029.9,450516.9,22955704.1,62998080.3,79437349.2,5796.9,16744.7,20037.0
Sweden,3461,980,11870.1,9446.7,1998.5,2001.0,2004.7,2006.6,156.3,361.7,323.5,263.5,19.0,47.1,50.9,63.2,12.0,47.8,46.2,40.4,3436.4,257939.2,262891.7,13101262.5,37089300.1,46466605.1,3785.4,11994.0,14552.8
Germany,2793,941,8830.5,9060.2,1994.9,1998.1,2005.4,2006.8,234.2,409.0,371.7,387.5,29.0,65.5,378.0,146.3,15.0,52.2,89.5,50.0,2792.1,209665.8,213691.4,12242129.9,34254345.4,41972220.3,4383.1,13614.4,16734.2
United Kingdom of Great Britain and Northern Ireland,1410,751,13915.2,16988.6,2003.2,2003.0,2007.5,2008.0,572.1,725.1,685.1,752.3,60.0,92.1,156.1,145.2,14.0,58.5,64.2,61.8,3009.4,226025.8,230365.5,18978228.4,47421350.2,59147423.1,13459.7,39787.6,49818.4
Netherlands,1201,757,9843.6,12522.6,2000.9,2002.2,2007.2,2006.9,509.1,644.2,641.1,611.6,55.0,96.7,185.0,135.5,17.0,53.6,64.3,74.1,2570.5,192063.9,195751.5,10860455.1,30232294.0,36681638.4,9042.8,29275.4,36283.6
Poland,1136,508,3876.0,5341.2,1991.8,1997.5,2005.5,2006.3,332.7,427.1,452.7,508.3,37.0,59.5,70.0,77.4,12.0,27.8,25.7,28.2,951.3,71369.5,72739.8,5007004.7,13457168.1,16588721.0,4407.6,13899.9,17502.7
Russian Federation,897,597,16568.4,25087.1,2001.6,2003.9,2008.8,2008.7,848.2,910.3,967.2,964.9,80.0,106.0,131.8,132.9,12.0,25.4,28.7,29.5,2505.4,187843.7,191450.3,14550567.4,41005338.8,49925117.8,16221.4,55492.6,70496.9
Latvia,691,366,3663.1,5919.5,1997.8,2000.3,2006.6,2007.5,514.8,609.2,643.1,649.2,57.0,77.1,86.1,88.3,23.0,28.5,22.1,21.0,714.0,53619.3,54648.8,4840735.6,13293425.4,17616638.3,7005.4,24808.2,32083.1
Finland,511,321,5892.4,6964.7,2003.1,2004.1,2006.2,2007.5,792.8,870.9,830.6,867.0,72.0,102.4,75.7,84.6,9.0,26.4,15.0,15.0,1337.1,100284.2,102209.6,5543382.3,16453831.6,21206369.7,10848.1,40493.2,50848.9
Belgium,438,244,4697.2,4411.4,2003.1,2004.4,2005.8,2006.5,529.9,629.6,594.6,651.7,48.0,70.9,78.7,102.8,10.0,36.5,36.7,50.8,890.6,66739.6,68021.0,3619769.8,11863908.5,14770258.3,8264.3,31511.6,39661.9
Lithuania,435,260,3622.0,4937.9,1999.8,2001.6,2006.2,2007.4,461.3,554.5,498.7,531.0,48.0,73.4,53.1,56.8,8.0,28.0,31.2,30.6,624.2,46362.3,47252.4,2978928.6,8099195.6,9742848.0,6848.1,23512.7,29225.7
Estonia,379,278,4093.8,5987.7,2002.1,2002.6,2007.3,2008.0,669.4,746.8,816.8,859.5,70.0,85.1,85.0,90.8,18.0,32.4,26.1,28.0,692.4,51990.7,52988.9,4188179.1,12029410.8,15257319.9,11050.6,39453.3,49887.7
Spain,261,233,7325.3,12603.4,2006.9,2007.0,2009.6,2009.9,1874.5,1818.3,1872.0,1887.5,184.0,193.6,205.3,208.0,23.0,48.6,56.6,63.8,933.8,70647.9,72004.3,22179443.2,50495247.9,58571593.5,84978.7,226454.0,271234.4
Faroe Islands,190,46,1893.3,916.1,1997.1,1995.1,2002.1,2002.4,621.0,966.2,623.1,698.3,50.0,132.6,66.9,73.9,6.0,103.7,10.5,15.3,424.5,31981.6,32595.6,2671969.1,9003173.2,8794530.2,14063.0,36293.8,40627.4
France,165,147,3369.9,4907.8,2003.6,2004.6,2008.0,2008.1,731.3,862.5,944.5,934.7,78.0,90.2,117.3,119.2,10.0,37.1,54.6,54.9,461.5,34006.4,34659.3,2692115.0,7914043.5,9464627.1,16315.8,60332.4,77833.4
Ireland,105,82,1855.7,1728.0,2006.6,2007.7,2004.1,2007.4,1008.2,1292.9,976.6,1063.6,99.0,253.6,102.1,126.0,15.0,147.8,43.5,48.2,281.5,21275.8,21684.3,1928809.4,5531160.0,6821903.5,18369.6,60063.0,73022.9
United States of America,89,84,14000.0,23446.5,2010.4,2010.2,2010.0,2009.8,5045.5,4842.0,4886.5,4898.4,423.0,418.6,438.8,444.8,13.0,34.4,31.3,29.5,1401.2,105426.5,107450.6,9813143.5,24199903.0,29255047.2,110260.0,392115.8,488887.9
Iceland,89,55,712.1,955.9,1999.7,1999.0,2005.5,2006.6,1220.9,1366.2,1329.3,1309.0,123.0,148.7,159.5,151.3,16.0,48.4,20.2,18.1,197.8,14964.2,15251.5,1556037.0,4391759.9,4929969.4,17483.6,52568.8,64549.7
Portugal,68,66,1206.3,1920.6,2002.8,2002.7,2005.3,2005.7,1547.6,1600.4,1605.7,1606.7,159.0,182.5,180.6,182.3,23.0,62.0,74.7,74.9,207.0,15668.2,15969.1,1791070.8,4592581.2,6052441.2,26339.3,86415.7,110548.6
Greenland,56,10,1313.4,1017.0,2000.3,2000.3,2000.7,2000.5,2211.4,2526.6,2240.4,2258.3,160.0,289.3,177.8,178.0,50.5,298.6,146.0,140.9,411.1,31429.8,32033.3,2069362.8,5349810.4,6263708.0,36952.9,103111.2,119590.9
Canada,38,37,4653.5,8158.7,2008.7,2008.6,2009.3,2009.4,3385.3,4289.8,4657.7,4775.2,290.5,381.9,600.2,616.5,8.5,103.6,51.5,45.9,596.9,45590.1,46465.4,2769322.5,8276500.1,9781740.0,72876.9,295329.0,360102.2
