Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2012,458,938.1,1245.5,1991.2,1997.9,1997.7,1997.7,143.1,192.7,197.9,193.5,18.0,26.2,47.1,44.1,13.0,33.1,44.9,38.9,334.2,25093.3,25575.1,3190244.6,9218649.4,13188723.3,1585.6,5385.0,7595.2
Service - other,1925,89,543.6,688.8,1977.7,1989.1,1989.7,1988.7,122.6,937.1,261.2,256.0,19.0,304.2,259.2,254.4,9.0,82.5,61.5,51.0,876.6,65818.5,67082.3,4806251.2,9861372.3,10626225.8,2496.8,5555.7,6273.2
Service - tug,1049,68,113.4,71.5,1997.1,1996.1,2000.1,2000.3,152.5,408.7,252.8,256.4,25.0,187.7,553.8,544.0,18.0,80.8,126.1,128.1,400.4,30063.7,30641.0,1828484.9,4323816.2,5789356.2,1743.1,4500.9,6077.0
Ferry-RoPax,939,34,5401.4,1028.9,2008.1,2000.1,2010.4,2010.7,95.8,4445.9,414.6,335.9,7.0,700.7,1269.8,1377.4,9.0,221.3,156.2,132.7,2001.9,150258.7,153143.7,7311075.5,17732742.9,22006922.8,7786.0,16737.0,16614.7
Miscellaneous - fishing,643,101,361.0,317.8,1989.5,1990.6,2001.9,2004.7,286.3,731.3,742.2,759.5,35.0,119.0,376.2,403.1,19.0,169.8,205.6,214.2,464.9,34907.6,35577.8,2234761.4,4957131.6,5635756.6,3475.5,8179.5,9696.3
Chemical tanker,570,140,709.8,1121.0,2003.2,2004.6,2004.7,2004.7,152.1,221.6,227.4,226.0,15.0,28.4,88.6,86.2,13.0,35.4,50.8,50.8,406.5,30543.2,31129.6,1417689.1,4399223.9,5442548.9,2487.2,8726.7,10907.3
Bulk carrier,381,72,939.8,1514.1,1988.1,2005.6,2004.3,2004.8,146.8,261.3,297.0,294.0,16.0,29.4,181.8,174.9,14.0,35.2,45.4,44.7,166.0,12514.4,12754.7,1068251.2,2409453.7,2980806.3,2803.8,9138.6,11210.1
Container,281,30,540.1,648.7,2001.6,2002.7,2002.5,2002.6,127.2,151.9,142.3,142.2,12.0,15.6,26.0,26.4,10.0,20.8,12.4,12.8,155.3,11659.3,11883.1,737304.6,2462330.9,2782484.1,2623.9,9240.7,11022.1
Ro-Ro,194,8,564.9,408.8,1998.3,1996.4,1999.7,1999.7,138.0,173.5,143.8,143.7,11.0,190.1,22.5,20.5,4.5,22.5,7.1,7.1,137.8,10341.5,10540.0,445763.0,878916.9,972304.7,2297.7,5405.1,5782.5
Oil tanker,157,75,1681.6,2764.4,2003.2,2006.7,2008.1,2007.8,160.2,227.1,285.0,273.8,19.0,96.1,151.3,141.3,22.0,65.6,101.1,99.7,906.1,68076.3,69383.4,1466019.1,2757264.0,3083337.1,9337.7,24364.9,29962.4
Ferry-pax only,111,11,14.1,5.1,1942.5,1959.7,1970.1,1953.8,112.4,493.3,715.0,298.5,33.0,175.0,1374.9,998.4,24.0,119.8,363.2,250.5,70.7,5306.5,5408.4,416349.7,847935.1,1068136.2,3750.9,8722.5,11499.2
Cruise,107,41,509.7,58.5,1989.3,1989.0,2007.1,2004.6,145.8,150.0,154.0,150.0,14.0,19.0,16.4,16.3,9.0,10.0,9.3,9.6,159.9,12007.6,12238.2,171805.4,1162837.9,1569014.3,1605.7,9475.7,11746.6
Refrigerated bulk,12,6,9.2,8.7,1991.1,1997.2,1993.2,1993.2,118.2,135.1,147.3,148.5,11.0,11.3,13.5,13.6,1.5,2.3,4.3,4.3,5.1,383.4,390.8,25676.2,56103.7,63195.5,2139.7,4559.6,4923.0
Liquefied gas tanker,11,10,21.7,23.7,2004.9,2004.1,2010.7,2010.1,179.8,200.9,206.4,197.1,19.0,79.2,111.2,120.7,28.0,39.7,28.1,29.1,19.7,1471.1,1499.3,15241.4,49516.3,52283.8,1385.6,7966.2,10705.9
Other liquids tankers,1,1,0.4,0.6,1988.0,1988.0,1988.0,1988.0,185.0,185.0,185.0,185.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.7,50.0,51.0,312.9,893.4,1926.3,312.9,1084.0,1751.7
Vehicle,1,1,10.5,2.8,2009.0,2009.0,2009.0,2009.0,519.8,519.8,519.8,519.8,34.0,34.0,34.0,34.0,3.0,3.0,3.0,3.0,2.6,193.0,196.7,2859.2,12606.2,14599.2,2859.2,10868.0,11696.3
