Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Skagen,3947,2114,140110.7,227443.8,2004.0,2005.7,2009.5,2009.8,662.0,1721.7,1824.7,1916.8,70.0,174.5,399.7,411.6,34.0,88.7,112.4,113.8,18418.3,1395262.0,1422051.0,100431512.1,260860792.3,319703221.8,25445.0,91601.6,113851.2
Aarhus,1561,496,12263.9,12619.2,2001.9,2001.9,2009.8,2009.8,402.4,499.9,486.5,514.5,37.0,52.6,70.6,79.7,16.0,41.5,32.7,37.5,2429.7,182633.8,186140.3,10669567.6,34457002.9,40396619.8,6835.1,24312.7,29955.7
Esbjerg,1107,375,6984.0,5791.2,2002.0,2000.3,2008.0,2009.0,326.1,782.0,488.3,615.9,27.0,120.5,154.5,218.6,13.0,53.3,46.0,59.6,1676.8,126446.3,128874.1,8816103.5,22107386.2,28331492.0,7964.0,24383.1,30314.4
Aalborg,853,381,3695.3,4146.7,1995.2,1999.2,2004.0,2004.3,403.5,583.1,788.2,828.3,39.0,63.2,185.7,206.0,23.0,47.1,60.7,74.1,945.1,71563.5,72937.5,5960079.8,16120290.4,21005861.9,6987.2,22897.8,29169.0
Hirtshals,844,203,10339.1,4795.2,2002.2,1997.5,2007.6,2005.6,383.2,704.8,616.3,995.7,24.0,101.3,149.4,267.6,7.0,58.5,34.8,59.5,2425.4,174721.1,178075.7,10598525.3,31450510.4,33085291.6,12557.5,30458.7,32792.3
Frederikshavn,732,264,15769.1,20493.9,1995.0,1999.3,2002.8,2009.2,262.2,1068.4,1382.3,2489.3,29.0,160.3,595.7,709.5,11.0,83.5,51.6,61.6,2507.2,189785.3,193429.2,14975611.0,34060187.5,40727547.8,20458.5,52605.6,60558.9
Nordhavn,712,108,8977.2,1404.7,1996.0,1999.1,1999.8,2000.4,274.3,381.7,358.9,357.2,19.0,42.4,32.5,33.4,6.0,14.5,8.7,14.8,2070.3,155455.1,158439.8,4347076.2,15353882.9,18107339.0,6105.4,19692.2,20612.7
Copenhagen,671,319,8476.5,3941.8,2002.2,2001.4,2008.2,2006.9,307.4,478.1,520.0,535.3,35.0,52.3,76.8,153.4,15.0,46.9,29.8,75.1,2158.6,162492.0,165611.8,4702876.4,19025249.2,23442107.4,7008.8,29607.1,36164.1
Fredericia,611,295,3045.6,4271.5,2002.9,2002.7,2005.5,2006.1,314.5,480.1,452.5,439.4,38.0,58.9,80.3,79.7,19.0,38.6,42.8,45.8,924.5,69339.7,70671.0,3922750.5,11610735.0,14229119.6,6420.2,22093.2,27811.9
Hanstholm,558,172,715.4,903.9,1993.8,1997.8,2004.8,2005.9,193.2,599.7,509.0,496.2,25.0,82.5,152.2,128.8,12.0,51.8,61.0,50.8,316.4,23789.8,24246.6,1822238.2,4483805.5,5479597.6,3265.7,9093.5,11382.6
