Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guayaquil,1083,363,40479.1,50270.6,2006.9,2007.8,2007.9,2008.2,792.3,1739.6,1277.3,1300.6,71.0,176.2,222.3,235.3,30.0,79.3,48.5,50.6,6503.5,501332.0,510957.6,41729000.7,116349858.7,134283481.9,38530.9,122036.5,143411.1
Esmeraldas,468,231,31285.9,50497.6,2007.8,2008.0,2008.7,2008.9,846.6,1525.4,1700.0,1818.5,85.0,163.8,384.7,402.1,45.0,58.7,68.6,74.3,4269.3,330101.0,336438.9,27180688.1,61654455.0,72692501.1,58078.4,165121.9,202024.8
La Libertad,381,322,21943.4,35824.3,2010.0,2010.4,2010.4,2010.3,1227.7,1887.1,1903.8,1854.6,117.0,190.4,382.4,377.2,16.0,42.9,42.1,42.5,2713.5,209832.0,213860.8,14622020.3,41855077.7,49762562.9,38378.0,147522.7,177206.8
Manta,292,206,13187.4,7743.9,1998.8,2001.5,2007.0,2006.9,810.8,2936.3,1501.9,1853.6,74.0,311.9,536.8,706.3,18.5,77.9,47.1,82.1,1845.9,141078.5,143787.2,14076016.4,39629890.8,45572940.0,48205.5,136453.6,155562.5
Puerto Bolivar,274,101,7720.6,8274.1,1999.1,1997.3,2001.7,2001.3,2137.6,1868.7,2124.3,2052.4,144.0,149.1,230.7,230.5,56.0,112.8,76.5,78.3,3310.9,252381.3,257227.0,22390412.9,49923637.2,56140829.9,81716.8,178308.7,193506.7
Posorja,216,148,7941.9,10622.7,2005.4,2006.1,2007.1,2007.9,995.5,2323.1,1591.9,1677.5,87.0,255.1,399.6,434.2,6.0,92.8,47.7,44.3,1493.0,114579.8,116779.7,10420862.2,26411126.3,31210001.7,48244.7,141244.5,165615.8
Duran,39,33,695.0,1148.5,2006.7,2008.4,2011.7,2011.8,768.5,927.3,947.8,944.7,104.0,140.7,184.7,181.4,36.0,57.4,48.2,48.5,98.8,7609.7,7755.8,622835.6,1688174.0,2097778.4,15970.1,57415.3,69157.2
Baltra,36,3,15.2,3.9,2001.9,2000.3,2001.5,1999.7,94.2,422.9,154.0,196.7,19.0,49.3,40.3,50.4,8.5,40.7,38.5,27.2,22.0,1648.5,1680.2,10683.2,51790.3,103285.1,296.8,1496.8,2687.3
Monteverde,25,7,2806.1,3351.4,2011.9,2013.0,2012.1,2011.9,2501.0,2388.3,2472.7,2469.4,242.0,240.6,300.1,301.4,193.0,169.1,163.8,163.1,434.6,33588.3,34233.2,780705.6,5833008.0,4843586.7,31228.2,282448.1,438888.4
Puerto Ayora,22,2,6.9,2.5,2001.6,2000.0,2001.3,1999.0,103.9,105.5,107.1,107.1,19.0,27.5,24.1,36.3,9.0,15.0,10.8,17.7,8.4,628.7,640.8,5695.3,24372.3,44489.0,258.9,1170.8,1956.2
Baquerizo Moreno,8,3,1.9,1.4,1998.2,1993.3,2000.1,1997.9,61.5,55.2,75.5,68.7,11.0,16.3,17.2,27.1,8.0,9.7,11.0,13.9,1.8,132.1,134.7,2743.9,9600.5,14777.5,343.0,1297.7,1905.3
Puerto Villamil,4,2,2.7,4.4,1989.0,1989.0,1997.7,1997.7,77.9,136.8,213.6,220.6,18.5,33.8,74.6,75.0,16.0,17.5,15.2,15.1,1.5,114.0,116.2,7453.2,22686.3,28796.9,1863.3,6285.5,8083.3
Caleta Tagus,4,1,3.2,5.1,1998.0,1998.0,1998.0,1998.0,137.2,137.2,145.4,145.4,21.5,21.5,37.7,37.7,13.0,13.0,14.6,14.6,1.5,112.8,115.0,8293.1,25684.0,32759.1,2073.3,7130.1,9201.1
Seymour,3,1,0.7,0.1,2002.0,2002.0,2002.0,2002.0,122.2,122.2,93.4,93.4,27.0,27.0,32.6,32.6,6.0,6.0,6.0,6.0,1.3,95.0,96.9,345.3,1950.1,4240.2,115.1,664.9,1285.1
San Lorenzo,2,2,246.5,385.2,2010.5,2010.5,2010.9,2010.9,6277.1,6277.1,7903.8,8200.7,562.5,562.5,801.9,815.5,14.0,14.0,18.1,18.3,26.9,2079.9,2119.8,221501.5,472907.9,569080.3,110750.8,334504.3,386006.6
