Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guayaquil,1089,114,6287.7,7507.9,2002.3,2002.1,1998.8,1998.9,130.2,383.7,563.3,524.1,13.0,105.1,131.6,129.7,21.0,54.4,37.9,41.0,1654.6,126530.7,128960.1,9749910.0,26455333.3,29507887.0,8953.1,28035.3,33343.0
La Libertad,885,90,1487.0,2371.5,2000.3,2005.3,2003.2,2003.2,136.2,244.5,204.7,202.5,16.0,114.1,61.6,57.8,24.0,85.0,78.1,76.8,1179.3,90052.0,91781.0,3016561.5,4898542.4,5604701.1,3408.5,10774.5,13408.9
Baltra,627,38,235.2,186.3,1994.1,1995.3,1993.5,1996.4,147.5,214.0,234.1,303.9,26.0,55.0,79.3,100.5,17.0,50.1,34.4,37.7,554.3,41685.7,42486.0,2032571.6,3372085.3,4482000.0,3241.7,6958.0,9462.2
Baquerizo Moreno,522,38,230.4,170.2,1996.6,1995.3,1991.6,1996.8,194.6,316.3,266.5,316.2,38.0,79.1,72.5,75.9,20.0,60.6,95.6,107.2,523.3,39348.1,40103.6,1230628.1,3097667.8,4808163.5,2357.5,6708.9,9951.2
Puerto Bolivar,432,74,1167.9,1643.3,2001.6,1999.7,2004.0,2004.2,110.6,534.0,214.6,228.2,11.0,61.2,571.6,607.3,24.5,69.6,446.8,465.3,537.1,41153.5,41943.7,5549323.2,11451048.8,12452126.7,12845.7,30902.1,35638.5
Caleta Tagus,388,26,214.5,203.7,1995.3,1995.9,1996.2,1998.1,182.9,289.8,321.4,573.3,45.0,54.5,291.1,452.2,16.0,35.0,95.4,136.7,328.3,24697.0,25171.2,989678.6,2479303.2,3630181.5,2550.7,7078.7,10186.0
Puerto Ayora,353,30,98.2,75.5,1996.7,1997.5,1997.2,1997.6,107.9,175.2,188.4,234.0,18.0,38.4,73.3,96.6,19.0,22.9,27.6,32.5,233.4,17537.0,17873.7,700449.2,1366196.6,1884805.9,1984.3,4452.0,6231.1
Posorja,276,153,883.6,1199.9,2005.3,2005.5,2006.0,2006.8,74.6,388.4,184.6,189.9,8.0,60.1,434.0,448.2,35.0,81.8,46.1,44.3,340.9,25897.7,26394.9,4985276.1,10652738.0,11649666.4,18062.6,42522.9,48639.2
Puerto Villamil,223,26,98.3,60.5,1998.6,1995.3,1990.1,1989.4,110.5,894.4,291.5,256.2,21.0,80.9,95.2,94.7,18.0,142.8,822.5,1067.9,220.0,16539.4,16857.0,470643.5,954084.8,1253571.6,2110.5,4914.1,6542.0
Esmeraldas,221,64,2185.3,3487.3,1999.6,2006.1,2003.2,2003.0,265.1,427.6,465.5,508.1,27.0,131.4,842.3,979.4,55.0,47.5,67.4,69.7,769.5,59420.8,60561.7,2074122.6,5168242.5,5843469.8,9385.2,31169.5,37461.1
Seymour,134,15,27.0,6.1,1995.9,1992.9,1987.5,1987.5,111.9,174.0,137.7,133.3,13.0,40.6,35.1,40.8,10.0,23.2,19.1,18.4,91.0,6836.5,6967.7,156661.7,331418.9,449582.9,1169.1,2678.6,3710.0
Manta,129,71,861.0,772.0,1996.5,1998.9,1999.6,2000.5,173.9,3107.7,562.8,652.4,16.0,383.3,2019.3,2223.5,42.0,102.0,124.8,142.5,392.2,29544.2,30111.4,4262124.2,9349420.8,10623624.8,33039.7,79252.0,93661.1
Duran,53,29,123.1,122.1,1995.1,1998.7,1995.0,2000.4,631.4,1584.5,421.8,280.3,56.0,189.7,544.1,121.4,52.0,198.4,1013.7,225.3,109.0,8224.8,8382.7,264982.7,677114.3,880571.9,4999.7,15657.3,19866.4
Monteverde,8,4,1.2,1.3,2000.1,1997.0,2003.5,2004.5,142.4,182.3,238.8,265.4,17.5,20.8,31.6,33.4,20.5,104.9,47.4,30.0,2.7,202.9,206.8,9690.9,11651.1,15541.4,1211.4,3061.0,3997.4
Puna,3,2,3.2,4.4,1992.3,1989.0,1998.8,1998.9,201.4,289.2,411.0,413.7,53.0,78.8,93.1,93.4,32.0,43.0,71.2,71.4,2.1,162.1,165.2,8039.9,23258.1,32020.0,2680.0,10464.5,13238.6
La Puntilla,1,1,67.0,69.2,1980.0,1980.0,1980.0,1980.0,42951.6,42951.6,42951.6,42951.6,2286.0,2286.0,2286.0,2286.0,2996.0,2996.0,2996.0,2996.0,21.5,1617.5,1648.6,486302.1,1078711.9,1226386.2,486302.1,1144489.9,1356723.2
