,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,288,Ghana,156,China,891679880.172,2614428.071073
1,288,Ghana,250,France,397106481.282,487758.73385
2,288,Ghana,724,Spain,382153635.277,659790.3802
3,288,Ghana,276,Germany,360053302.239,333968.737407
4,288,Ghana,840,United States of America,282603907.126,473731.547141
5,288,Ghana,356,India,260554860.425,396740.929127
6,288,Ghana,528,Netherlands (Kingdom of the),174506765.577,391503.09184
7,288,Ghana,704,Viet Nam,163173005.45,47175.800026
8,288,Ghana,826,United Kingdom,153899810.821,335996.76866400003
9,288,Ghana,076,Brazil,138251604.689,111537.348731
10,288,Ghana,620,Portugal,85486708.75999999,134733.929
11,288,Ghana,854,Burkina Faso,68022628.375,128931.191006
12,288,Ghana,792,Türkiye,53605207.0,34331.739689
13,288,Ghana,233,Estonia,47212305.087000005,18367.222
14,288,Ghana,380,Italy,39671088.077,69881.264799
15,288,Ghana,804,Ukraine,26901935.247,127437.126872
16,288,Ghana,466,Mali,26372268.618,41780.3469
17,288,Ghana,642,Romania,26326313.027,47218.780853
18,288,Ghana,686,Senegal,23586303.32,28433.982644
19,288,Ghana,566,Nigeria,21110911.474999998,12402.014197
20,288,Ghana,562,Niger,16616290.208999999,44244.695977
21,288,Ghana,784,United Arab Emirates,16145803.423,3539.5974690000003
22,288,Ghana,300,Greece,16080325.204,63948.675
23,288,Ghana,204,Benin,11160767.983,10655.716354999999
24,288,Ghana,056,Belgium,9590553.385,3937.315194
25,288,Ghana,752,Sweden,8843899.028,3395.028122
26,288,Ghana,324,Guinea,7643376.772,2689.434929
27,288,Ghana,208,Denmark,7633238.921,6748.256269999999
28,288,Ghana,170,Colombia,7119729.23,4686.1089999999995
29,288,Ghana,764,Thailand,6363853.978,3755.217095
30,288,Ghana,392,Japan,6229322.903,4589.216467
31,288,Ghana,384,Côte d'Ivoire,5867023.765,1797.991
32,288,Ghana,364,Iran (Islamic Republic of),4492016.837,2579.2588960000003
33,288,Ghana,756,"Switzerland, Liechtenstein",4472073.275,2326.679048
34,288,Ghana,643,Russian Federation,4094974.6160000004,1669.6358719999998
35,288,Ghana,036,Australia,3197747.013,1076.7464129999998
36,288,Ghana,422,Lebanon,2305196.261,408.999176
37,288,Ghana,616,Poland,2210853.551,1486.2210350000003
38,288,Ghana,410,"Korea, Republic of",2198461.914,2420.707579
39,288,Ghana,702,Singapore,2097682.087,1255.6279479999998
40,288,Ghana,858,Uruguay,1780316.8800000001,1693.096
41,288,Ghana,344,"China, Hong Kong SAR",1721013.86,155.654267
42,288,Ghana,604,Peru,1554910.77,1066.04
43,288,Ghana,694,Sierra Leone,1491254.614,716.684336
44,288,Ghana,360,Indonesia,1418829.5760000001,768.1796330000001
45,288,Ghana,214,Dominican Republic,1096669.423,1091.6860159999999
46,288,Ghana,818,Egypt,1015464.9700000001,520.144437
47,288,Ghana,180,"Congo, Dem. Rep. of the",980742.6429999999,273.86600300000003
48,288,Ghana,040,Austria,971574.287,519.4394249999999
49,288,Ghana,112,Belarus,871440.7779999999,451.83090699999997
50,288,Ghana,688,Serbia,777815.2949999999,414.09099100000003
51,288,Ghana,376,Israel,714086.431,347.033554
52,288,Ghana,222,El Salvador,694979.465,484.711647
53,288,Ghana,554,New Zealand,693439.471,375.37552800000003
54,288,Ghana,246,Finland,687395.751,401.052
55,288,Ghana,398,Kazakhstan,607380.103,318.267351
56,288,Ghana,270,Gambia,578509.759,747.748312
57,288,Ghana,120,Cameroon,558340.1170000001,998.0201599999999
58,288,Ghana,203,Czechia,536590.78,377.804192
59,288,Ghana,504,Morocco,504152.389,572.432808
60,288,Ghana,682,Saudi Arabia,484893.784,292.539516
61,288,Ghana,788,Tunisia,477362.493,315.382168
62,288,Ghana,634,Qatar,424566.384,219.432221
63,288,Ghana,132,Cabo Verde,393952.705,698.1674230000001
64,288,Ghana,372,Ireland,355464.931,187.449493
65,288,Ghana,024,Angola,352470.53,202.45166799999998
66,288,Ghana,586,Pakistan,335561.62000000005,233.76773699999998
67,288,Ghana,320,Guatemala,332422.595,157.61253399999998
68,288,Ghana,508,Mozambique,329429.0,157.887251
