Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Livorno,4371,516,32529.3,18180.0,2002.8,2003.5,2003.6,2004.6,163.4,261.9,227.9,259.9,12.0,27.2,25.4,32.6,10.0,40.9,19.7,28.3,7134.9,550354.2,560921.0,26973092.8,69803064.5,82873295.8,6170.9,16102.4,17001.4
Napoli,2777,432,19231.2,9107.5,1994.9,2000.5,2001.7,2002.8,207.0,548.9,253.0,279.5,16.0,70.2,43.0,47.7,12.0,63.8,25.9,33.7,4939.5,379480.1,386766.1,19465986.2,55411917.7,68107802.0,7009.7,19605.7,21632.0
Genova,2625,356,22429.1,7807.0,2002.0,2003.3,2002.8,2004.1,211.5,338.5,260.4,210.4,14.0,55.4,44.4,55.1,11.0,58.0,19.2,26.6,5438.8,419106.2,427153.0,18851210.8,47552995.3,57580055.7,7181.4,17350.9,17477.8
Olbia,2592,77,15326.4,3384.8,1998.2,1996.5,1998.7,1998.0,162.4,304.6,199.5,201.6,10.0,40.0,21.6,43.1,5.0,26.3,20.9,25.8,4023.9,309788.9,315736.8,15766220.8,38876443.2,47513725.9,6082.6,13320.8,12404.7
Palermo,2016,129,20292.8,4387.3,1996.8,1996.2,2002.4,2002.0,188.0,493.4,298.7,304.3,14.0,75.6,26.0,27.3,10.0,76.1,13.0,15.7,4739.0,364902.8,371908.9,18751421.8,49001013.6,60687924.0,9301.3,21830.2,21373.6
Civitavecchia,1879,273,20168.3,5387.1,2001.0,2002.8,2005.4,2007.2,167.1,267.9,209.3,249.5,13.0,26.7,30.4,76.7,10.0,32.6,17.6,32.0,4197.7,324089.9,330312.4,10382463.4,36563677.2,44736776.0,5525.5,18112.8,19467.7
Cagliari,1326,147,11835.0,4443.0,2001.8,2000.2,2003.9,2004.6,298.9,400.1,308.1,335.3,20.0,69.9,23.6,27.6,8.0,50.0,17.0,21.7,2469.2,190579.7,194238.8,7582150.7,19354190.4,23591308.4,5718.1,14921.8,15821.2
Venezia,973,317,6157.6,6809.3,2001.4,2002.8,2004.6,2005.7,143.8,480.5,454.4,489.9,35.0,74.6,104.5,128.9,27.0,71.1,72.2,61.6,1841.2,141558.4,144276.3,5453397.1,18148926.3,20897204.8,5604.7,21379.6,25443.4
La Spezia,684,212,8950.7,8778.6,2006.7,2006.0,2009.1,2009.1,187.0,253.1,228.3,244.1,23.0,60.2,32.3,35.7,19.0,43.3,23.8,26.3,1388.1,107048.4,109103.7,5298418.5,16457549.5,19151795.8,7746.2,28103.7,33398.4
Gioia Tauro,681,173,11510.9,12067.6,1999.0,2003.4,2008.6,2008.1,314.3,410.3,448.0,444.2,24.0,30.8,39.8,40.5,26.0,46.3,41.6,40.5,1413.9,109138.9,111234.3,7658109.2,22309749.5,25451313.6,11245.4,37433.3,44298.0
Ravenna,655,266,4926.1,4866.9,2004.6,2005.8,2007.9,2006.9,257.0,479.1,591.9,489.3,38.0,61.5,127.0,95.4,26.0,85.0,101.7,80.7,1004.6,77180.9,78662.7,4346858.5,12219214.6,15198367.0,6636.4,23291.9,28832.2
Milazzo,651,133,2990.0,4224.0,2000.9,2002.8,2003.8,2004.9,371.0,606.9,423.0,433.0,27.0,75.9,84.5,70.8,44.0,73.2,101.9,102.5,1303.9,99761.3,101676.7,6449952.8,17186531.5,21525982.0,9907.8,29151.7,38046.1
Porto Torres,638,64,5238.5,1224.1,2003.9,2004.8,2003.6,2004.1,213.2,398.1,219.6,282.8,13.0,91.9,28.6,42.8,10.0,53.2,11.0,23.1,1119.6,86144.7,87798.7,4415190.0,11222199.7,13778104.9,6920.4,16227.9,15899.1
