Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Livorno,4488,563,33054.9,17643.5,2003.1,2003.7,2003.9,2005.3,164.4,307.3,240.3,244.3,12.0,38.3,46.4,48.2,10.0,30.7,20.3,27.0,7513.4,579175.9,590296.1,27866618.9,72824437.3,87422740.5,6209.1,16404.7,17328.0
Napoli,2825,442,19958.2,11675.0,1994.7,2000.1,2001.5,2003.8,210.9,562.0,249.0,321.6,16.0,65.9,31.4,41.4,12.0,50.1,26.5,40.9,4778.5,367186.4,374236.4,20870108.6,57424297.2,69416486.4,7387.6,20433.1,22603.9
Olbia,2593,75,13686.8,2991.8,1998.3,1995.9,1999.2,1998.4,158.0,268.4,178.0,178.2,10.0,46.4,28.0,36.4,3.0,29.2,13.6,19.6,3560.1,273952.5,279212.3,14239259.9,35123046.1,42925755.2,5491.4,11995.4,11147.2
Genova,2500,331,26526.7,9076.8,2002.3,2003.3,2004.1,2004.1,218.4,419.5,308.1,318.1,14.0,63.6,44.2,79.6,10.0,45.9,31.4,62.0,5815.5,448616.1,457229.6,20198408.2,53243431.4,65501466.7,8079.4,20626.1,21328.7
Palermo,2049,131,20460.4,4714.1,1996.8,1996.3,2001.6,2001.3,234.4,1302.5,299.1,319.9,14.0,146.7,30.9,39.0,10.0,73.7,26.5,24.6,4929.7,379432.2,386717.3,20450504.2,52759853.3,65263828.6,9980.7,23356.4,23238.9
Civitavecchia,1931,275,21972.6,6458.7,2001.7,2003.5,2005.9,2007.4,178.9,373.4,212.4,277.6,13.0,56.4,28.5,74.8,9.0,39.4,25.3,82.3,4412.1,340769.1,347311.9,10848537.5,38886788.9,47361445.4,5618.1,18932.7,20519.4
Cagliari,1382,148,13594.1,6776.7,2001.8,2000.7,2003.0,2004.4,302.3,503.9,329.2,345.7,21.0,50.5,29.4,30.6,9.0,38.2,20.3,22.4,2730.2,210732.4,214778.5,10053900.5,24602067.6,29178669.3,7274.9,18483.9,19570.0
Venezia,948,295,5736.9,5495.0,2001.7,2003.1,2006.7,2006.8,230.9,787.7,372.2,427.2,21.0,152.3,106.0,102.9,20.0,65.9,49.2,64.0,1713.2,131451.2,133975.1,6655303.2,20346662.5,24036762.9,7020.4,24567.6,29731.3
La Spezia,742,237,10551.9,9597.8,2006.5,2006.4,2009.9,2009.0,76.0,266.2,221.9,247.2,12.0,32.8,33.7,41.7,21.0,37.4,33.4,39.9,1466.1,113204.1,115377.6,5065555.1,16060248.1,18910367.5,6826.9,25501.5,31045.2
Ravenna,715,299,4481.7,5366.4,2003.9,2004.5,2007.7,2007.7,136.3,509.7,490.3,501.5,28.0,85.6,112.7,91.4,26.0,76.8,75.4,94.8,972.0,74458.1,75887.7,4436892.2,12374801.6,15391114.7,6205.4,21974.9,27352.0
