Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,849,452,222480.2,421641.5,2006.5,2008.3,2009.4,2009.4,3170.0,4022.7,4298.0,4353.1,328.0,452.6,617.9,619.7,35.0,67.5,59.2,58.8,14986.9,1159212.6,1181469.5,154643466.2,289567863.0,324808097.2,182147.8,482128.3,588009.1
Chemical tanker,718,337,40700.7,67623.4,2007.8,2009.0,2010.7,2010.7,877.0,2921.9,2656.0,2692.8,199.0,282.1,400.2,400.9,44.0,91.9,92.1,90.9,6160.8,474982.8,484102.5,16516952.9,102708394.9,118958090.5,23004.1,167567.8,205313.6
Container,559,186,40680.0,50930.9,2006.9,2007.2,2008.7,2008.5,967.8,2013.7,1819.5,1826.2,101.0,165.2,332.1,330.0,64.0,83.4,99.3,98.9,6086.8,471453.5,480505.4,40668503.6,112614745.1,125834984.4,72752.2,218730.2,253294.7
Liquefied gas tanker,382,128,175759.6,143024.8,2010.3,2011.5,2009.9,2010.0,4258.6,5033.0,5587.0,5520.5,289.0,376.4,513.4,514.8,30.0,43.7,45.9,46.8,18299.0,1126139.3,1147761.2,34057980.1,249560714.6,208079614.1,89157.0,796379.1,1233803.2
General cargo,361,133,6103.1,8455.5,1999.3,2005.7,2008.5,2008.7,386.6,2441.0,2237.0,2255.9,48.0,222.2,429.2,434.6,42.0,123.8,188.5,197.4,1122.6,86291.0,87947.8,4844759.7,16188313.6,23434822.0,13420.4,67808.8,91433.0
Bulk carrier,319,234,33778.2,58037.7,2007.3,2008.2,2008.7,2008.7,3659.2,4109.2,3856.5,3863.1,370.0,446.2,592.1,593.7,168.0,222.6,267.3,269.0,3458.8,267600.0,272737.9,22918043.1,49634391.7,63191589.5,71843.4,251681.0,299743.6
Service - tug,164,68,144.2,130.5,2002.0,2005.2,2007.5,2007.3,147.3,1151.6,631.9,622.9,51.0,382.9,678.0,606.4,30.5,117.1,240.4,221.0,153.0,11599.4,11822.1,3338016.3,7893403.7,10568841.0,20353.8,52557.1,70960.9
Ro-Ro,98,20,775.6,396.7,2012.9,2012.4,2012.6,2012.4,99.7,307.3,138.4,145.7,11.0,47.6,32.7,41.7,32.0,34.1,35.5,34.9,115.6,8917.4,9088.6,443529.9,964172.8,990198.7,4525.8,10660.3,11543.1
Refrigerated bulk,98,61,1290.2,1459.2,1991.7,1991.4,1992.4,1992.4,2381.9,2259.5,2139.3,2132.8,192.5,213.2,310.4,305.7,107.0,129.5,144.0,142.7,766.2,58218.9,59336.7,4329013.3,9459104.3,10654791.4,44173.6,94133.5,101635.9
Service - other,98,31,208.8,224.7,2007.3,2005.2,1998.8,1997.0,256.6,1821.7,1868.9,2184.1,62.5,906.0,1102.9,927.9,16.5,146.5,238.6,313.9,164.9,12474.5,12714.0,1568137.1,3217473.1,3467022.1,16001.4,35605.8,40204.0
Vehicle,91,54,2680.0,882.4,2007.1,2008.3,2009.0,2009.0,160.7,685.2,543.1,531.4,18.0,57.0,167.5,163.5,30.0,38.4,29.9,29.2,192.9,14938.9,15225.7,893532.8,3939521.6,4562367.5,9819.0,37322.2,40166.8
Ferry-RoPax,26,2,3.3,0.8,1976.2,1988.5,1977.2,1976.9,118.6,146.7,116.8,116.4,17.5,67.5,35.4,33.7,63.5,39.0,57.5,58.1,9.4,707.9,721.5,25898.2,56029.2,74493.9,996.1,2223.8,3169.0
Miscellaneous - fishing,19,9,38.8,42.4,1984.9,1989.6,1978.3,1979.3,741.1,4961.9,4054.7,5056.2,126.0,664.9,3047.7,3335.1,81.0,223.9,118.1,82.0,41.5,3118.2,3178.1,298166.0,661389.6,751933.0,15692.9,36932.6,43781.4
Ferry-pax only,2,1,1.1,0.2,1969.0,1969.0,1969.0,1969.0,488.0,488.0,488.0,488.0,123.0,123.0,133.9,133.9,7.0,7.0,8.9,8.9,0.4,33.5,34.2,13972.5,28456.2,35846.1,6986.2,16246.2,21417.8
Other liquids tankers,1,1,0.0,0.0,1978.0,1978.0,1978.0,1978.0,65.3,65.3,65.3,65.3,8.0,8.0,8.0,8.0,83.0,83.0,83.0,83.0,1.6,119.9,122.2,10.1,28.7,61.9,10.1,34.8,56.3
