Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,2054,135,866.4,794.5,2006.6,2003.9,2004.1,2002.5,154.8,554.6,304.5,312.1,51.0,343.9,772.8,756.8,20.0,143.6,311.3,323.3,808.5,60729.9,61896.0,20322902.9,48057547.5,64346458.7,9894.3,25548.9,34495.3
Oil tanker,938,118,8603.8,14706.4,1997.0,2001.2,2003.0,2003.6,209.9,598.6,380.0,391.1,51.0,252.0,409.9,414.7,45.0,104.8,110.0,109.7,3569.1,273285.3,278532.4,10308915.3,20764264.5,23162895.9,10990.3,31620.3,38136.8
Chemical tanker,933,101,7776.5,12344.9,2002.7,2005.8,2003.3,2003.3,277.9,477.2,475.0,480.1,53.0,145.9,653.7,656.3,48.0,61.3,90.0,90.0,2856.2,219094.1,223300.7,4778338.9,22330785.7,26086607.5,5121.5,27589.9,33499.9
Service - other,637,41,284.0,233.8,2007.3,2003.2,1998.3,1990.8,679.7,1673.5,1391.2,1494.1,126.0,324.0,1740.9,2419.0,17.0,123.2,190.7,141.4,555.2,41709.5,42510.3,1631530.5,3347542.5,3607179.7,2561.3,5699.3,6435.3
Bulk carrier,169,88,2222.9,3823.6,2006.1,2007.2,2006.6,2006.5,504.5,496.8,480.4,480.6,54.0,90.0,110.5,110.6,114.0,140.3,128.2,127.6,266.0,20581.7,20976.9,1680501.1,3425330.5,4339201.4,9943.8,32829.5,38595.4
Container,126,50,2895.3,3567.0,2009.4,2008.6,2010.2,2010.2,537.9,503.2,536.2,536.6,99.5,130.9,174.7,174.1,71.0,70.8,87.6,87.5,607.4,47046.5,47949.8,2860063.4,8146838.8,9078038.5,22698.9,69599.9,80704.6
Liquefied gas tanker,108,15,692.9,748.3,2012.5,2011.5,2010.0,2010.2,362.5,566.1,516.4,511.4,30.0,131.7,209.3,200.8,22.0,79.4,118.9,113.5,217.8,16583.5,16901.9,562308.1,1634281.8,1802451.2,5206.6,28543.1,37557.6
Miscellaneous - fishing,94,6,10.7,6.3,1998.8,2000.8,1999.6,2002.5,403.9,476.4,617.8,627.7,74.0,115.8,310.8,362.8,18.5,25.2,156.4,154.9,60.6,4553.1,4640.5,44484.9,98676.1,112184.8,473.2,1113.8,1320.3
General cargo,77,37,299.0,369.1,1998.3,2002.1,2005.0,2003.8,331.3,445.3,418.5,367.5,45.0,76.4,93.9,83.7,42.0,69.1,79.8,79.4,78.4,5990.6,6105.6,330488.2,1032187.3,1464489.1,4292.1,19068.6,25167.3
Refrigerated bulk,49,22,97.3,108.5,1990.9,1991.1,1991.3,1991.3,302.3,343.2,315.5,313.9,46.0,53.9,65.7,65.5,66.0,86.0,102.6,101.1,112.0,8445.0,8607.2,321888.8,703342.8,792249.5,6569.2,13998.8,15114.5
Ferry-pax only,30,2,2.4,0.3,1997.0,1984.0,1997.0,1996.8,361.8,228.9,374.9,364.2,45.5,154.8,139.3,140.6,39.0,32.2,242.9,241.4,12.5,937.1,955.1,27211.0,55417.8,69809.3,907.0,2109.3,2780.7
Other liquids tankers,6,1,2.7,2.8,1978.0,1978.0,1978.0,1978.0,294.8,294.8,1570.6,1570.6,44.5,44.5,575.8,575.8,33.5,33.5,247.0,247.0,12.7,952.7,971.0,1450.1,4140.5,8927.0,241.7,837.3,1353.0
