Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Lagos,992,352,10883.6,16457.7,2002.4,2003.4,2004.5,2004.4,454.8,648.4,606.7,613.0,101.0,233.3,631.0,646.1,59.5,106.0,83.3,83.7,4106.9,314852.0,320897.2,11057847.6,32811135.0,38116005.8,11147.0,40605.9,48963.7
Onne,781,157,1164.0,1397.9,2009.6,2006.6,2008.5,2008.1,182.7,716.1,487.4,510.3,43.0,214.6,296.0,241.7,10.0,74.9,113.6,109.3,533.6,40371.5,41146.6,5081878.5,12206701.6,15649973.9,6506.9,17470.7,22702.9
Escravos,569,142,2034.8,3345.4,1999.1,2000.4,2002.6,2003.3,134.1,609.4,241.5,257.2,17.0,251.8,502.5,490.7,44.0,186.8,140.1,145.7,926.6,71053.0,72417.3,3803723.6,9094505.4,11217699.2,6684.9,19316.4,24476.2
Antan,499,111,588.4,860.1,2009.1,2006.1,2008.0,2008.0,213.6,696.4,350.2,365.4,91.0,148.0,367.5,332.1,20.0,119.2,189.4,174.4,335.6,25390.8,25878.3,3154813.5,7395923.6,9625913.7,6322.3,16646.6,21961.9
Yoho Terminal,415,66,203.6,270.4,2009.8,2007.6,2011.5,2011.8,107.5,755.3,234.8,247.2,32.0,145.3,144.4,117.3,28.0,120.1,81.0,55.5,136.4,10273.9,10471.1,1614671.8,3777788.9,4979558.3,3890.8,10224.5,13641.9
Port Harcourt,240,107,1219.6,1879.0,1998.5,2000.0,2002.6,2002.7,431.8,620.9,615.1,629.1,50.0,98.7,138.9,142.1,22.0,135.8,152.7,142.1,350.8,26701.7,27214.4,2607256.7,6455915.1,7927427.1,10863.6,32704.7,40941.4
Warri,208,72,463.4,722.1,1998.7,1998.4,1997.4,1997.5,75.2,382.6,128.1,128.0,16.0,77.5,47.2,44.6,17.0,123.5,130.7,129.0,221.5,17048.5,17375.9,947629.7,2431124.1,2977756.3,4555.9,13992.5,17519.6
Oyo,166,65,563.0,931.4,2000.6,2001.1,2002.8,2002.9,232.8,898.9,239.9,223.0,75.5,209.0,288.0,224.1,66.0,203.9,203.1,155.9,189.0,14399.0,14675.5,3108235.6,7259366.2,9578204.2,18724.3,48953.9,65371.7
Calabar,151,75,1520.9,2419.1,2001.5,2000.5,2001.9,2002.0,554.6,499.9,563.8,564.4,53.0,76.7,74.0,73.7,57.0,97.4,139.1,140.5,373.8,28706.0,29257.2,1255020.3,4307667.2,5014528.2,8311.4,35921.5,43743.7
Okwori,149,51,78.4,90.4,2003.4,2001.8,2005.9,2005.4,117.9,368.3,138.2,115.0,25.0,112.0,125.8,94.4,40.0,233.9,168.9,148.1,78.2,5907.6,6021.0,694450.7,1662377.9,2200539.1,4660.7,12286.4,16405.9
Falomo,138,72,683.4,1010.2,1999.4,2001.7,2002.1,2002.4,294.7,507.4,313.9,309.9,65.5,205.6,253.9,248.0,61.5,163.0,175.0,167.3,435.5,33301.8,33941.2,1028981.3,2648420.7,3140298.0,7456.4,24458.1,30133.4
Koko,131,41,356.7,543.0,2000.5,2000.7,2000.1,2000.1,210.6,280.8,224.3,228.4,54.0,90.9,161.9,178.3,39.0,70.8,77.8,76.0,262.6,19908.6,20290.8,707468.3,1636742.3,1919797.4,5400.5,17044.9,21270.8
Bonny,129,62,461.7,544.1,2002.1,2002.8,2006.9,2006.3,480.1,685.2,626.2,584.2,83.0,250.9,175.4,164.9,50.0,106.7,149.0,140.5,262.3,19886.3,20268.1,1019454.0,2460005.3,3014712.6,7902.7,26075.9,33500.2
Ima,112,58,302.9,532.7,2005.9,2006.5,2005.5,2005.8,222.7,699.4,513.7,529.2,69.0,259.6,292.9,257.3,50.0,157.3,81.5,67.3,112.1,8486.3,8649.2,981636.8,2133032.8,2755094.0,8764.6,22800.3,29921.4
Okrika,97,53,469.6,737.6,1997.9,1999.7,2002.2,2002.4,452.5,830.8,671.6,676.8,66.0,336.7,263.2,231.7,42.0,81.7,209.6,208.3,132.6,10145.1,10339.8,1524326.2,3821311.4,4842967.3,15714.7,45368.9,58374.1
Okono Terminal,97,40,566.5,1006.7,2008.0,2007.6,2005.8,2005.5,317.5,567.7,408.5,410.5,126.0,245.5,203.5,200.8,49.0,158.3,88.7,86.7,153.6,11775.8,12001.9,1077144.7,2412534.6,3086273.1,11104.6,29684.0,39074.0
Erha Terminal,81,31,712.5,1308.2,2008.0,2005.8,2010.7,2010.8,426.6,1147.7,775.6,791.9,219.0,226.4,688.8,696.4,32.0,74.2,52.2,51.9,115.6,8851.8,9021.7,994282.3,2137148.5,2668804.4,12275.1,32266.4,41303.6
Sea Eagle Terminal,75,41,631.2,1174.7,2001.7,2002.3,2007.0,2006.9,382.4,768.6,850.9,876.8,100.0,273.6,730.4,760.2,41.0,283.2,123.3,117.9,115.7,8838.5,9008.2,876033.2,1898359.3,2348743.0,11680.4,31997.1,40845.8
