Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Onne,850,195,2828.4,3522.7,2009.3,2006.6,2008.9,2008.5,372.2,797.8,550.0,555.2,88.0,284.8,232.8,220.1,64.0,149.7,124.0,112.7,1032.7,78817.4,80330.6,8007237.9,20068349.3,25218007.2,9420.3,25988.4,33228.2
Lagos,787,232,4920.7,7262.6,2001.9,2003.0,2003.4,2003.0,391.3,624.2,402.5,397.4,49.0,178.5,114.2,106.6,66.0,152.5,150.1,151.5,1848.9,141274.9,143987.4,7365320.6,19754129.2,23593959.8,9358.7,31271.7,38832.2
Escravos,589,159,2192.3,3580.3,1999.3,2001.1,2002.8,2003.4,151.1,471.4,250.9,264.0,46.0,225.0,484.6,502.8,19.0,104.2,80.0,70.4,1040.3,79631.5,81160.5,3674854.5,9154347.6,11188565.1,6239.1,18884.1,23681.3
Antan,509,118,1282.9,2215.2,2008.8,2005.4,2006.1,2006.1,152.6,614.7,560.6,621.2,36.0,177.0,507.9,523.0,8.0,35.6,85.9,91.4,369.1,28050.6,28589.2,3007323.0,7100368.2,9001436.5,5908.3,16242.8,20988.1
Yoho Terminal,412,66,502.3,766.4,2010.0,2008.2,2007.1,2006.6,134.3,1124.6,672.4,888.8,39.5,321.7,317.3,277.0,7.0,15.9,181.5,198.6,155.8,11779.4,12005.6,2192930.0,5172850.2,6593128.7,5322.6,14375.0,18526.7
Port Harcourt,283,140,2221.8,3502.8,1999.1,2001.0,2002.7,2002.8,502.5,839.7,734.5,743.8,115.0,340.3,702.9,691.6,90.0,171.5,93.1,91.1,865.8,66011.0,67278.4,3440165.3,9213447.8,11427821.2,12156.1,39783.3,49822.9
Warri,234,86,547.6,859.4,1999.9,1999.9,2000.1,2000.2,82.8,600.0,133.1,133.4,12.0,128.8,234.8,221.9,61.0,240.4,143.2,142.1,427.6,32894.1,33525.7,1479019.1,3636150.6,4615703.2,6320.6,18400.0,23562.5
Calabar,177,87,1920.2,3118.6,2002.8,2002.4,2002.9,2003.0,578.3,476.9,562.0,565.9,77.0,134.9,306.3,305.5,92.0,115.7,118.4,118.9,751.8,57812.5,58922.5,1524445.1,4872937.2,5693367.2,8612.7,36050.9,43624.4
Oyo,158,58,483.4,791.9,2000.5,2000.4,1999.5,1999.9,167.9,522.8,241.6,229.9,47.5,388.9,654.4,510.5,10.5,88.5,269.9,303.4,203.2,15585.6,15884.9,1432003.7,3311966.9,4267892.6,9063.3,24155.2,31646.6
Bonny,156,82,1012.6,1422.4,2002.2,2003.8,2007.3,2008.0,495.1,997.0,709.1,701.2,138.0,399.7,535.7,522.2,33.5,142.1,96.8,79.9,498.5,38017.9,38747.9,1986442.0,5202391.7,6450770.0,12733.6,41875.5,53810.2
Koko,138,46,820.0,1255.9,2000.2,2000.5,2001.6,2001.7,296.9,579.9,511.5,526.2,109.0,168.2,552.4,562.4,44.5,102.0,63.8,64.0,435.9,33069.7,33704.6,905493.8,2721207.8,3135136.4,6561.5,24914.2,30341.9
Okwori,137,43,131.0,143.7,2003.0,2000.9,2006.6,2005.9,156.7,579.9,415.7,399.0,61.0,319.6,295.6,328.6,3.0,17.2,46.0,25.4,67.7,5134.0,5232.6,750832.9,1834201.5,2431444.9,5480.5,15207.4,20201.5
