Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,129,29,3122.3,3959.8,2001.6,2002.9,2002.0,2001.7,969.3,1234.8,1343.5,1344.9,98.0,123.3,151.8,151.7,30.0,47.9,38.8,39.6,524.5,40269.4,41042.6,3618106.7,13324228.6,14877016.4,28047.3,107795.6,128783.2
Chemical tanker,43,31,1157.7,1892.3,2006.0,2008.7,2009.5,2009.6,1402.2,1596.2,1695.4,1704.9,137.0,156.9,212.9,213.3,34.0,65.6,143.6,138.4,190.6,14656.8,14938.3,747008.6,3488087.7,4096617.7,17372.3,93512.6,114196.1
General cargo,33,24,286.9,414.6,2000.9,2002.3,2004.7,2004.1,1026.4,1123.4,1184.6,1173.9,155.0,161.0,203.2,202.3,62.0,70.7,67.3,65.3,61.7,4720.9,4811.6,443834.1,1356370.9,1898900.8,13449.5,58303.2,75088.8
Bulk carrier,32,18,876.6,1472.1,1998.4,2003.8,2001.9,2001.9,1709.5,2026.3,1898.4,1898.0,240.5,253.6,285.4,284.8,63.0,89.7,88.0,87.2,103.9,8005.9,8159.6,626549.7,1512727.6,2174417.7,19579.7,78746.6,98277.1
Miscellaneous - fishing,14,9,22.3,20.9,1990.9,1994.2,1987.0,1986.8,1239.6,1577.0,925.4,928.1,97.0,267.8,232.0,230.9,29.5,204.1,127.9,113.1,16.1,1220.3,1243.8,147087.5,326268.5,370934.3,10506.3,24726.0,29311.2
Liquefied gas tanker,12,4,141.7,168.3,2010.7,2010.8,2014.6,2014.4,420.3,950.8,1429.7,1414.5,41.5,78.6,123.6,120.8,48.5,44.4,195.4,203.2,36.3,2776.6,2829.9,127003.5,367949.7,406334.3,10583.6,57944.9,76199.0
Ro-Ro,11,8,957.2,468.2,2003.3,2004.1,2003.5,2003.7,1609.6,1800.3,1607.3,1608.6,100.0,118.8,183.1,187.3,51.0,45.9,37.3,36.8,101.5,7837.4,7987.9,502635.6,926201.0,1079889.7,45694.1,107398.1,114005.1
Service - tug,6,3,2.2,1.5,1996.0,1996.0,1996.7,1995.4,1463.6,1412.3,1423.0,1447.2,347.0,494.2,500.9,451.5,33.5,79.2,116.6,120.3,9.4,705.6,719.1,39095.0,92447.9,123782.7,6515.8,16825.0,22716.7
Cruise,5,5,79.4,8.9,1995.8,1995.8,2011.6,2010.6,111.6,319.9,412.1,373.4,14.0,23.0,55.0,53.3,10.0,14.4,10.4,10.3,20.9,1617.0,1648.0,26402.7,194091.0,252230.7,5280.5,32585.8,37831.5
Refrigerated bulk,3,3,37.8,38.8,1998.0,1998.0,1998.0,1998.0,1273.9,1279.5,1279.5,1279.5,84.0,105.0,105.0,105.0,62.0,63.3,63.0,63.0,20.6,1560.2,1590.1,115094.0,251486.1,283275.4,38364.7,81754.7,88270.5
Service - other,2,2,3.4,4.0,1999.0,1999.0,1989.0,1988.4,1578.9,1578.9,1252.8,1239.6,995.5,995.5,560.2,531.5,529.5,529.5,98.3,69.9,7.2,539.1,549.5,27733.1,56902.3,61315.6,13866.6,30855.4,34840.1
Oil tanker,1,1,52.1,86.4,2005.0,2005.0,2005.0,2005.0,1843.6,1843.6,1843.6,1843.6,146.0,146.0,146.0,146.0,28.0,28.0,28.0,28.0,6.6,512.2,522.1,77082.0,185103.4,208812.5,77082.0,234563.0,274310.1
