Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Spain,61,29,806.0,1102.7,1997.5,2000.0,1998.6,1998.1,1612.1,1368.1,1410.6,1416.2,136.0,125.9,149.0,155.3,171.0,278.7,227.0,199.9,262.2,19983.6,20367.3,1248400.4,3906657.6,4808607.2,20465.6,75477.2,92320.3
Mauritania,55,18,342.0,434.3,1999.2,2001.8,1999.6,1999.7,364.4,461.3,386.0,385.4,32.0,79.5,73.7,72.4,106.0,90.6,121.6,124.4,154.1,11678.2,11902.5,418316.3,1484078.8,1700070.3,7605.8,30021.5,36546.6
Senegal,47,40,142.4,189.7,2003.8,2004.4,2007.3,2007.7,121.1,277.0,171.7,168.4,14.0,63.1,78.6,70.1,44.0,90.4,71.3,74.6,64.2,4905.0,4999.2,158924.3,502926.7,582008.8,3381.4,13256.1,16267.6
Liberia,21,7,441.5,539.2,2004.7,2007.1,2005.4,2005.3,704.6,750.0,735.3,740.2,53.0,117.9,101.9,112.7,101.0,96.9,128.7,130.8,90.0,6973.3,7107.2,425617.6,1533772.6,1672512.2,20267.5,74258.6,86690.6
Sierra Leone,18,14,185.0,225.3,2004.7,2004.8,2004.6,2005.1,506.9,561.0,510.4,508.5,39.5,166.5,39.1,38.6,94.0,115.2,172.1,175.2,54.8,4222.4,4303.5,193237.3,693626.8,772477.3,10735.4,40156.8,47672.0
Togo,16,11,195.0,289.8,2004.1,2006.6,2007.4,2006.9,1543.4,1473.2,1380.2,1421.7,174.0,313.9,211.3,206.9,83.0,125.0,145.8,147.6,78.5,5961.4,6075.8,314872.0,964872.2,1176446.0,19679.5,70898.4,88290.3
Morocco,14,10,284.3,350.9,2005.3,2005.4,2004.8,2004.7,1626.4,1788.9,1863.3,1839.0,151.0,175.1,190.9,187.9,161.0,161.4,157.2,158.5,73.7,5638.8,5747.0,459125.8,1485962.3,1770965.8,32794.7,119812.5,145110.7
Guinea,11,10,156.5,209.8,2002.5,2003.2,2003.1,2003.2,505.3,594.0,594.5,647.9,45.0,68.5,77.7,88.3,92.0,90.8,71.7,67.9,36.3,2789.5,2843.1,138443.8,460077.3,527512.5,12585.8,48170.4,57276.2
Guinea-Bissau,8,5,10.2,12.6,1997.2,1997.4,1995.7,1995.0,255.8,966.5,277.5,266.1,30.0,158.2,71.5,55.1,31.0,89.4,52.4,47.8,6.7,504.7,514.4,37505.2,99744.2,122776.3,4688.1,13311.1,16731.9
Algeria,7,4,133.7,205.9,2006.6,2005.5,2006.3,2006.0,1893.3,1893.1,1883.6,1882.7,174.0,177.1,176.3,178.3,97.0,109.9,89.5,91.1,29.6,2281.4,2325.2,102025.0,302810.0,452646.3,14575.0,69378.2,90473.9
Côte d'Ivoire,5,5,73.5,93.0,1996.0,1996.0,2002.3,2002.0,1134.7,1100.0,1111.6,1118.4,110.0,111.4,93.8,95.3,8.0,33.8,69.7,64.2,11.6,894.0,911.1,88412.3,308636.0,366881.8,17682.5,70045.5,85976.8
Cameroon,5,4,547.5,262.1,2003.6,2003.8,2003.5,2003.6,1992.4,2008.6,1998.3,2001.1,123.0,123.2,122.7,122.8,32.0,34.5,31.4,31.6,64.7,5010.2,5106.4,281407.4,518546.2,604591.0,56281.5,132282.2,140420.0
Nigeria,4,4,127.1,211.7,2008.0,2008.0,2008.4,2008.4,1848.8,1823.5,1824.2,1830.0,280.0,323.8,414.7,424.6,19.0,20.8,9.0,8.3,26.5,2040.5,2079.7,50679.7,312207.6,371997.1,12669.9,95061.7,118947.6
Cabo Verde,4,3,61.7,56.9,2004.5,2002.0,2001.6,2007.8,580.0,896.3,738.4,809.4,48.5,80.8,108.0,130.0,31.5,24.3,25.5,23.4,11.8,910.8,928.3,35469.6,174761.7,212519.4,8867.4,55752.4,70371.9
Brazil,4,4,236.9,384.0,2005.0,2005.0,2004.9,2005.1,3698.8,3693.8,3691.6,3690.9,651.5,619.8,620.8,621.6,254.0,282.0,280.1,281.7,34.3,2636.7,2687.3,154505.2,458741.2,703308.2,38626.3,192812.2,253442.2
Ghana,4,4,93.3,76.8,2007.8,2007.8,2008.4,2008.1,1460.7,1480.7,1372.5,1420.1,123.0,132.2,109.3,122.1,33.0,35.8,23.6,31.7,13.3,1023.9,1043.5,95570.0,239339.8,300541.9,23892.5,73721.7,89834.8
Gibraltar,3,3,56.3,89.8,1999.3,1999.3,1999.5,1999.7,1677.7,1714.7,1710.9,1709.0,162.0,166.0,166.0,165.9,118.0,157.0,159.5,161.9,11.1,857.5,874.0,36797.0,102151.2,158763.1,12265.7,57786.0,74894.8
France,2,2,1.7,2.1,1974.5,1974.5,1975.9,1977.0,2284.4,2284.4,2164.1,2102.6,392.5,392.5,347.8,313.3,541.5,541.5,711.5,842.9,2.7,201.9,205.8,16531.4,41632.3,57162.1,8265.7,23050.3,31845.3
Angola,2,2,157.7,27.4,2004.5,2004.5,2000.4,2003.2,2628.8,2628.8,2412.6,2544.0,366.5,366.5,159.9,302.4,143.0,143.0,21.8,105.4,47.9,3698.2,3769.2,144757.6,470318.2,476627.4,72378.8,221666.6,216744.1
Argentina,1,1,135.4,233.3,2008.0,2008.0,2008.0,2008.0,4104.3,4104.3,4104.3,4104.3,387.0,387.0,387.0,387.0,0.0,0.0,0.0,0.0,9.5,738.4,752.6,104099.2,206030.6,255544.5,104099.2,332328.5,386393.5
China,1,1,0.1,0.1,1986.0,1986.0,1986.0,1986.0,90.4,90.4,90.4,90.4,20.0,20.0,20.0,20.0,4.0,4.0,4.0,4.0,0.1,4.0,4.0,588.6,1305.6,1484.3,588.6,1385.2,1642.1
