Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,112,36,2438.3,3117.4,2003.4,2004.0,2003.6,2003.6,344.4,1123.1,1022.6,1020.4,40.0,86.2,136.0,135.7,45.5,51.5,51.2,51.2,462.9,35748.6,36435.0,2843196.0,10134772.6,11204291.9,25385.7,93017.1,109872.9
Bulk carrier,103,97,10621.1,19315.8,2008.8,2008.7,2009.8,2009.8,1366.0,2454.2,2937.2,3016.8,116.0,231.2,526.7,534.9,35.0,112.1,135.4,135.3,749.0,57994.1,59107.6,6273551.0,12913985.4,15748513.4,60908.3,195206.9,228670.3
General cargo,51,28,602.6,806.7,2000.2,2006.2,2007.9,2007.1,401.4,1739.0,1016.7,895.9,50.0,153.5,242.8,232.6,34.0,76.1,109.9,109.4,132.9,10194.4,10390.2,493026.6,1627582.4,2339527.0,9667.2,48233.7,64240.8
Chemical tanker,50,34,1476.5,2397.6,2007.3,2007.7,2007.6,2007.5,932.1,1729.5,1833.2,1839.7,113.5,212.0,481.4,481.4,51.0,56.6,33.3,33.0,282.3,21756.4,22174.1,763965.0,3991792.0,4639660.2,15279.3,92590.0,112675.0
Refrigerated bulk,24,12,75.8,84.4,1985.3,1987.8,1990.5,1990.4,576.3,1006.4,997.3,965.8,123.5,226.6,265.8,263.7,119.5,96.8,74.8,77.8,141.5,10667.5,10872.3,250258.1,546826.1,615948.2,10427.4,22220.7,23991.7
Ro-Ro,14,10,431.8,216.4,2004.9,2005.2,2006.5,2006.6,476.7,575.7,559.6,571.2,33.0,37.9,45.2,46.2,44.5,38.5,39.6,40.3,51.1,3954.9,4030.8,232276.0,428012.4,499034.5,16591.1,38995.3,41394.2
Miscellaneous - fishing,12,10,89.8,40.4,1987.2,1984.2,1985.8,1985.5,1900.8,5124.9,4920.1,3776.4,175.5,1004.9,2450.4,2059.3,21.0,70.4,85.0,92.9,52.7,3955.6,4031.6,283765.1,629445.6,715615.9,23647.1,55652.3,65972.5
Oil tanker,5,5,122.6,204.4,2002.0,2002.0,2005.0,2005.1,976.4,903.1,948.3,947.9,100.0,131.0,111.8,111.9,26.0,37.4,40.7,40.5,20.5,1581.9,1612.3,190267.3,448002.2,504590.8,38053.5,114585.4,134561.6
Service - tug,3,3,0.4,0.1,1987.3,1987.3,1990.0,1989.4,475.6,440.8,491.7,365.5,98.0,82.0,84.9,82.1,21.0,28.3,30.8,30.8,0.5,39.4,40.1,3272.2,7737.7,10360.3,1090.7,2816.4,3802.7
Vehicle,1,1,29.3,7.9,2011.0,2011.0,2011.0,2011.0,481.0,481.0,481.0,481.0,33.0,33.0,33.0,33.0,49.0,49.0,49.0,49.0,1.9,146.3,149.1,7995.7,35252.3,40825.7,7995.7,30391.5,32707.9
