Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Yongdang Dong,1904,613,9577.7,13631.0,2001.5,2002.3,2003.2,2002.6,543.3,1185.4,726.4,769.4,48.0,136.8,305.0,308.7,19.0,101.5,106.3,98.1,3442.9,262221.6,267256.3,27356968.0,54204797.5,67865422.1,14368.2,42869.1,54137.2
Onsan,1749,722,16103.7,23364.4,2002.7,2005.3,2005.8,2005.8,579.6,1091.9,825.5,806.3,45.0,97.0,280.6,203.0,21.0,57.6,96.1,84.4,3904.9,297974.9,303696.0,22822999.6,50604574.4,62203380.1,13049.2,42177.3,53044.4
Pohang,1339,433,10476.4,17014.2,2001.4,2003.4,2004.9,2004.4,449.4,1150.5,795.9,842.7,26.0,89.7,254.6,204.9,25.0,72.4,97.2,97.6,1934.1,147727.5,150563.8,14134723.3,33713045.8,43422002.9,10556.2,34632.2,43915.3
Gamcheon/Busan,1192,477,6584.5,9543.9,1998.9,2000.4,2000.7,2000.9,545.7,1182.6,943.5,982.3,40.0,158.2,247.9,235.5,24.0,99.6,135.5,132.6,1989.0,151816.4,154731.3,13631261.2,32462388.4,41747420.7,11435.6,35858.9,45434.5
Ulsan,1167,519,11169.3,15411.3,2002.1,2004.4,2007.9,2006.9,496.6,923.0,728.3,750.2,35.0,121.4,363.3,316.8,27.0,83.3,89.0,87.2,2247.3,171742.8,175040.3,12980633.5,32159303.7,40501697.9,11123.1,38121.1,48229.0
Jisepo,1047,490,15666.8,18034.1,2001.5,2002.8,2006.5,2005.6,566.4,1108.9,1134.9,1080.2,33.0,90.7,441.1,342.9,25.0,66.7,81.1,93.1,2379.0,176623.8,180015.0,13999214.9,39112072.8,45808650.3,13370.8,49606.3,64332.9
Busan,1036,390,4111.4,6017.8,1998.9,2000.3,2002.9,2003.4,629.2,1553.2,934.1,998.6,63.0,228.2,400.2,322.7,30.0,106.3,130.9,136.6,1924.5,146015.9,148819.4,11970513.9,25073590.3,28671148.8,11554.6,33174.1,42321.6
Gwangyang,877,348,4596.6,5557.5,2006.4,2006.5,2011.1,2010.4,241.9,638.9,384.6,372.9,26.0,58.6,99.2,96.7,19.0,46.5,181.5,139.0,1018.3,77064.3,78543.9,4633017.8,14120661.6,16887419.0,5282.8,20079.3,25835.1
Daesan,651,375,9310.0,13152.1,2004.0,2005.8,2005.8,2006.0,581.0,1073.6,904.7,894.3,49.0,100.4,280.1,302.4,23.0,51.3,73.6,78.1,1738.0,133300.3,135859.6,10549073.2,30529164.5,35619919.1,16204.4,56440.3,70420.9
Yosu,575,409,8648.5,12060.6,2004.5,2005.7,2006.0,2006.9,397.2,955.6,857.3,849.7,36.0,97.9,248.5,218.6,23.0,68.8,309.8,299.7,1750.4,134190.0,136766.5,10311765.8,25792138.6,31071819.1,17933.5,56333.1,67391.0
