Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,3897,678,50007.5,87388.6,2000.3,2008.5,2004.8,2004.8,532.6,811.5,911.8,916.8,35.0,75.7,216.1,223.1,23.0,67.6,89.6,90.0,6036.6,463555.8,472456.1,44779361.2,106051308.2,135024082.7,11490.7,40678.6,50269.6
General cargo,3027,615,12162.8,17950.9,2001.5,2002.0,2001.5,2001.3,474.2,675.5,910.1,901.9,36.0,65.7,291.2,297.6,26.0,56.3,155.1,150.3,2959.9,225565.5,229896.4,32016241.4,94193071.2,133893849.5,10576.9,38971.5,53294.2
Chemical tanker,2888,515,18437.8,29292.7,2004.4,2007.5,2007.4,2007.3,581.7,703.4,998.1,1005.8,49.0,62.9,250.0,254.9,23.0,44.2,110.6,111.7,5826.8,446531.7,455105.1,38068514.6,114270361.6,139353587.0,13181.6,45518.3,55977.3
Oil tanker,2390,293,18442.3,33316.4,2001.7,2007.9,2007.0,2007.0,581.3,739.7,769.6,761.9,49.0,92.2,249.6,247.0,26.0,65.8,105.3,104.7,5223.4,398211.7,405857.3,42179343.8,37332282.8,43446100.0,17648.3,47111.2,59490.8
Container,1447,370,14886.5,17523.2,2009.3,2007.6,2009.3,2009.1,170.7,352.0,386.2,385.4,20.0,52.9,308.7,294.1,12.0,24.2,149.9,158.6,2480.2,191118.0,194787.5,13696014.9,42112081.9,47593426.9,9465.1,32106.7,38042.4
Ro-Ro,1001,21,5396.5,5360.2,2001.0,1999.3,1999.0,1999.2,268.6,1109.5,878.7,792.6,17.0,55.0,357.6,346.9,16.0,34.6,185.5,171.6,2659.9,205788.8,209739.9,7885010.1,32284059.0,21448525.1,7877.1,18786.4,22627.8
Service - tug,735,88,418.0,286.7,1994.9,1998.8,2000.5,1999.4,680.4,2032.2,1711.9,1734.9,119.0,499.0,1077.1,952.4,55.0,271.7,391.2,398.7,1203.1,90390.7,92126.2,7332801.6,17339868.3,23217146.4,9976.6,25761.4,34782.2
Liquefied gas tanker,724,164,15855.2,13374.6,2000.2,2008.8,2007.6,2007.9,525.2,900.9,1186.1,1151.4,46.0,102.9,593.9,576.6,27.0,46.0,96.2,97.4,2724.5,195046.2,198791.1,4424299.1,24397362.2,21761280.5,6110.9,45938.1,67963.1
Vehicle,428,181,15528.1,5310.4,2008.2,2007.5,2008.3,2007.8,424.7,706.2,604.1,614.4,35.0,53.0,71.6,72.1,11.0,20.7,27.6,27.5,883.6,68433.6,69747.5,5377460.0,23708832.6,27457244.5,12564.2,47756.4,51396.3
Miscellaneous - fishing,281,92,767.0,492.2,1996.3,1993.0,2000.7,1998.5,1141.7,2874.8,2790.8,2864.4,96.0,504.9,1192.5,1304.6,99.0,325.4,533.4,625.9,744.5,55962.0,57036.4,3461100.5,7677388.1,8728412.8,12317.1,28987.7,34363.1
Service - other,256,36,790.9,628.3,1999.8,1999.6,1997.4,1993.1,471.0,1451.4,817.8,766.8,35.5,163.4,451.8,596.2,55.0,172.6,379.9,416.1,524.8,39644.8,40406.0,4384099.5,8995209.7,9692883.2,17125.4,38106.9,43028.1
Ferry-RoPax,74,16,5477.1,2164.9,1997.0,2000.6,1996.7,1997.2,2777.4,12421.0,5398.8,5764.8,113.5,716.8,1137.2,1095.6,42.0,332.0,255.5,210.0,3103.9,237781.5,242346.9,13459578.9,33280959.0,40838470.0,181886.2,388269.5,353808.2
Refrigerated bulk,67,43,530.3,616.8,1991.0,1990.8,1989.3,1989.1,515.1,1128.8,1492.8,1548.5,40.0,145.7,354.0,353.1,24.0,73.8,189.5,193.6,314.2,23818.7,24276.0,1829747.9,3998087.9,4503470.1,27309.7,58196.6,62834.8
Ferry-pax only,56,10,169.3,25.9,2003.3,2001.1,2014.7,2014.6,1288.4,2374.3,7273.5,5094.7,31.5,103.4,4074.0,3223.0,20.0,53.0,80.5,121.2,213.1,16001.3,16308.6,2131853.6,4341719.4,5469224.7,38068.8,88527.3,116708.1
Cruise,4,4,62.1,5.8,2000.5,2000.5,2002.6,2002.2,181.1,191.8,195.2,195.7,16.0,16.0,17.3,17.0,10.5,15.5,10.2,9.9,16.5,1277.5,1302.1,13088.3,90074.8,109061.2,3272.1,20072.2,23281.5
