Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Yongdang Dong,1961,597,9840.7,14062.2,2002.1,2002.1,2004.4,2003.8,592.6,1133.2,713.3,759.4,40.0,129.2,235.5,233.8,29.0,73.3,152.0,164.4,3396.9,258844.1,263813.9,26663158.4,54235542.6,67566656.3,13596.7,41932.4,53348.9
Onsan,1828,756,18424.8,25327.5,2003.1,2005.4,2006.3,2006.0,575.0,930.5,831.6,842.2,43.0,92.0,257.3,262.5,25.0,57.2,108.4,125.0,3900.5,298901.7,304640.6,25470073.1,58635919.2,72474334.7,13933.3,45195.5,56453.0
Pohang,1311,434,12331.9,19642.9,2001.9,2004.4,2006.0,2005.8,437.6,1129.1,859.7,850.3,26.0,83.8,345.2,220.0,22.0,67.0,116.6,92.6,2493.4,189774.7,193418.4,12729327.9,30391813.1,38822137.0,9709.6,32971.6,41252.0
Ulsan,1160,510,10363.0,14209.6,2002.1,2004.6,2006.6,2005.8,513.2,1300.7,698.1,762.0,35.0,106.8,214.2,174.0,26.0,55.8,91.6,104.9,2063.9,158029.5,161063.6,14720871.6,35107446.0,43866546.0,12690.4,41096.0,51676.3
Gamcheon/Busan,1159,455,6332.3,8540.2,1998.2,1999.5,2003.5,2002.9,514.4,1307.7,897.0,842.4,32.0,197.1,366.0,295.6,29.0,132.2,102.9,99.0,1898.4,144341.6,147113.0,12826278.6,31022984.0,39484865.0,11066.7,35246.0,45258.7
Gwangyang,1041,384,7359.6,8030.4,2006.9,2007.4,2011.1,2010.4,236.7,580.6,421.8,402.3,25.0,80.9,440.8,355.0,17.0,44.0,38.6,40.2,1377.5,102894.0,104869.6,5902794.3,19110488.1,21933735.6,5670.3,22851.9,29764.1
Jisepo,1019,477,10707.5,13213.6,2001.1,2002.2,2003.6,2003.3,661.0,1110.9,888.5,944.6,38.0,101.0,182.3,183.7,24.0,60.4,109.6,106.8,2103.3,158538.2,161582.1,13489654.5,34946014.4,43906692.7,13238.1,45635.3,58420.3
Busan,1018,400,4021.1,6432.6,1998.9,2000.2,2002.9,2002.8,465.3,1263.2,837.9,890.1,53.0,229.5,408.5,411.7,24.0,130.3,148.3,140.5,1803.2,136631.3,139254.7,10110720.0,19491480.7,24113095.7,9931.9,29514.0,37616.2
Daesan,622,357,10510.5,16391.9,2003.9,2005.7,2007.3,2007.4,719.7,1168.5,1175.3,1190.3,57.5,113.6,440.5,503.7,43.5,86.3,105.8,107.1,1852.6,142297.8,145030.0,11275782.9,31931924.3,37174422.7,18128.3,62046.1,77144.1
Yosu,597,426,9254.3,12490.4,2004.6,2006.1,2006.4,2006.7,458.1,829.4,874.9,868.6,33.0,74.3,257.8,278.2,24.0,58.2,118.1,93.7,1700.1,130208.0,132708.0,9858325.6,25645740.8,30911656.9,16513.1,54479.2,66094.1
Donghae,530,134,3455.6,5949.8,1997.9,2002.5,2003.3,2003.3,427.4,730.1,726.1,735.2,38.0,84.5,138.5,142.0,15.5,67.4,76.5,76.2,577.3,44210.5,45059.4,3753655.5,8850547.4,11759613.6,7082.4,25543.6,32248.1
