Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Keratsinion,2879,631,200415.2,185396.2,2004.8,2006.3,2010.8,2010.9,640.8,1444.1,1629.5,1520.1,59.0,105.3,232.5,219.3,17.0,16.4,20.4,22.1,18543.8,1433662.4,1461188.7,100385656.9,304386105.6,353265914.4,34868.2,124340.1,147803.3
Patra,986,108,22652.5,7188.2,2003.6,1999.8,2005.1,2005.4,535.2,1212.9,780.1,837.5,24.0,112.5,64.8,160.5,5.0,46.3,31.9,33.0,5684.9,439079.4,447509.7,25996403.1,64466991.9,79093745.0,26365.5,59219.4,56537.8
Perama,951,630,96849.9,104398.9,2005.1,2005.2,2013.9,2013.3,681.2,1283.8,2445.1,2235.5,70.0,143.5,291.1,289.9,21.0,57.2,33.0,33.7,8569.1,662157.6,674871.0,40123978.1,114299647.6,135307102.2,42191.4,162786.2,200693.4
Thessaloniki,709,415,7944.1,12595.5,1999.9,1999.7,2006.3,2006.6,540.7,881.6,981.4,1049.4,48.0,100.9,294.9,315.6,56.0,84.1,111.3,115.9,1518.4,116743.5,118985.0,8467902.2,23374206.0,29030934.5,11943.4,41837.8,51945.8
Agioi Theodoroi,552,328,23931.5,42851.0,2006.3,2007.2,2007.7,2007.6,652.7,1137.4,1470.0,1523.0,70.0,120.8,272.8,277.3,65.0,83.7,85.3,83.6,4089.8,316194.6,322265.5,18601440.2,44966677.2,51096432.9,33698.3,105787.6,128666.8
Kali Limenes,464,336,17122.6,27978.7,2001.8,2003.1,2008.2,2008.2,725.4,1615.7,1787.0,1796.8,80.0,188.9,338.6,345.2,9.0,17.5,20.0,20.0,1921.6,145605.7,148401.4,12621588.7,33648730.3,40179650.9,27201.7,97554.2,122945.9
Piraeus,411,261,18681.1,14499.3,2002.8,2003.0,2009.2,2010.4,731.9,1037.4,1380.9,1435.8,65.0,110.4,219.1,235.7,12.0,91.4,23.6,28.0,1850.8,142889.0,145632.5,8882340.1,29257338.5,34142707.1,21611.5,78628.7,92402.7
Kerkyra,375,101,8568.2,1125.4,1998.2,1996.7,2003.0,2001.8,472.3,1279.5,477.8,539.2,32.0,130.4,49.0,79.8,8.0,56.0,16.0,30.5,2137.6,165187.9,168359.5,7383412.3,23413663.9,26307231.7,19689.1,57520.9,59443.3
Aspropyrgos,367,178,3456.8,5338.0,2004.1,2003.4,2006.0,2006.2,609.4,777.3,734.3,715.8,91.0,128.2,160.9,155.0,42.0,57.6,70.0,66.1,1207.0,92487.3,94263.1,3626144.9,9795637.5,11420962.5,9880.5,38933.6,49268.5
Lavrio,296,208,7932.4,12550.3,2000.7,2002.9,2006.0,2007.0,782.7,1232.4,1277.1,1369.2,65.5,134.7,306.2,344.2,12.0,38.9,27.3,26.6,988.6,76232.0,77695.6,5860408.4,14681496.0,18671369.8,19798.7,70060.0,86795.2
