Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Turkey,7174,3180,69090.9,100164.8,2000.5,2001.3,2006.0,2006.5,363.9,474.7,431.8,451.3,36.5,62.9,87.7,95.9,16.0,53.7,38.9,40.9,10477.9,806684.7,822173.0,64020794.9,173987327.7,208653375.5,8924.0,29399.8,36391.2
Italy,3006,978,81798.8,49218.9,2001.8,2001.4,2006.2,2006.7,690.5,864.3,847.8,906.7,52.0,89.4,90.8,105.1,12.0,60.7,34.1,52.1,15195.9,1172747.6,1195264.3,69088727.3,196374670.4,230673908.3,22983.6,66224.4,71260.2
Cyprus,798,235,6766.5,7995.2,1997.8,1999.5,2001.1,2002.4,552.4,792.6,640.5,696.4,46.0,85.1,100.1,115.0,17.5,56.1,62.8,80.2,1574.2,121048.3,123372.4,7975798.7,23157591.6,27280223.0,9994.7,34235.8,41845.6
Egypt,785,461,11934.6,16392.1,2001.0,2000.7,2004.9,2005.5,595.5,833.1,723.4,710.5,57.0,93.3,163.4,112.2,45.0,96.7,83.0,71.3,2243.8,171771.4,175069.4,13534427.1,38581488.7,45591173.9,17241.3,57221.4,71237.9
Spain,507,437,20199.8,25556.7,2003.8,2003.5,2007.4,2007.7,1455.3,1586.7,1386.0,1454.4,132.0,153.0,123.7,135.4,18.0,41.7,33.8,40.0,2457.6,189260.3,192894.1,29120498.3,71735079.6,83942657.1,57436.9,166906.6,199194.4
Malta,501,324,10921.2,11430.6,2002.7,2003.7,2005.2,2006.3,586.9,873.8,661.7,687.4,56.0,128.1,127.8,134.6,15.0,70.3,44.6,54.0,1887.7,145265.8,148054.9,14188577.7,37273793.9,41626769.5,28320.5,82343.8,95447.2
Israel,374,195,3289.8,3307.4,1998.4,1999.7,2001.1,2002.4,665.6,666.8,695.5,699.4,61.0,78.0,74.1,82.7,44.0,85.0,53.3,65.7,725.1,55516.3,56582.2,3213662.2,10694844.6,13543117.5,8592.7,32884.8,40712.5
Lebanon,314,171,3076.9,4009.2,1997.1,1996.4,2004.9,2004.7,674.8,797.2,747.6,760.1,65.0,86.6,87.1,92.8,35.0,86.4,52.3,60.7,654.2,50396.5,51364.1,2585278.6,9288586.4,11492282.0,8233.4,36806.9,46722.9
Croatia,256,132,6522.9,3589.4,1998.1,1995.3,2003.4,2004.8,817.9,969.9,820.9,1066.2,65.0,86.4,78.5,129.9,12.5,67.0,40.8,84.3,1336.7,103259.5,105242.0,5202098.9,17570386.8,19743092.7,20320.7,70249.0,79132.3
Albania,221,107,2402.1,829.4,1992.9,1992.4,1997.9,1998.4,433.6,1225.9,659.8,787.5,38.0,90.9,198.4,130.8,24.0,59.8,240.0,139.8,644.4,49415.1,50363.8,3659482.5,9595544.9,11532194.0,16558.7,42456.5,45541.4
Slovenia,176,102,3213.1,2139.2,1996.9,1998.9,2000.9,2004.0,847.2,830.7,790.5,869.3,73.0,90.8,76.3,91.0,43.0,61.3,50.1,73.7,523.2,40420.0,41196.1,1901710.4,7482868.2,8992431.2,10805.2,44096.7,52629.5
Saudi Arabia,175,93,25363.5,28462.6,2009.9,2009.2,2011.2,2010.9,1336.0,1438.5,1362.8,1375.9,98.0,127.0,110.8,119.3,15.0,57.2,26.5,33.3,2166.0,167759.0,170979.9,11921592.9,30197076.0,35810644.5,68123.4,235040.1,287757.2
Libya,170,139,3478.6,5851.2,1999.8,1999.5,2004.9,2005.4,625.2,743.0,739.2,734.0,57.5,83.2,132.8,134.3,60.5,132.3,100.9,98.2,566.8,43751.4,44591.4,3098991.6,7705274.8,9003905.7,18229.4,58246.1,71289.7
Algeria,168,115,4532.3,6020.3,2000.2,2000.0,2000.3,2001.2,1226.9,1282.9,1315.0,1325.9,111.5,128.8,145.1,146.5,50.0,80.5,67.1,68.2,703.5,52174.6,53176.4,3758780.6,12033809.2,13969908.7,22373.7,88868.9,116181.6
France,165,134,4820.1,4655.0,2000.7,2001.2,2006.5,2007.2,1219.5,1520.3,1665.5,1739.8,119.0,145.3,151.9,175.0,37.0,65.0,80.2,71.8,764.4,58038.1,59152.5,3520234.6,11533000.6,14320577.7,21334.8,82993.2,105738.0
Tunisia,161,132,1719.6,2298.3,2000.5,2000.8,2004.9,2004.6,811.7,919.9,951.5,970.4,82.0,101.6,114.0,120.9,54.0,86.4,80.9,90.3,371.1,28468.3,29014.8,1782040.4,6010081.0,7124037.5,11068.6,43999.4,56009.8
Gibraltar,154,145,7294.9,12103.6,2008.1,2008.0,2009.0,2009.2,1515.2,1659.5,1688.6,1704.4,134.0,175.9,292.3,308.1,9.0,11.4,11.6,12.0,780.7,60134.7,61289.3,4976972.7,12061203.0,14851670.6,32318.0,116295.0,142445.1
Morocco,137,53,5576.5,7165.2,2003.9,2004.7,2006.3,2006.2,1662.3,1650.6,1642.6,1641.9,128.0,161.5,130.2,132.7,25.0,86.7,43.1,46.0,830.9,64161.3,65393.2,5755013.5,16719978.7,19250223.8,42007.4,141932.8,169631.0
Ukraine,136,130,1384.5,2217.7,1998.8,1998.7,2004.9,2005.4,734.0,783.9,762.5,758.1,84.0,97.5,114.6,111.6,45.5,67.5,91.4,94.0,179.2,13764.7,14029.0,1311379.3,3442726.6,4686507.5,9642.5,37259.2,47976.4
