Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-RoPax,8664,157,60101.8,13451.1,1993.9,1996.3,1996.7,1995.0,308.0,2227.3,542.5,553.1,16.0,341.0,270.9,324.3,10.0,80.5,69.9,97.4,24552.5,1877825.6,1913879.9,119584449.0,282118176.2,355913703.6,13802.5,29959.6,33112.4
General cargo,4480,787,3761.8,5497.3,1984.0,1993.1,1990.9,1990.4,247.4,359.8,377.6,375.9,26.0,35.9,117.9,116.4,19.0,41.6,55.5,56.0,1200.5,90806.1,92549.6,13279132.3,38449241.1,54809690.2,2964.1,10262.9,14294.9
Oil tanker,3272,279,14057.7,24664.8,1997.8,2006.1,2006.4,2006.6,179.0,387.9,429.1,431.1,27.0,53.2,120.7,117.9,16.0,40.8,44.6,43.5,3919.6,298724.0,304459.5,21100561.0,28321814.9,31860835.9,6448.8,17268.8,21530.9
Miscellaneous - fishing,2412,202,483.1,460.6,1992.3,1992.0,1995.4,1994.5,622.2,3539.5,1961.2,1926.3,76.5,472.9,1134.0,1136.6,49.0,218.6,591.7,584.1,3226.2,242231.3,246882.2,3239354.8,7185513.4,8169201.1,1343.0,3160.7,3746.8
Service - tug,2398,97,223.0,197.2,1994.0,1991.5,1987.6,1987.4,102.2,349.0,244.6,270.3,41.5,124.5,655.7,756.3,20.0,49.0,166.0,187.6,838.5,62955.5,64164.2,5043704.1,11926842.0,15969396.8,2103.3,5431.1,7332.9
Chemical tanker,2375,234,4085.8,6265.0,2002.4,2006.2,2006.1,2006.1,230.5,280.0,306.0,306.1,27.0,33.6,80.0,80.5,19.0,38.8,103.9,107.7,2033.9,155058.2,158035.3,6522277.3,20746087.5,25079057.5,2746.2,10180.8,12495.3
Cruise,1838,91,20806.2,2175.5,1995.5,1998.5,2000.7,1999.5,179.9,219.8,280.7,275.7,16.0,17.9,29.5,29.9,9.0,11.2,13.9,14.0,5280.9,408287.1,416126.2,10555274.2,46258571.1,52108521.3,5742.8,22163.7,23096.3
Ferry-pax only,1617,73,950.5,215.6,1991.4,1993.8,1992.7,1993.7,625.3,4067.0,1336.1,1446.0,33.0,324.5,1135.6,1424.5,18.0,205.3,181.1,182.6,1122.8,84300.3,85918.9,16259800.4,33695958.2,42521308.4,10055.5,23597.7,31115.9
Bulk carrier,1391,243,4770.0,7851.0,1992.6,2003.3,2001.8,2001.7,237.5,478.3,447.1,452.4,22.0,45.4,77.3,79.3,16.0,59.9,65.9,67.1,748.6,57266.0,58365.5,5935708.1,13440261.7,17041824.1,4267.2,14134.2,17429.9
Ro-Ro,1006,15,1079.6,936.1,1973.8,1986.5,1976.5,1977.0,166.1,654.3,220.5,223.6,15.0,221.3,34.9,47.5,9.0,55.8,29.2,40.0,980.7,74628.7,76061.6,1760041.7,9534772.6,5378828.5,1749.5,4208.1,5413.9
Container,746,176,3387.8,3953.7,2003.8,2003.5,2004.2,2004.2,257.1,197.6,211.2,212.5,25.0,53.0,46.4,47.8,26.0,40.2,34.7,34.8,896.2,68471.5,69786.2,4085188.6,12320023.2,13938364.1,5476.1,17735.4,20850.6
Liquefied gas tanker,572,54,1762.2,1954.8,1991.9,2003.6,2000.0,1999.8,254.3,358.0,355.6,357.8,30.0,48.2,209.8,215.5,22.0,53.1,81.0,80.1,840.4,63738.3,64962.1,1069056.0,3927144.5,3965480.1,1869.0,11364.8,15630.3
Service - other,254,22,102.5,84.7,1968.0,1995.7,1990.3,1988.3,176.1,1189.8,300.8,200.3,26.0,102.2,225.5,165.9,15.0,123.2,199.7,108.6,112.2,8430.5,8592.3,590781.1,1212153.1,1306168.3,2325.9,5175.5,5843.9
Other liquids tankers,83,2,20.2,55.6,1959.5,1965.0,1966.3,1968.8,238.7,532.9,601.3,802.1,27.0,81.0,157.3,181.9,8.0,27.5,142.2,164.3,77.5,5870.5,5983.2,28518.2,81428.1,175558.9,343.6,1190.3,1923.5
Vehicle,49,34,336.8,108.0,2006.0,2005.6,2007.3,2007.2,98.5,159.0,159.6,155.5,14.0,24.3,58.0,55.6,6.0,12.7,47.9,46.2,40.3,3110.1,3169.8,109392.2,482302.2,558555.1,2232.5,8485.7,9132.5
Refrigerated bulk,3,2,6.6,7.9,1990.0,1990.5,1989.1,1989.1,455.8,329.0,368.4,394.8,20.0,25.0,40.2,40.4,20.0,10.8,20.2,20.3,2.8,214.9,219.0,23386.6,51100.9,57560.3,7795.5,16612.2,17936.2
