Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,4469,1572,18045.8,25131.0,1993.3,1995.4,1999.7,1999.7,624.3,919.2,979.1,979.4,69.0,106.1,225.0,226.2,19.0,42.4,55.4,55.6,4122.9,314567.1,320606.8,38900751.8,115517295.2,164063742.9,8704.6,33134.2,44958.7
Container,3483,548,268120.7,279686.4,2004.8,2005.8,2012.5,2012.1,610.3,1156.6,1795.3,1677.7,55.0,93.8,243.1,236.6,20.0,25.2,23.1,23.0,25370.9,1961025.7,1998677.4,129993624.5,373321820.7,433321771.4,37322.3,135237.6,163657.8
Bulk carrier,1879,1074,69349.6,121021.4,2004.2,2006.8,2007.9,2008.0,786.0,1458.5,1567.0,1588.8,83.0,170.5,349.7,354.9,14.0,44.0,50.2,49.2,6424.7,496498.8,506031.6,43626164.7,100926416.9,131519639.0,23217.8,85320.8,103875.2
Chemical tanker,1507,594,24797.5,39479.7,2006.7,2007.4,2007.5,2007.5,631.6,1073.9,1000.9,1003.8,69.0,114.1,217.9,218.7,28.0,42.7,53.9,54.0,5245.7,404599.8,412368.1,14602081.3,71425478.9,84104957.1,9689.5,54975.3,67586.2
Oil tanker,1503,615,119838.6,223164.6,2007.5,2008.1,2008.8,2008.8,819.1,1575.4,1603.0,1620.2,90.0,169.3,307.3,309.3,28.0,47.4,48.9,48.4,11996.7,927917.3,945733.3,104423441.9,205376962.2,230789118.6,69476.7,179752.2,220353.7
Ferry-RoPax,975,40,24232.2,4979.1,2001.5,1994.8,2003.1,2003.2,518.5,2265.1,816.8,729.7,22.0,138.0,60.3,55.7,4.0,143.6,92.1,82.1,6770.4,522348.3,532377.4,30979311.4,76592621.9,93991656.7,31773.7,67829.5,61842.2
Cruise,783,110,29264.6,3074.1,1997.9,1998.0,2003.0,2002.2,531.3,616.7,647.5,650.5,37.0,53.9,60.5,62.9,9.0,25.6,13.4,13.7,6849.9,530427.2,540611.4,16170130.7,65044381.3,68410900.2,20651.5,73257.6,71484.7
Vehicle,655,211,47827.1,16418.4,2005.6,2006.8,2006.6,2006.3,835.9,2105.1,1561.2,1624.2,61.0,145.7,253.8,260.5,6.0,13.5,9.6,9.4,3084.5,238837.6,243423.3,16625791.0,73301911.7,84891084.6,25382.9,96480.3,103834.0
Ro-Ro,432,48,10531.2,5041.2,2000.8,2000.9,2002.8,2000.4,705.6,1106.2,911.8,957.8,40.0,102.4,144.0,156.3,10.0,14.1,25.1,29.8,1885.4,145921.4,148723.1,5671245.4,12612369.3,12733362.5,13127.9,30932.2,33592.9
Liquefied gas tanker,424,144,23236.9,21214.9,2003.8,2006.4,2008.8,2008.5,814.1,1953.4,2400.4,2284.4,90.0,168.8,307.2,308.6,22.0,39.5,40.5,41.4,3333.3,231764.1,236214.0,8048918.0,39626266.9,36224450.2,18983.3,128422.9,185035.7
Service - tug,174,99,162.6,141.8,1991.9,1996.3,2001.3,2000.1,537.9,1053.3,1072.9,1071.3,91.5,579.1,690.7,718.0,12.0,174.7,262.1,247.8,206.4,15538.7,15837.1,3626979.7,8576715.2,11483758.1,20844.7,53824.8,72672.6
Miscellaneous - fishing,119,43,96.6,116.8,1992.6,1993.2,1988.2,1987.9,477.3,2489.4,2033.6,2135.6,50.0,289.2,336.1,265.1,22.0,185.8,522.5,584.3,148.5,11175.0,11389.6,821442.1,1822116.9,2071562.4,6902.9,16245.6,19258.2
Ferry-pax only,108,33,101.6,30.4,1986.9,1990.3,1982.8,1980.0,810.5,4514.5,2051.8,3044.7,47.0,492.7,794.2,836.3,35.5,237.2,242.2,170.5,150.8,11323.8,11541.2,2375846.9,4888829.0,6164873.2,21998.6,51433.3,67814.3
Service - other,74,47,773.1,1600.2,2000.9,1996.9,2008.4,2011.8,651.2,1193.4,728.9,666.3,69.5,595.6,2321.4,2765.9,26.5,108.7,68.6,52.7,154.4,11654.0,11877.8,11166197.2,22910585.2,24687543.0,150894.6,335765.8,379127.1
Refrigerated bulk,29,24,232.6,251.7,1995.1,1994.8,1998.5,1998.3,610.1,1308.6,1282.6,1276.5,44.0,154.2,267.8,265.8,9.0,36.2,34.4,35.4,121.0,9178.5,9354.7,746592.6,1631341.1,1837552.4,25744.6,54861.4,59233.8
