Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Fiji,72,18,512.7,366.2,2007.4,2005.3,2001.8,2007.5,501.8,486.9,512.6,499.8,44.5,40.6,54.2,67.3,11.0,15.2,12.5,15.3,122.9,9446.6,9628.0,489262.4,1651557.4,2030835.9,6795.3,26054.0,31913.2
American Samoa,62,15,351.6,395.6,2002.9,2004.5,2003.6,2004.6,509.4,514.9,512.5,512.3,43.0,43.1,42.4,42.8,9.0,13.4,13.5,13.7,76.5,5889.3,6002.4,655905.7,1914909.5,2238511.6,10579.1,33890.3,39896.7
New Zealand,41,9,556.8,614.6,2002.1,2000.1,2001.2,2002.4,1117.1,1148.3,1131.5,1119.7,90.0,85.6,82.4,83.8,14.0,14.6,13.4,14.4,122.1,9419.7,9600.5,974216.9,3043016.9,3582587.8,23761.4,78686.6,92938.1
Cook Islands,15,6,113.4,89.0,2006.1,2003.3,2003.7,2006.6,845.2,865.9,881.5,862.1,75.0,72.9,74.6,83.3,9.0,10.8,12.4,16.0,28.1,2165.9,2207.5,153541.8,530557.1,707596.6,10236.1,41303.1,52045.6
Niue,9,2,30.2,23.5,2004.6,1999.5,2000.0,2005.0,331.5,291.8,285.3,315.3,27.0,24.5,25.3,27.7,9.0,10.8,13.2,16.2,6.7,520.8,530.8,41944.0,149163.0,203864.5,4660.4,20246.3,25258.1
French Polynesia,4,4,136.0,79.7,2006.2,2006.2,2010.4,2004.4,1490.0,1480.6,1468.5,1487.4,108.5,112.2,112.6,113.3,15.0,28.8,23.9,34.3,19.7,1524.7,1553.9,81303.4,333217.9,432730.8,20325.8,89328.9,109827.5
Australia,4,3,288.6,55.1,2003.8,2001.0,1997.1,2002.7,2201.4,2119.7,2012.9,2143.5,166.5,157.0,134.2,167.2,9.0,12.5,9.1,13.8,62.0,4798.3,4890.4,159978.4,729420.3,826334.3,39994.6,170950.8,183236.2
Samoa,3,1,8.6,8.6,2012.0,2012.0,2012.0,2012.0,555.3,555.3,572.5,572.5,43.0,43.0,50.4,50.4,9.0,9.0,9.4,9.4,2.4,184.9,188.4,6455.8,18703.6,20654.8,2151.9,11781.8,15493.4
Tokelau,1,1,1.3,1.9,1987.0,1987.0,1987.0,1987.0,796.1,796.1,796.1,796.1,81.0,81.0,81.0,81.0,58.0,58.0,58.0,58.0,0.5,38.6,39.3,6058.3,17380.1,24976.6,6058.3,19747.3,28401.6
Wallis and Futuna,1,1,1.0,1.5,2009.0,2009.0,2009.0,2009.0,475.4,475.4,475.4,475.4,50.0,50.0,50.0,50.0,23.0,23.0,23.0,23.0,0.6,44.9,45.8,5391.1,13548.5,16701.3,5391.1,15861.4,19446.8
Vanuatu,1,1,0.3,0.0,2016.0,2016.0,2016.0,2016.0,1040.5,1040.5,1040.5,1040.5,68.0,68.0,68.0,68.0,93.0,93.0,93.0,93.0,0.4,31.8,32.4,3167.5,6451.0,8126.2,3167.5,7365.9,9710.7
New Caledonia,1,1,98.9,8.2,2002.0,2002.0,2002.0,2002.0,1151.1,1151.1,1151.1,1151.1,66.0,66.0,66.0,66.0,6.0,6.0,6.0,6.0,23.7,1838.3,1873.6,50923.5,177540.5,170868.2,50923.5,157936.5,142429.7
