Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,1581,149,359.8,343.8,2004.5,2001.1,2002.0,2000.2,134.8,597.1,263.4,264.9,29.0,238.2,560.4,572.0,29.0,177.7,277.3,248.1,509.9,38283.9,39018.9,8793616.8,20794256.4,27842385.5,5562.1,14362.2,19391.5
Oil tanker,893,162,27353.9,49851.6,1999.3,2001.6,2003.6,2003.8,422.5,540.7,595.9,593.2,38.0,92.6,171.4,174.3,28.0,125.1,152.0,151.7,3759.0,290217.7,295789.9,22782859.2,43928153.4,48432277.6,25512.7,67211.0,83124.0
Ro-Ro,793,60,204.7,277.7,2002.3,2007.4,2002.8,2005.3,161.5,685.4,301.7,296.3,21.0,136.1,304.8,337.5,25.0,84.1,130.2,155.5,835.4,62854.1,64060.9,995476.7,7645116.6,3614117.8,1255.3,3063.0,4360.9
General cargo,764,159,2389.7,3457.5,1993.7,1994.4,1999.6,1999.3,378.1,597.8,666.0,671.9,40.0,113.6,339.9,390.9,43.0,142.6,127.2,125.8,561.6,42623.7,43442.1,2891754.9,9144503.7,13273433.5,3785.0,16293.9,22701.0
Container,341,34,2620.2,3367.2,2005.6,2003.5,2006.3,2006.3,413.6,761.7,601.0,586.8,38.0,73.2,297.9,274.8,27.0,47.2,90.1,88.0,577.7,44181.1,45029.3,3057912.4,10637847.5,11931407.0,8967.5,32968.6,39267.5
Chemical tanker,274,76,2226.2,3527.5,2001.4,2003.9,2004.0,2003.9,334.6,509.2,458.9,456.9,30.0,51.3,91.7,91.2,35.5,42.1,79.5,80.2,560.0,43115.9,43943.7,1455412.6,6584735.7,7713347.8,5311.7,27650.0,33592.0
Bulk carrier,261,115,6015.2,10359.9,2004.8,2003.9,2006.0,2005.9,489.0,548.2,710.5,700.1,47.0,88.6,221.5,223.4,91.0,112.6,162.2,161.1,661.3,51204.6,52187.7,3755850.7,8253812.3,10164659.9,14390.2,50662.6,60046.5
Service - other,240,26,225.9,215.9,2009.0,2002.0,1992.6,1992.1,309.6,1201.0,1717.3,1816.7,45.0,467.0,1542.7,1831.7,40.0,95.2,1052.5,751.0,264.4,19854.2,20235.4,1506925.4,3091880.2,3331688.1,6278.9,13971.5,15775.8
Ferry-RoPax,57,6,50.6,25.3,1991.8,1992.7,1992.3,1995.3,207.6,926.4,311.5,466.4,13.0,39.6,207.3,235.0,19.0,59.9,177.1,130.4,64.9,4874.7,4968.3,568207.8,1249822.8,1644878.7,9968.6,22141.0,30274.3
Other liquids tankers,54,1,4.3,9.6,1944.0,1944.0,1944.0,1944.0,125.4,125.4,162.9,162.9,19.5,19.5,81.6,81.6,36.0,36.0,124.4,124.4,100.4,7775.1,7924.4,4939.5,14103.7,30407.6,91.5,316.9,512.1
Liquefied gas tanker,53,22,884.9,1005.8,1995.7,1996.3,1998.4,1998.4,344.5,473.4,672.0,677.4,27.0,49.2,91.5,92.6,24.0,42.2,34.8,35.0,128.6,9890.0,10079.8,318324.3,1822493.7,1609797.2,6006.1,46138.8,68695.5
Miscellaneous - fishing,46,9,111.9,77.9,1994.3,1993.7,1999.2,1999.7,818.0,2930.8,3107.0,3707.9,260.0,673.7,2000.6,2181.0,73.5,197.2,592.9,639.5,85.4,6410.3,6533.4,548029.8,1215635.7,1382054.7,11913.7,28038.3,33237.7
Ferry-pax only,24,2,36.7,7.7,1991.9,1994.5,1990.4,1990.2,3195.9,2959.8,7252.5,7439.7,65.0,351.5,1209.0,1202.0,74.5,140.5,187.7,185.6,23.5,1760.7,1794.5,630452.7,1283976.0,1617412.9,26268.9,61087.0,80532.8
Refrigerated bulk,4,2,14.3,14.8,1986.5,1993.0,1991.5,1990.4,1049.5,1049.5,685.1,712.6,148.0,147.0,157.9,168.0,307.0,307.0,488.3,520.4,35.5,2672.9,2724.2,43952.9,96039.2,108179.1,10988.2,23415.8,25282.0
Vehicle,1,1,1.8,0.5,1983.0,1983.0,1983.0,1983.0,137.8,137.8,137.8,137.8,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0,0.5,39.9,40.7,543.0,2394.2,2772.7,543.0,2064.1,2221.4
