Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2702,451,11736.4,16181.7,1992.8,1994.7,2001.3,2001.3,519.4,914.3,1024.6,1038.9,62.0,108.0,255.4,263.3,62.0,99.4,124.8,127.5,2390.1,181910.3,185403.0,16647043.6,51330374.3,73825119.0,6161.0,25319.6,34861.1
Oil tanker,1750,599,129101.1,244829.2,2002.2,2005.2,2006.9,2007.0,469.1,1186.2,1315.3,1328.3,50.0,146.4,339.4,340.3,36.0,57.5,57.6,57.0,10343.4,799299.1,814645.6,85127975.1,149056488.7,164298445.1,48644.6,129828.7,160487.0
Ro-Ro,1517,85,1478.9,1454.4,2008.3,2006.4,2012.5,2012.5,137.8,517.1,857.9,668.5,17.0,82.4,146.5,160.6,33.0,65.8,68.7,82.4,1371.7,103392.4,105377.5,2555915.5,12996808.3,7595391.4,1684.8,4043.9,5119.8
Service - tug,1306,234,299.6,289.1,2003.3,2003.3,2002.3,2001.1,151.1,363.8,309.4,317.2,40.0,143.9,369.1,378.8,15.0,68.3,174.4,184.2,324.1,24342.7,24810.1,7394288.1,17485265.5,23411825.4,5661.8,14619.7,19739.1
Bulk carrier,960,506,49503.4,88077.3,2004.9,2006.0,2007.4,2007.4,724.7,1698.4,1709.1,1737.6,92.0,201.8,492.5,502.0,110.0,121.0,154.3,155.2,4595.5,355728.7,362558.7,27896184.8,65971793.8,80631323.5,29058.5,109408.6,131221.4
Container,774,134,35260.8,41651.6,2002.3,2004.5,2006.5,2006.4,383.1,1099.0,1255.0,1287.9,33.0,89.3,229.7,231.9,26.0,30.5,71.2,71.2,5238.1,405342.6,413125.2,33367741.3,94467843.2,104849586.5,43110.8,131964.9,152648.3
Chemical tanker,516,234,9538.3,15340.0,2003.6,2005.3,2004.3,2004.2,506.5,1064.0,1077.7,1077.8,56.0,127.0,278.0,279.8,31.5,57.8,101.1,104.6,1726.9,132951.5,135504.2,6463029.2,28979433.8,33991963.0,12525.3,64661.0,78636.0
Ferry-RoPax,214,8,260.5,88.8,1990.8,1997.1,1988.8,1991.8,211.4,3823.9,278.1,358.5,14.0,262.7,218.5,453.8,17.0,89.9,127.9,87.7,236.8,17821.1,18163.3,1411182.4,3165100.2,4116326.6,6594.3,14556.2,18885.6
Liquefied gas tanker,201,89,12693.7,13855.1,1999.2,2004.6,2001.0,2000.5,1067.4,2016.0,2034.0,2071.5,93.0,200.4,359.9,371.2,36.0,70.7,76.2,79.9,1590.8,120882.9,123203.8,4920757.7,25586220.8,23059958.4,24481.4,171888.0,250428.3
Service - other,149,40,183.0,154.6,1999.0,2001.5,1997.2,1995.3,265.0,730.2,474.6,473.7,31.0,228.9,1516.1,1345.7,77.0,194.2,207.2,225.2,148.1,11133.7,11347.4,1078989.2,2213848.9,2385556.2,7241.5,16113.6,18194.6
Refrigerated bulk,41,9,465.7,488.0,2004.4,1998.7,1999.8,1999.6,292.3,2299.8,893.3,975.7,14.0,144.2,209.9,218.0,68.0,481.9,94.0,94.5,296.4,22544.6,22977.5,1447736.2,3163373.8,3563243.1,35310.6,75246.6,81243.7
Ferry-pax only,29,2,20.9,1.9,1992.1,1979.5,1990.9,1990.7,554.8,4107.7,1214.7,1223.8,18.0,2667.2,476.9,519.5,36.0,41.0,93.2,92.8,33.3,2496.5,2544.4,157172.6,320096.8,403223.0,5419.7,12603.4,16615.4
Vehicle,22,17,648.8,220.7,2002.8,2005.1,2005.9,2006.0,367.0,618.2,570.9,570.3,25.0,41.7,79.8,80.5,10.0,13.9,14.8,15.3,41.6,3224.2,3286.1,223527.6,985517.2,1141329.3,10160.3,38619.5,41563.0
Other liquids tankers,11,2,0.5,1.0,1953.1,1969.0,1951.0,1949.2,79.4,79.8,87.6,87.9,12.0,29.8,18.1,16.8,22.0,16.8,41.4,43.0,8.8,679.1,692.1,499.8,1427.0,3076.6,45.4,157.4,254.3
Miscellaneous - fishing,7,7,90.0,74.2,1992.7,1992.7,2003.5,2002.8,535.2,4725.8,12113.8,13456.0,630.0,806.4,1791.0,1760.7,39.0,207.1,85.3,99.0,53.3,4004.6,4081.5,522062.2,1158034.5,1316568.0,74580.3,175521.3,208069.9
Cruise,1,1,122.3,11.9,2009.0,2009.0,2009.0,2009.0,886.6,886.6,886.6,886.6,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,19.2,1483.9,1512.4,-6552.1,128944.1,189719.6,-6552.1,113856.5,164175.2
