Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2716,455,12004.9,16624.8,1992.9,1994.9,2003.3,2003.4,373.0,847.2,1044.2,1064.8,53.0,98.1,289.7,291.5,48.0,77.7,86.5,84.7,2251.0,171702.1,174998.7,13959127.2,44078535.0,63650250.6,5139.6,22380.8,30769.6
Oil tanker,1781,609,276061.3,526854.1,2002.2,2005.2,2008.2,2008.2,423.4,2012.2,2735.1,2779.1,59.0,204.1,615.0,618.9,43.0,87.4,82.9,82.7,20365.9,1575720.6,1605974.5,155649150.8,272985673.4,294867756.7,87394.2,233869.1,289728.4
Ro-Ro,1531,84,408.7,510.5,2008.4,2006.8,2008.2,2009.1,118.2,298.8,229.9,228.9,17.0,153.2,143.0,185.4,17.0,45.8,146.1,191.7,1355.9,101990.2,103948.4,1452584.9,10213659.1,5034493.3,948.8,2305.5,3192.8
Service - tug,1326,240,259.0,248.5,2003.3,2003.0,2004.0,2002.9,140.5,383.7,263.7,268.9,33.0,220.9,487.1,488.8,20.0,101.7,168.1,174.7,322.2,24203.3,24668.0,6355451.5,15028729.5,20122656.6,4792.9,12376.3,16710.0
Bulk carrier,969,509,40828.0,71348.3,2004.9,2006.0,2007.4,2007.4,569.3,1391.7,1412.5,1412.3,56.0,150.2,363.8,364.9,24.0,52.0,66.9,66.9,3679.2,284808.3,290276.6,25649989.8,57612633.8,72034104.0,26470.6,95472.3,114029.2
Container,771,134,37496.8,42229.4,2002.2,2004.5,2005.6,2005.7,414.7,1105.3,1335.4,1308.3,45.0,82.0,219.5,220.2,19.0,24.6,23.1,24.0,4754.8,367840.4,374903.0,33144324.1,90207828.8,100441529.2,42988.7,128586.9,148458.4
Chemical tanker,522,239,7394.3,11749.0,2003.5,2005.2,2004.5,2004.5,386.4,944.3,818.1,808.8,49.0,116.7,259.5,256.0,37.0,82.1,66.6,65.6,1642.3,126355.5,128781.5,5227418.9,22912621.2,26989039.5,10014.2,50464.7,61544.3
Ferry-RoPax,213,8,180.7,53.7,1990.8,1997.1,1987.8,1989.6,158.3,1260.6,193.3,217.4,14.0,131.2,125.9,119.0,10.0,49.3,38.6,55.2,151.4,11396.0,11614.8,602194.5,1387634.9,1775431.7,2827.2,6185.8,7402.6
Liquefied gas tanker,204,90,22000.4,22287.4,1998.8,2004.4,2002.7,2002.2,943.9,3001.5,3456.0,3286.1,141.5,240.1,510.7,472.3,28.0,86.6,164.2,132.5,2967.4,214279.1,218393.2,7123332.9,40456197.7,35735488.3,34918.3,263473.1,391076.5
Service - other,149,38,147.5,166.0,1999.0,2001.0,1998.3,1997.9,148.7,871.0,452.2,585.2,35.0,161.4,320.6,278.1,20.0,143.9,299.3,320.2,130.9,9855.2,10044.4,1158482.8,2376952.4,2561310.2,7775.1,17300.8,19535.1
Refrigerated bulk,44,12,476.4,479.0,2003.9,1998.2,2001.8,2001.5,479.6,1672.5,871.6,906.7,32.5,168.5,199.2,202.5,11.0,54.2,22.0,22.6,212.6,16211.7,16523.0,1421081.6,3105132.3,3497639.6,32297.3,68825.2,74310.5
Ferry-pax only,29,2,13.3,1.2,1992.1,1979.5,1992.0,1991.8,397.5,1404.8,773.3,775.7,6.0,431.5,48.9,52.5,20.0,115.0,90.1,90.6,17.3,1301.3,1326.3,99623.0,202891.7,255580.8,3435.3,7988.6,10531.6
Vehicle,22,17,2791.8,920.2,2002.8,2005.1,2008.8,2009.0,625.5,2561.1,2456.7,2377.3,88.0,192.4,365.0,362.7,11.0,27.7,22.2,21.8,171.8,13302.0,13557.4,931815.9,4108309.2,4757840.8,42355.3,160992.4,173263.1
Other liquids tankers,11,2,0.5,1.1,1953.1,1969.0,1956.3,1953.4,108.3,134.7,103.3,100.3,18.0,22.0,27.8,27.5,25.0,88.2,70.5,61.0,6.0,466.0,475.0,570.1,1627.9,3509.8,51.8,179.6,290.1
Miscellaneous - fishing,7,6,6.9,5.0,1994.3,1994.2,2002.5,2003.2,370.6,716.8,978.1,937.3,105.0,254.2,561.0,575.0,13.0,55.3,16.5,15.0,5.3,394.2,401.8,35336.3,78382.7,89113.2,5048.0,11880.3,14083.4
Cruise,1,1,55.5,5.4,2009.0,2009.0,2009.0,2009.0,402.1,402.1,402.1,402.1,30.0,30.0,30.0,30.0,8.0,8.0,8.0,8.0,7.9,614.2,626.0,-2971.7,58483.4,86048.5,-2971.7,51640.3,74462.6
