Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kish,639,205,1460.5,2386.9,1997.7,1999.6,2001.9,2002.1,187.1,579.4,522.3,525.7,21.0,118.8,172.9,171.8,25.0,97.1,78.4,76.7,528.2,40107.3,40877.4,3053461.6,8930296.8,9564410.1,4778.5,13592.9,17825.9
Khark,520,123,10331.5,18940.8,2003.6,2001.0,2004.3,2004.5,287.8,890.0,834.0,853.7,45.0,264.1,300.4,315.0,27.0,218.0,176.4,178.3,1477.2,113973.1,116161.4,9208518.6,19567703.7,22222950.6,17708.7,46522.8,58727.3
Lavan,501,216,3878.6,6712.5,2000.3,2000.0,2002.1,2002.2,214.7,503.4,729.6,738.3,25.0,67.9,203.9,212.3,31.0,114.2,390.5,394.4,677.1,51984.9,52983.0,4669755.2,11031271.3,12714154.3,9320.9,26215.9,33482.3
Queshm,347,187,4926.7,8598.5,2000.5,2001.9,2004.6,2004.8,331.0,432.2,464.3,465.7,36.0,87.6,93.7,86.4,43.0,97.2,81.7,80.4,829.1,63700.2,64923.2,3939522.9,8763958.9,9967647.1,11353.1,33662.1,42101.4
Rajaei,319,123,2593.2,4110.6,2001.3,2001.9,2002.9,2002.8,416.0,580.3,474.4,470.3,40.0,150.5,133.7,113.6,30.0,113.2,56.3,51.5,555.4,42479.2,43294.8,2960661.0,7951756.1,9121189.6,9281.1,29767.3,36972.2
Soroosh,318,88,1258.6,1925.8,2007.0,2003.0,2003.5,2002.5,140.2,715.3,880.6,843.0,35.5,138.7,604.2,500.3,49.0,125.4,92.8,88.4,197.9,15079.7,15369.3,2192973.6,5775942.0,6978426.5,6896.1,19983.3,25435.2
Bushehr,314,134,1511.3,2306.3,2001.3,1997.7,2000.7,2001.0,219.3,795.8,786.1,782.6,32.5,242.6,262.2,265.3,26.0,96.6,132.4,120.3,365.7,27841.9,28376.4,2678367.5,6635097.1,7955690.2,8529.8,24912.6,31632.8
Lengeh,304,144,1077.6,1735.8,1998.8,2000.2,2001.2,2001.2,220.4,631.1,592.2,602.3,20.0,74.3,64.9,70.4,28.0,141.8,204.6,97.9,264.5,20113.4,20499.6,1626403.9,4551020.1,4897518.2,5350.0,15943.1,20642.2
Asaluyeh,294,156,3337.0,5631.0,2001.1,1999.9,2004.9,2004.9,333.0,609.8,425.7,412.2,38.0,143.2,89.2,83.2,31.0,106.1,138.7,136.2,615.7,47333.5,48242.3,3342389.9,8325255.2,9843045.8,11368.7,36422.0,45242.9
Bandar Abbas,271,88,749.2,1173.3,1997.5,1997.1,1998.9,1999.6,223.3,1268.4,511.3,490.1,30.0,216.4,478.2,325.1,30.0,134.9,142.9,123.6,432.6,32736.8,33365.3,1448301.3,3816190.6,3982958.5,5344.3,14348.8,18940.1
Sirri,255,111,694.2,1244.5,2003.5,2001.9,2007.1,2007.3,168.6,526.7,328.7,327.7,30.0,102.5,124.6,109.4,22.0,112.9,104.3,105.0,203.9,15545.3,15843.8,1258866.7,2575733.5,3136207.1,4936.7,13436.0,17677.8
Hengam,244,133,2113.5,3686.0,1999.6,2000.7,2003.7,2004.2,218.5,424.9,599.2,590.1,22.0,49.0,94.0,89.1,25.5,88.4,60.6,60.1,299.2,22964.5,23405.4,1752621.0,4195108.9,4430873.9,7182.9,21609.4,27575.7
Bandar Khomeyni,191,77,1589.5,2484.7,2003.4,2001.5,2004.2,2004.3,524.5,728.3,788.9,785.9,57.0,162.1,150.5,155.9,29.0,94.2,100.0,100.0,284.3,21790.6,22209.0,1640400.0,4692348.0,5742719.1,8588.5,31956.1,40182.7
Tombak,126,96,945.0,1627.7,1997.9,1998.4,2003.9,2004.6,282.3,710.7,315.6,295.4,36.0,113.9,68.0,62.8,51.0,153.6,69.4,67.5,200.4,15413.2,15709.1,1203035.1,2941447.7,3415606.8,9547.9,28434.1,36256.8
Imam Hasan,122,25,167.8,280.8,2009.7,2004.8,2000.6,2000.3,130.6,482.2,859.0,926.6,62.5,160.8,110.9,90.4,20.0,411.5,163.5,153.1,69.5,5253.7,5354.6,336492.9,761104.3,914070.2,2758.1,6873.8,8853.8
Bandar Imam Khomeini,76,54,1419.3,2476.7,2004.2,2004.6,2005.3,2005.0,557.8,630.3,671.0,674.1,52.5,134.6,328.4,339.3,86.5,113.8,132.8,133.8,193.3,14904.7,15190.8,716089.2,1944547.5,2399649.6,9422.2,40824.5,50856.0
Chabahar,73,36,817.0,1284.6,2000.9,2001.3,2004.0,2004.4,528.1,1293.1,586.4,556.8,47.0,400.4,331.6,269.9,35.0,89.0,126.8,118.6,195.5,14973.0,15260.5,1270825.8,3019331.7,3517685.4,17408.6,51691.7,62561.6
Jask,71,57,1386.0,2141.8,2002.4,2001.9,2006.3,2006.6,634.0,1320.6,1060.3,1035.6,57.0,164.9,304.1,257.8,58.0,181.0,165.1,151.5,237.7,18216.3,18566.1,1419957.5,3349488.6,4086010.2,19999.4,65914.0,80180.6
Ganaveh,65,19,150.9,251.2,2001.0,1997.7,1997.7,1997.8,367.5,959.6,1120.0,1148.7,46.0,259.3,208.6,194.7,31.0,161.7,29.2,25.8,77.9,5869.8,5982.5,226681.8,753917.8,798507.1,3487.4,11238.8,15180.2
Abadan,53,29,36.6,45.7,1995.1,1994.2,1995.0,1995.3,390.4,572.7,434.8,434.8,44.0,62.0,80.1,76.4,16.0,117.8,56.4,55.6,24.1,1820.1,1855.1,175047.3,514500.4,628999.9,3302.8,9564.9,13051.3
Khorramshahr,52,16,38.9,40.1,1991.9,1991.2,1992.4,1994.1,509.7,507.2,403.8,367.3,59.5,39.4,67.5,61.5,18.0,74.4,40.2,43.2,24.4,1843.7,1879.1,129816.6,494495.4,454898.1,2496.5,6927.4,9268.5
Bandar Khomeini,48,27,449.5,735.3,2002.2,2002.7,2003.6,2003.5,333.3,678.6,514.7,508.6,41.0,103.8,95.9,84.5,48.0,187.1,136.4,126.6,90.1,6918.1,7050.9,506224.1,1407700.3,1651147.1,10546.3,36743.1,44084.6
Abu Musa,43,36,298.0,456.8,1998.2,1999.1,2001.7,2001.9,348.6,522.2,493.8,492.9,34.0,75.0,92.5,86.5,42.0,120.2,59.9,55.6,60.4,4640.3,4729.4,422055.0,1019863.7,1215497.7,9815.2,29505.1,38077.3
Qeshm Island,37,26,303.0,511.7,1997.7,1997.7,2003.1,2003.3,396.0,933.8,1024.4,1031.6,42.0,138.1,107.1,105.4,29.0,96.8,65.7,67.1,67.7,5140.1,5238.8,344150.2,943379.7,936951.4,9301.4,26093.8,32765.7
Anzali,32,20,14.6,18.9,1986.8,1986.7,1986.8,1986.9,148.3,276.2,253.5,243.5,13.5,32.4,43.1,42.3,104.0,202.2,254.1,242.7,7.5,565.5,576.3,53788.7,151074.8,213858.5,1680.9,5528.6,7785.1
Mahshahr,24,11,113.6,183.1,2006.2,2003.5,2004.1,2004.2,218.3,322.1,355.6,351.0,17.0,43.6,56.8,55.3,56.5,60.5,71.9,67.7,35.9,2759.8,2812.8,158527.7,381289.1,438710.7,6605.3,20072.1,24805.7
Hormuz,24,20,816.1,1524.3,2002.0,2003.4,2003.3,2003.4,521.2,740.2,483.9,476.7,38.5,184.5,49.3,46.3,106.0,113.0,157.6,161.4,144.8,11192.9,11407.8,535296.5,1076528.1,1191774.4,22304.0,60934.2,76543.5
Amirabad,11,9,13.2,15.4,1989.1,1989.1,1996.7,1995.8,394.8,451.9,503.7,483.9,50.0,70.3,116.0,110.4,101.0,142.8,115.6,111.9,4.0,305.1,311.0,42352.5,121328.4,172515.9,3850.2,13057.9,18180.5
Nowshahr,7,6,5.5,7.4,1991.1,1992.3,1996.3,1997.3,143.7,267.5,285.1,298.5,20.0,48.5,99.4,107.3,76.0,278.6,694.2,590.6,2.9,219.7,223.9,28448.0,35072.8,50705.1,4064.0,11607.9,15635.6
Astara,3,3,2.3,2.8,1987.0,1987.0,1986.2,1986.2,480.7,397.4,351.3,362.1,32.0,35.0,31.4,31.5,75.0,72.7,99.0,101.5,0.6,46.4,47.3,8776.1,25177.1,36181.4,2925.4,9535.4,13714.4
Bandar Neka,2,2,1.2,1.7,1995.5,1995.5,1994.0,1992.9,239.5,239.5,166.0,176.6,57.0,57.0,62.9,67.0,36.0,36.0,36.3,36.5,0.3,26.0,26.5,4450.5,12841.5,18259.6,2225.2,7680.3,10639.9
